id,SMILES_input,fingerprints_input_ECFP4
26,CCn1c(=O)nc(C)ncc2ccccc2c(=O)[nH]c1=O,34 80 294 314 378 384 436 501 571 647 650 747 750 758 762 770 802 840 850 935 1057 1066 1087 1088 1114 1126 1133 1199 1316 1357 1380 1389 1452 1469 1535 1573 1636 1722 1730 1745 1750 1816 1855 1873 1887 1961 2026
27,Cc1cccc(S(=O)(=O)NC(=O)N2C(=O)N(C)C=Cc3ccccc32)c1,55 92 94 198 218 307 314 319 331 350 362 461 502 547 575 650 800 807 844 873 875 935 1013 1031 1039 1055 1057 1059 1088 1145 1150 1152 1184 1199 1242 1295 1348 1380 1448 1476 1582 1647 1722 1750 1805 1823 1824 1840 1873 1917 1920
28,COc1ccccc1C(=O)N(C(=O)c1ccc(-c2ccccc2)cc1)C(C)(C)C,114 193 235 249 337 389 392 426 587 650 660 695 736 760 807 841 881 896 976 1057 1072 1088 1160 1199 1221 1380 1385 1410 1447 1521 1536 1697 1750 1791 1873 1917 1964 1970 1991
29,O=C(CN1CCCCC1)OCCOC(=O)c1ccccc1,2 13 80 145 147 277 389 606 650 695 807 857 926 935 953 1028 1034 1088 1199 1240 1243 1312 1380 1385 1386 1422 1479 1480 1522 1592 1612 1750 1791 1873 1917 1930 1985 1998
30,CC(=O)Nc1ccc(C=C2c3ccccc3N=CN2C(=O)N2CCCC2)cc1,25 191 245 281 352 355 369 378 440 463 529 530 552 650 659 694 807 843 849 926 935 944 984 1017 1028 1057 1077 1088 1152 1199 1237 1380 1480 1481 1514 1665 1729 1750 1773 1816 1873 1882 1917 1940 1980 1998 2009 2033 2038 2041
31,CN(Cc1ccc(C(=O)c2cccc3ccccc23)c([N+](=O)c2ccccc2)c1)C(=O)c1cccc2ccccc12,9 14 67 80 310 334 389 440 466 480 507 650 676 716 753 801 807 875 881 930 949 976 999 1023 1039 1057 1087 1088 1104 1160 1163 1199 1210 1221 1274 1337 1357 1380 1447 1541 1573 1610 1727 1750 1754 1796 1855 1873 1917 1963 1991
32,COc1cc(C=C2C=CC(=O)c3ccc([N+](=O)[O-])cc32)c2ccccc2c1,114 188 281 314 322 352 500 535 547 650 680 694 695 715 747 753 781 786 833 835 836 838 841 859 875 961 963 1057 1087 1088 1154 1195 1199 1218 1223 1224 1230 1257 1274 1327 1357 1380 1531 1536 1573 1631 1750 1797 1809 1814 1817 1855 1873 1940 1963
33,CC(=O)OC1(C(C)(C)C(=O)OCCOC(=O)c2cc(F)cc(F)c2)CCCCC1,2 13 70 80 114 145 147 269 293 309 329 392 430 650 660 695 699 762 767 807 865 875 926 1017 1028 1035 1057 1060 1128 1153 1162 1243 1327 1380 1385 1502 1522 1534 1540 1592 1638 1670 1873 1917 1928 1971
34,C1=CN2CCN(CCCCCCN3c4cccnc43)CCOC1=CC=C2c1[nH]c2nc1S2,38 74 80 130 155 314 320 378 421 426 438 441 448 474 498 547 566 588 653 656 661 675 757 843 893 926 935 942 950 1043 1052 1088 1114 1143 1145 1167 1249 1257 1259 1295 1362 1380 1452 1470 1480 1482 1582 1610 1644 1647 1687 1719 1724 1745 1750 1790 1791 1840 1846 1849 1855 1866 1873 1911 1942 2038 2043 2044
35,O=C(NCCOc1ccccc1C(F)(F)F)Nc1ccc(C(=O)O)cc1,13 33 80 106 114 191 197 262 312 389 419 425 456 470 490 650 667 695 800 807 809 843 895 904 915 1077 1088 1138 1152 1199 1380 1385 1410 1452 1453 1503 1518 1697 1750 1790 1816 1873 1917 1928 1970 1989 1990
36,O=C(Nc1ccccc1)C1CCCCN1C1CCCN(C(=O)c2ccc(C=Cc3ccccc3)cc2)C1=O,5 25 109 191 231 263 314 354 389 400 446 531 584 650 689 694 703 757 807 835 878 890 926 935 1018 1019 1028 1077 1088 1092 1111 1126 1152 1199 1215 1245 1312 1322 1325 1353 1380 1385 1387 1480 1504 1511 1515 1539 1676 1692 1697 1750 1792 1816 1873 1917 1998 2033
37,CC(C)(C)OC1CCCCCCCC(N)C1O,2 56 114 343 392 427 695 798 807 890 926 1019 1028 1053 1057 1171 1250 1257 1325 1435 1487 1545 1832 1859 1893 1896 1932
38,Cc1cc(-c2n[nH]c3c(N=C4C=C(C(F)(F)F)C5=NCCCN5C4=O)ccc(F)c23)ccc1F,18 60 74 84 88 95 114 126 215 216 313 314 319 323 360 378 402 564 650 699 719 725 732 747 786 798 809 828 830 875 879 881 896 926 931 935 958 1022 1028 1041 1056 1057 1114 1160 1225 1239 1273 1279 1380 1390 1391 1418 1453 1457 1480 1502 1530 1594 1601 1722 1750 1840 1873 1928 1981 1984 2004
39,CC(C)(C)N(CCCCN1CCCCC1)Cc1ccc([N+](=O)[O-])nn1,2 80 114 144 337 365 378 392 426 507 595 647 650 653 715 724 753 825 838 881 893 926 935 961 1028 1057 1073 1138 1145 1164 1195 1234 1363 1380 1401 1422 1439 1468 1480 1482 1528 1669 1700 1750 1791 1873 1876 1911 1921 1934 1951 1963 1981 1998
40,O=C(CN1C(=O)CCCn2cc1n1c3ccccc3nc21)N1CCCCC1,2 43 45 80 105 287 289 314 357 369 378 464 548 588 650 748 760 798 807 926 935 942 1009 1028 1088 1097 1107 1138 1182 1199 1285 1312 1313 1330 1380 1391 1480 1508 1546 1555 1614 1631 1731 1738 1750 1767 1855 1873 1882 1888 1917 1998 2009
41,COc1ccc(-c2c(C)n(CCCN3CCCCC3)c(=O)n2C)cc1,2 80 211 289 313 314 322 351 409 484 501 564 650 653 695 718 771 781 802 804 831 841 896 926 935 1028 1057 1145 1160 1188 1214 1380 1422 1480 1482 1536 1608 1619 1620 1722 1750 1766 1791 1873 1911 1998
42,O=C(c1ccccn1)N1CCN(S(=O)(=O)c2cccc(F)c2)CC1CCN1CCCCC1,2 20 53 80 100 230 268 283 319 350 378 448 471 552 575 585 605 632 650 699 739 757 800 807 832 855 875 925 926 935 1019 1028 1039 1088 1145 1155 1199 1279 1380 1422 1452 1476 1480 1482 1487 1504 1521 1552 1670 1729 1749 1750 1791 1792 1866 1873 1917 1928 1998
43,O=C(c1c(Br)ccoc1=O)C(c1cc(Cl)cc(Br)c1)S(=O)(=O)c1ccc(Cl)cc1,1 20 69 166 216 222 231 314 319 350 386 560 561 586 650 656 715 728 787 807 816 833 875 888 909 940 977 1052 1070 1147 1155 1225 1233 1255 1360 1365 1380 1399 1468 1476 1552 1566 1631 1683 1702 1738 1739 1747 1750 1790 1873 1917 1932 1962
44,CN1CCNC1=Nc1cccs1,14 120 150 210 241 250 280 305 383 508 599 675 694 725 900 926 935 1000 1057 1088 1114 1145 1159 1172 1300 1380 1418 1480 1525 1567 1624 1693 1717 1750 1866 1873 1954
45,Cc1nc(NC(N)=O)c2cccnc2n1,140 160 344 378 448 541 557 584 600 650 675 708 807 944 1043 1057 1088 1126 1152 1171 1284 1340 1357 1380 1452 1526 1573 1591 1651 1722 1750 1816 1833 1855 1866 1873 1917 2030
46,OC1=Cc2cccn3c(ccc23)C=CSC=C1,45 84 85 95 111 131 238 272 356 547 600 611 626 675 677 704 807 935 956 1088 1101 1241 1253 1380 1435 1448 1602 1653 1750 1826 1873 1912 1920 1969 2021 2036
47,O=C(c1ccccc1C(F)(F)F)n1c(-c2ccccc2)cn(Cc2cccc(Cl)c2)c1=O,80 88 114 147 165 216 262 295 314 389 419 464 498 561 592 630 650 725 736 744 771 807 809 875 915 935 1009 1039 1066 1069 1088 1160 1199 1282 1330 1380 1446 1447 1453 1455 1479 1503 1504 1640 1683 1692 1750 1754 1765 1873 1917 1928 1991
48,CCCCC(=NC1=Nc2nc1cs2)c1ccc(C)cc1,10 80 235 294 314 378 429 443 552 591 675 725 752 794 807 835 927 977 980 1057 1125 1262 1264 1380 1385 1391 1436 1454 1564 1567 1605 1613 1632 1697 1698 1722 1735 1750 1763 1823 1855 1873 1911 1920
49,O=C1OCCN1C(=O)c1cccc(C2=C3C(=O)N(CCCCCc4ccccc4S2)C(=O)c2cc[nH]c23)c1,2 6 131 155 156 194 215 310 314 352 360 397 441 493 556 583 608 618 650 656 675 711 736 778 806 807 811 838 875 879 926 947 949 950 956 980 1028 1039 1080 1088 1114 1160 1199 1212 1236 1362 1380 1385 1387 1429 1457 1480 1504 1506 1539 1594 1700 1708 1738 1750 1814 1873 1917 1985 1998 2044
50,C=CSc1cccc(C=Cc2c3cccc2c2cc3c2)c1C(=O)n1nnn(CCCC(=O)N(C)C)c1=O,24 80 116 158 299 314 350 377 378 441 586 619 650 694 712 771 807 829 835 875 881 935 961 1025 1039 1044 1057 1088 1145 1163 1186 1238 1265 1268 1318 1344 1357 1359 1366 1380 1415 1471 1473 1504 1564 1573 1615 1645 1653 1676 1691 1750 1783 1784 1816 1826 1855 1873 1911 1917 1936 1951 1957 2016 2023 2045
51,COC(=O)c1ccc(F)cc1S(=O)(=O)c1cccc(N2CCCCC2=O)c1,67 133 145 215 258 292 310 314 319 350 392 420 449 575 650 695 699 798 807 835 841 867 875 906 926 935 936 952 1028 1039 1049 1057 1088 1152 1182 1290 1327 1380 1402 1410 1457 1475 1476 1480 1487 1571 1670 1692 1738 1750 1825 1830 1873 1895 1917 1928 1991 1998
52,CN(CCN1CCN2CCN(CCC(=O)NC3COC4=NC3=N4)CC2C1=O)C(=O)Nc1ccc(C#N)cc1,5 34 41 74 80 102 148 191 193 218 295 305 314 334 369 378 385 387 441 640 650 656 674 739 757 783 790 807 843 862 869 873 926 927 935 1000 1019 1057 1077 1085 1089 1136 1143 1145 1152 1163 1268 1285 1312 1380 1384 1399 1427 1436 1455 1480 1484 1518 1526 1564 1675 1692 1736 1750 1791 1816 1854 1856 1873 1917 1923 1928 1951 1954 1978 1985 2000
53,CCCCCC(OC(=O)c1ccc(C(C)=O)cc1)C(=O)OC1CCCC1,1 40 69 80 89 119 145 147 294 591 606 617 650 695 739 794 806 807 890 926 1017 1019 1028 1057 1065 1071 1082 1126 1147 1215 1283 1325 1380 1385 1410 1444 1467 1697 1750 1820 1845 1873 1911 1917 1941
54,COc1ccc(C(=O)N(CCCCCCc2ccc(OC)c(OC)c2)C(=O)c2ccccc2)cc1,80 94 104 140 249 310 322 389 587 650 695 703 718 781 807 831 841 875 881 937 978 1001 1027 1057 1088 1143 1184 1199 1221 1243 1245 1380 1385 1536 1648 1669 1697 1750 1754 1834 1873 1911 1917 1951 1970 1985 2006 2031
55,CC(C)(C)c1ccc(CCCCC2CCCCC2)cc1,2 29 33 80 114 310 334 392 484 712 832 890 926 978 992 1019 1028 1045 1057 1166 1184 1243 1325 1339 1380 1417 1556 1665 1750 1754 1814 1873 1911 1917
56,CN(c1cc(I)c(-c2n[nH]c(=O)[nH]2)o1)C1C(N)C1O,3 17 24 72 74 233 275 314 378 502 533 536 537 582 591 650 656 661 779 807 875 881 906 947 950 1019 1057 1063 1069 1106 1114 1163 1171 1213 1257 1274 1380 1433 1487 1504 1572 1604 1609 1660 1684 1745 1776 1832 1873 2004 2028
57,CC(NC(=O)OC(Cl)(Cl)OP(=O)(O)OC(CCCN1CCCCC1=O)C(=O)NC1CC1)=C(F)Cl,1 9 80 87 114 155 191 192 231 264 292 310 314 387 420 486 527 548 573 610 650 695 739 747 788 798 803 806 807 900 926 935 951 980 989 992 1017 1019 1028 1056 1057 1089 1116 1119 1123 1145 1152 1182 1252 1292 1325 1380 1451 1467 1480 1548 1634 1655 1683 1720 1738 1758 1785 1806 1811 1838 1911 1917 1928 1998 2044
58,COC(=O)N(N)Cc1cc(C)c2ccccc2c1,80 177 247 311 458 507 537 650 695 738 800 807 836 841 875 881 997 1057 1058 1063 1082 1087 1088 1152 1171 1199 1263 1335 1357 1374 1380 1387 1391 1517 1573 1722 1750 1754 1757 1855 1873 1907 1917 1954
59,COc1cc(O)ccc1OC(=CC#Cc1ccc(C(=O)N2CCCC2)cc1F)[N+](=O)[O-],44 91 94 128 194 249 289 369 381 430 473 497 618 650 655 674 694 695 699 715 745 753 806 807 838 841 875 926 934 935 942 954 1004 1028 1057 1245 1308 1313 1360 1380 1385 1447 1480 1504 1536 1591 1602 1697 1729 1750 1775 1789 1840 1862 1873 1917 1928 1963 1970 1986 1998 2007 2009 2011
60,COc1ccc(C(=O)OC2CCCCCC2)c2ccccc12,2 12 67 94 119 145 177 249 299 598 650 695 807 841 890 926 1019 1028 1057 1071 1088 1126 1147 1199 1221 1325 1357 1380 1410 1536 1573 1601 1750 1873 1917 1970 1991
61,Cc1cccc(S(=O)(=O)c2cc(C(=O)N3CCN(c4ccccc4)C(=O)C3)ccc2O)c1,203 314 319 350 389 392 449 497 540 575 618 638 650 743 798 807 811 835 867 875 926 935 1013 1039 1049 1055 1057 1088 1100 1199 1380 1385 1457 1475 1476 1480 1504 1545 1571 1589 1602 1607 1691 1697 1722 1750 1766 1823 1824 1825 1845 1873 1917 1946 2009
62,CC(=O)N(C(=O)c1ccc(Cl)cc1)c1ccc(F)cc1,22 90 204 216 561 587 650 669 699 807 812 816 881 909 960 1017 1057 1070 1096 1165 1221 1380 1385 1410 1557 1588 1670 1683 1697 1750 1873 1905 1917 1928
63,CCOC1CCCC(C)(OC2=C(C)SC2=CC=C2N3CCCN(C3=O)S2(=O)=O)C1,61 80 92 119 207 215 265 273 294 314 330 462 469 568 593 650 675 679 694 695 742 823 851 855 890 926 934 935 948 978 990 1019 1028 1057 1060 1083 1088 1147 1162 1216 1220 1238 1251 1274 1325 1380 1404 1443 1457 1473 1480 1518 1522 1545 1597 1665 1688 1722 1764 1815 1969 2044
64,CC(C)(C)CC1C(=O)OCN1S(=O)(=O)c1ccc(C(F)(F)F)cc1,80 114 139 314 319 350 354 374 382 383 392 441 580 650 656 715 800 809 926 935 941 997 1019 1057 1118 1260 1298 1305 1380 1414 1417 1453 1476 1659 1665 1700 1729 1750 1791 1812 1833 1873 1928 2032
65,O=C1N2CCN3CCC2C2CC(CN12)Oc1cccc(n1)S3(=O)=O,70 92 207 243 269 271 308 314 378 463 469 579 613 622 644 650 656 684 735 739 750 794 926 930 935 990 1019 1028 1039 1088 1248 1292 1303 1325 1380 1480 1524 1559 1592 1610 1671 1689 1750 1757 1774 1840 1855 1873 1910
66,Cc1nnnc(NC(=S)Nc2ccccc2-c2cc(Cl)ccc2-c2ccc(Cl)cc2)n1,2 15 97 110 114 165 186 216 222 264 270 352 378 454 458 561 680 807 816 843 875 896 929 941 954 984 1057 1070 1088 1126 1152 1160 1164 1199 1224 1375 1380 1428 1436 1582 1585 1602 1683 1696 1722 1750 1816 1855 1873 1916 2010
67,Cc1ccc(-c2scc(C#N)c2C(=O)N2CCN(C)CC2)cc1,14 207 235 361 532 552 586 650 674 675 790 807 833 876 896 926 935 942 1057 1062 1136 1145 1160 1236 1274 1321 1326 1380 1384 1480 1504 1567 1589 1719 1722 1731 1750 1823 1862 1873 1917 1920 2009 2023
68,COc1cc(F)ccc1-c1nc(NCC(=O)O)ncc1-c1ccccc1,80 222 249 323 335 352 378 389 390 544 650 662 680 695 699 736 743 807 841 875 899 976 1057 1088 1152 1160 1197 1199 1224 1257 1306 1380 1410 1416 1440 1452 1487 1535 1536 1538 1545 1582 1670 1737 1750 1795 1855 1873 1917 1928 1970
69,CS(=O)(=O)N1C(=O)CCN(C(=O)c2ccccn2)C1=O,16 92 282 314 350 378 379 393 448 453 464 471 552 562 632 650 652 692 798 807 855 926 935 936 966 1057 1088 1134 1155 1189 1199 1219 1380 1387 1401 1452 1476 1480 1504 1512 1738 1750 1756 1866 1873 1917
70,Brc1ccc2nnn-2c(SCCc2ccccc2)n1,80 116 125 235 265 340 341 344 378 389 527 598 617 635 728 747 765 820 913 935 997 1045 1065 1066 1088 1119 1164 1167 1182 1199 1243 1323 1380 1510 1563 1631 1750 1754 1783 1852 1855 1873 1884
71,CC(C)(C)C(=O)N1C(=O)CCCC1=O,114 145 270 314 392 461 574 650 798 807 892 904 926 935 1028 1057 1182 1380 1426 1450 1579 1594 1738 1917 1937
72,CCN1C(=O)N(Cc2ccccc2OC)C=NC1c1ncc(Cl)cc1F,34 80 92 119 216 249 289 294 314 341 378 522 561 650 695 699 841 846 858 861 875 935 1019 1057 1078 1088 1123 1129 1189 1199 1324 1349 1380 1407 1410 1452 1481 1499 1535 1536 1597 1661 1683 1715 1750 1765 1775 1816 1836 1840 1856 1873 1928 1970 2041
73,CN=C(c1ccccc1)N1N=c2[nH]c1nc2=CC=CC=C(C#N)CN(C)c1cccc(O)c1,34 63 65 80 101 120 126 135 253 288 319 378 381 389 432 448 614 674 694 725 735 745 790 803 807 875 881 890 934 935 937 943 1039 1057 1088 1096 1101 1114 1118 1163 1190 1193 1199 1288 1317 1319 1380 1384 1385 1416 1506 1515 1550 1602 1619 1645 1686 1697 1745 1750 1810 1814 1841 1855 1873 1884 1953 1985 2040
74,COc1ccc(C=CC=CC(N)=NN=C(C)c2ccccc2)cc1,25 31 140 157 267 287 322 389 402 432 625 629 636 694 695 718 725 781 807 831 835 841 864 878 1017 1057 1088 1114 1162 1171 1199 1280 1312 1380 1385 1484 1536 1750 1755 1873 1984 1985 2029 2033
75,CN(CCSc1ccc2nc3sc2c1S3)CC(C)(C)C,28 31 80 114 116 131 141 162 232 243 244 326 339 341 378 392 566 675 702 881 957 961 974 997 1025 1033 1057 1097 1163 1182 1236 1288 1380 1457 1645 1750 1781 1825 1855 1873 1886 1951 2007 2044
76,Cc1nc(NC(=O)Nc2cc([N+](=O)[O-])ccc2OC(C)(C)C)oc1C,56 92 94 114 152 306 378 392 486 548 573 650 656 695 707 715 753 765 769 807 835 838 870 875 999 1057 1058 1152 1195 1224 1274 1288 1380 1514 1604 1683 1722 1750 1800 1809 1814 1816 1855 1859 1873 1917 1940 1963 1970 1989
77,O=C(O)CCOCOCC(=O)O,13 59 80 389 650 671 684 695 747 807 929 1089 1127 1287 1473 1564 1737 1821 1876 1917 1956 1962 1992 2004 2039
78,CC(=O)OC(=O)C(OC(C)(C)C)C(O)C1OCC2OC(C(O)C3CCCCO3)OC2C1O,1 21 114 147 175 221 227 258 266 308 361 392 406 609 620 650 656 695 784 796 802 807 812 882 890 898 926 950 990 1017 1019 1028 1035 1043 1057 1175 1249 1257 1325 1414 1487 1547 1594 1722 1726 1776 1779 1819 1831 1856 1859 1877 1917 1921 1923 1959 2000 2044
79,O=C(NC(CCN1CCCC1)C(=O)Nc1ccc(C(=O)N2CCCCC2)cc1)c1ccc(C(F)(F)F)cc1,1 2 80 114 117 191 340 369 383 462 486 497 573 650 683 692 736 739 807 809 843 871 926 935 942 1028 1077 1102 1145 1152 1260 1380 1382 1385 1417 1422 1435 1453 1480 1482 1504 1511 1618 1664 1665 1697 1708 1750 1791 1816 1873 1917 1928 1998 2009
80,COc1c(O)cccc1C(=O)Nc1cccc(C(F)(F)F)c1,100 114 184 191 223 305 333 486 569 627 650 695 703 807 809 841 847 871 875 886 990 1039 1057 1088 1152 1260 1380 1417 1436 1447 1453 1522 1536 1599 1602 1607 1658 1662 1750 1777 1816 1831 1873 1917 1928 1978 1991 2017
81,O=C(C#CCCCN1CCCCC1)N1CCCCC1,2 80 151 369 413 446 461 542 611 650 653 674 722 807 892 926 935 1028 1072 1141 1145 1209 1271 1422 1480 1482 1521 1558 1645 1693 1791 1799 1801 1911 1917 1998 2009
82,BrCCCCCCCCCCC(Br)=C(Br)C(Br)=C(Br)Br,80 251 256 278 366 421 495 526 578 728 807 1143 1180 1264 1267 1326 1385 1399 1507 1564 1911
83,C=Cc1cc2cc(C(=O)OCCC(=O)O)ccc2c(=O)o1,13 80 145 147 190 227 314 389 469 496 621 650 656 694 695 711 807 875 929 994 1287 1357 1366 1380 1385 1415 1442 1468 1522 1564 1592 1604 1645 1697 1733 1737 1746 1750 1794 1855 1873 1917 1950 2033
84,COC(=O)CCCCOC(=O)OC(OC)=C(Br)C(Br)=C(Br)Br,13 14 49 80 88 92 147 195 245 256 297 366 586 650 695 728 789 807 841 898 899 970 1057 1152 1180 1249 1267 1326 1386 1399 1564 1734 1802 1911 1917 1970
