id,SMILES_input,fingerprints_input_ECFP4,SMILES_output_ECFP4
14,C 1 C C [NH+] ( C C 1 ) C C N 2 C 3 = C ( C = C ( C = C 3 ) [N+] ( = O ) [O-] ) C 4 = C 2 C = C C ( = C 4 ) [N+] ( = O ) [O-],2 8 18 33 45 80 326 650 715 753 802 838 869 875 926 935 1028 1145 1183 1195 1239 1274 1357 1380 1610 1687 1690 1729 1750 1809 1814 1873 1905 1940 1963 2010 2021,C1CC[NH+](CC1)CCN2C3=C(C=C(C=C3)[N+](=O)[O-])C4=C2C=CC(=C4)[N+](=O)[O-]
15,C C 1 = C ( N C 2 = C 1 C ( = O ) C [C@H] ( C 2 ) C 3 = C C = C ( C = C 3 ) O C ) C ( = O ) O C C 4 = C C = C C = C 4,80 85 145 147 211 231 252 314 322 389 628 637 650 676 686 695 718 745 751 781 807 831 834 841 853 926 1019 1057 1066 1088 1114 1158 1199 1279 1282 1380 1397 1419 1536 1652 1722 1745 1747 1750 1754 1803 1873 1876 1914 1917 2000 2042,CC1=C(NC2=C1C(=O)C[C@H](C2)C3=CC=C(C=C3)OC)C(=O)OCC4=CC=CC=C4
16,C C 1 ( C C 2 = C C ( = C ( C ( = C 2 C 1 = O ) Cl ) Cl ) O C C 3 = C C ( = C C = C 3 ) C 4 = C C ( = C ( C = C 4 ) Cl ) C ( = O ) O ) C 5 C C C C 5,80 107 113 166 188 217 271 314 343 350 366 389 399 456 528 561 650 666 695 736 745 785 807 849 875 890 896 926 940 1011 1019 1028 1039 1047 1057 1060 1063 1066 1088 1156 1160 1226 1236 1274 1296 1325 1380 1416 1452 1563 1620 1673 1683 1706 1747 1750 1754 1873 1884 1917 1970 1991,CC1(CC2=CC(=C(C(=C2C1=O)Cl)Cl)OCC3=CC(=CC=C3)C4=CC(=C(C=C4)Cl)C(=O)O)C5CCCC5
17,Cl C ( Cl ) C ( N C ( = O ) N ( C c 1 c c c c c 1 ) C c 1 c c c c c 1 ) c 1 c c ( F ) c ( c c 1 ) C,1 68 80 117 167 193 234 389 469 507 587 650 658 699 787 807 875 881 914 935 978 1034 1057 1066 1088 1147 1152 1199 1340 1365 1380 1391 1479 1548 1683 1691 1722 1750 1754 1840 1853 1873 1917 1928,CC1=C(C=C(C=C1)C(C(Cl)Cl)NC(=O)N(CC2=CC=CC=C2)CC3=CC=CC=C3)F
18,C C C C C C C C C C C C C C C C O C C ( C O C C C C C C C C C C C C C C C C ) O C ( = O ) C Cl,1 13 69 80 118 125 294 411 591 650 667 695 794 807 1057 1109 1143 1154 1218 1249 1325 1386 1444 1619 1683 1911 1917 1992 2001,CCCCCCCCCCCCCCCCCOCC(COCCCCCCCCCCCCCCCC)OC(=O)CCl
19,C C ( C S ( = O ) ( = O ) C 1 = C C = C C = C 1 ) C ( = O ) O,1 80 245 283 319 350 389 420 575 650 738 807 1057 1088 1174 1199 1368 1380 1476 1567 1750 1760 1772 1844 1873 1917,CC(CS(=O)(=O)C1=CC=CC=C1)C(=O)O
20,C 1 = C S C ( = C 1 ) C ( = O ) N C ( = S ) N C 2 = N C 3 = C ( S 2 ) C = C ( C = C 3 ) F,14 79 97 110 162 241 317 378 383 385 419 486 557 650 675 699 716 738 807 875 885 915 961 1038 1088 1097 1119 1152 1180 1380 1410 1436 1487 1542 1567 1669 1670 1685 1750 1816 1833 1855 1865 1873 1917 1928,C1=CSC(=C1)C(=O)NC(=S)NC2=NC3=C(S2)C=C(C=C3)F
21,C C ( C 1 = C C ( = C C ( = C 1 ) C ( F ) ( F ) F ) C ( F ) ( F ) F ) O C C 2 ( C C C ( C N 2 ) O C ( = O ) N 3 C C C C 3 ) C,1 47 80 114 119 125 154 194 199 283 316 369 470 576 650 661 685 695 752 807 809 875 903 926 935 1019 1028 1050 1057 1060 1065 1114 1126 1145 1158 1162 1260 1269 1274 1325 1334 1365 1380 1417 1418 1453 1480 1498 1829 1873 1917 1928 1998 2009 2039,CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OCC2(CCC(CN2)OC(=O)N3CCCC3)C
22,C C C ( C C ( C 1 = C C ( = C ( C = C 1 ) O C ) O C C ) N 2 C ( = O ) C 3 = C ( C 2 = O ) C ( = C C = C 3 ) N C ( = O ) C ) O,1 44 46 80 94 140 227 237 245 249 294 310 314 352 425 525 570 650 680 695 747 807 841 849 875 877 879 929 935 984 1013 1017 1039 1057 1088 1152 1205 1224 1238 1365 1380 1452 1536 1544 1577 1691 1696 1707 1747 1750 1816 1843 1853 1873 1917 1928 1970 2038,CCC(CC(C1=CC(=C(C=C1)OC)OCC)N2C(=O)C3=C(C2=O)C(=CC=C3)NC(=O)C)O
23,C C O C ( = O ) C 1 = C ( N C ( = O ) N C 1 C ) C O C ( = O ) / C = C / C 2 = C C = C S 2,14 31 80 119 145 147 176 204 241 250 294 301 314 383 391 419 516 595 650 675 694 695 745 747 759 765 807 816 823 835 862 935 1019 1057 1060 1073 1088 1114 1238 1309 1321 1380 1567 1588 1630 1722 1750 1873 1917 1974 2046,CCOC(=O)C1=C(NC(=O)N[C@@H]1C)COC(=O)/C=C/C2=CC=CS2
24,C C 1 = C C ( = C C = C 1 ) N 2 C ( = C ( N = N 2 ) C ( = O ) N C 3 = C C = C ( C = C 3 ) C ( = O ) C ) N,160 191 277 378 486 490 617 650 807 819 843 875 935 1013 1017 1039 1049 1055 1057 1071 1077 1088 1106 1152 1164 1171 1357 1380 1385 1457 1468 1563 1697 1722 1739 1750 1783 1816 1820 1823 1825 1833 1852 1873 1917 1978,CC1=CC(=CC=C1)N2C(=C(N=N2)C(=O)NC3=CC=C(C=C3)C(=O)C)N
25,C [C@H] ( C [C@@H] ( [C@H] ( C C ( C ) C ) N C ( = O ) C 1 = C C ( = C C = C 1 ) N ( C ) S ( = O ) ( = O ) C 2 = C C = C S 2 ) O ) C ( = O ) N [C@@H] ( C ( C ) C ) C ( = O ) N C C 3 = C C = C C = C 3,1 14 56 80 115 117 197 227 241 255 283 288 342 350 383 389 486 507 526 573 638 650 675 680 759 807 815 875 881 888 1015 1039 1057 1066 1088 1096 1102 1118 1125 1152 1163 1195 1199 1302 1380 1385 1399 1418 1476 1497 1518 1521 1530 1567 1573 1583 1630 1689 1750 1754 1760 1773 1794 1847 1862 1865 1873 1917 1935 1985,C[C@H](C[C@@H]([C@H](CC(C)C)NC(=O)C1=CC(=CC=C1)N(C)S(=O)(=O)C2=CC=CS2)O)C(=O)N[C@@H](C(C)C)C(=O)NCC3=CC=CC=C3
26,C C 1 = C C = C C = C 1 N 2 C ( = O ) C ( = C ( C 2 = O ) Cl ) N C 3 = C C = C ( C = C 3 ) C ( = O ) N C 4 = C C = C ( C = C 4 ) O C,163 166 191 207 314 322 373 379 486 491 561 599 650 695 718 781 807 831 841 843 864 879 935 1057 1077 1088 1152 1199 1295 1380 1385 1391 1524 1536 1580 1647 1665 1683 1686 1697 1722 1741 1750 1795 1816 1873 1917 1978 1999,CC1=CC=CC=C1N2C(=O)C(=C(C2=O)Cl)NC3=CC=C(C=C3)C(=O)NC4=CC=C(C=C4)OC
27,[C@H] 1 ( C [C@@H] ( [C@H] ( [C@@H] ( O 1 ) / C = C / [C@@H] 1 [C@H] ( [C@H] 1 C ) / C = C / [C@H] ( / C = C ( \ C ) / [C@@H] 1 O [C@@H] ( C ( = C C 1 ) C ) C C ) C ) O C ( = O ) C ) O C ( = O ) C ) C C ( = O ) N 1 C C C C C 1,1 2 46 80 113 171 225 280 283 294 341 369 378 521 564 575 584 598 650 656 694 695 744 745 760 798 807 825 851 875 883 924 926 935 1004 1009 1017 1019 1028 1035 1057 1064 1126 1142 1167 1182 1211 1228 1252 1292 1309 1380 1391 1405 1454 1480 1492 1497 1523 1614 1615 1624 1652 1722 1775 1781 1852 1855 1873 1884 1885 1917 1921 1950 1998 2009,CC[C@@H]1C(=CC[C@@H](O1)/C(=C/[C@H](C)/C=C/[C@H]2[C@@H]([C@@H]2/C=C/[C@H]3[C@H]([C@H](C[C@H](O3)CC(=O)N4CCCCC4)OC(=O)C)C)OC(=O)C)/C)C
28,C C 1 C C 2 = C C = C C = C 2 N ( C 1 ) C ( = O ) C,231 567 626 630 650 739 807 926 935 1017 1019 1039 1057 1088 1110 1148 1199 1236 1251 1295 1300 1309 1380 1387 1647 1708 1750 1873 1917 1968,CC1CC2=CC=CC=C2N(C1)C(=O)C
29,C C 1 = C ( C = C ( C = C 1 ) Cl ) S ( = O ) ( = O ) N C C 2 C C N ( C C 2 ) C C O C,13 29 80 165 216 232 241 350 392 486 502 533 561 650 695 800 816 841 875 926 935 1005 1019 1057 1145 1152 1158 1187 1261 1325 1380 1391 1397 1476 1480 1482 1490 1506 1604 1626 1683 1691 1719 1722 1750 1791 1873,CC1=C(C=C(C=C1)Cl)S(=O)(=O)NCC2CCN(CC2)CCOC
30,C 1 C C C ( C C 1 ) N C ( = O ) N C ( = O ) C O C ( = O ) [C@H] 2 C C 3 = C ( C = C C ( = C 3 ) Cl ) O C 2,2 41 66 80 104 147 165 216 231 264 387 428 441 534 561 615 650 656 695 718 784 788 807 816 831 875 890 926 974 1018 1019 1028 1035 1058 1119 1152 1236 1262 1325 1380 1499 1634 1655 1683 1750 1873 1905 1917 1923 1963 1989 2004 2009,C1CCC(CC1)NC(=O)NC(=O)COC(=O)[C@@H]2CC3=C(C=CC(=C3)Cl)OC2
31,C C ( C 1 = C C = C C = C 1 ) N ( C C ( = O ) N 2 C C C N ( C C 2 ) C 3 = N N = C ( C = C 3 ) C 4 = C C = C C = C 4 ) C ( = O ) C 5 = C C = C ( C = C 5 ) O C,1 80 283 322 365 369 378 389 407 527 563 587 625 635 650 680 695 718 736 739 760 781 807 831 841 881 926 935 979 980 1009 1018 1025 1028 1057 1083 1088 1160 1164 1175 1190 1199 1221 1365 1380 1385 1480 1502 1508 1536 1581 1589 1697 1734 1750 1819 1861 1873 1917 1955 1971 1986 2009,CC(C1=CC=CC=C1)N(CC(=O)N2CCCN(CC2)C3=NN=C(C=C3)C4=CC=CC=C4)C(=O)C5=CC=C(C=C5)OC
32,C C ( C ) N ( C C ( = O ) N 1 C C C C C 1 C 2 = N C ( = N O 2 ) C 3 = C C ( = C C = C 3 ) Cl ) C ( = O ) C 4 = C C = C ( C = C 4 ) C ( C ) ( C ) C,1 33 80 114 149 165 193 216 231 242 248 283 365 373 378 392 408 546 561 587 592 650 656 659 736 807 819 846 875 881 890 926 935 1009 1019 1028 1039 1057 1088 1160 1190 1221 1245 1312 1325 1339 1380 1385 1417 1443 1476 1480 1502 1542 1556 1603 1665 1669 1683 1697 1750 1855 1861 1873 1910 1917 1998 2013,CC(C)N(CC(=O)N1CCCCC1C2=NC(=NO2)C3=CC(=CC=C3)Cl)C(=O)C4=CC=C(C=C4)C(C)(C)C
33,C 1 = C ( S C ( = C 1 ) C 2 = C S C ( = N 2 ) N S ( = O ) ( = O ) C ( F ) ( F ) F ) C N,62 72 80 114 117 162 171 350 378 385 504 549 552 650 656 675 702 795 980 981 1142 1152 1171 1264 1270 1296 1339 1380 1453 1476 1567 1748 1750 1822 1831 1855 1873 1928 1994,C1=C(SC(=C1)C2=CSC(=N2)NS(=O)(=O)C(F)(F)F)CN
34,c 1 ( c c c 2 c ( c 1 ) C ( = O ) C ( = O ) N 2 C c 1 c c c ( c ( c 1 ) Cl ) Cl ) N C ( = O ) C C C,41 80 184 191 294 310 314 321 352 366 475 561 588 650 666 744 794 807 843 875 879 899 901 935 950 1057 1152 1166 1295 1327 1357 1380 1382 1402 1473 1476 1554 1564 1683 1750 1754 1765 1797 1816 1873 1915 1917 1991,c1(ccc2c(c1)C(=O)C(=O)N2Cc1ccc(c(c1)Cl)Cl)NC(=O)CCC
35,C C O C ( = O ) C 1 = C ( S C 2 = C 1 C C C C 2 ) N C ( = O ) C 3 = C C ( = C ( C = C 3 ) Cl ) [N+] ( = O ) [O-],1 42 50 54 80 145 147 162 216 220 294 308 310 311 354 361 366 486 526 561 586 650 666 675 695 715 716 753 759 807 808 838 875 926 1028 1057 1152 1195 1238 1380 1385 1391 1616 1622 1683 1697 1722 1738 1750 1795 1816 1817 1833 1873 1917 1963,CCOC(=O)C1=C(SC2=C1CCCC2)NC(=O)C3=CC(=C(C=C3)Cl)[N+](=O)[O-]
36,C [Si] ( C ) ( C ) C 1 = C O C = C 1 C 2 = C C = C C = C 2,222 261 334 347 352 378 384 389 530 656 736 1057 1088 1160 1199 1380 1562 1750 1800 1873 1887 1959 1976,C[Si](C)(C)C1=COC=C1C2=CC=CC=C2
37,C C C C O C 1 = C C = C ( C = C 1 ) C 2 = N N 3 C ( = O ) / C ( = C / C 4 = C N ( N = C 4 C 5 = C ( C = C ( C = C 5 ) O C C C ) C ) C 6 = C C = C C = C 6 ) / S C 3 = N 2,13 64 76 80 102 138 162 168 204 281 294 303 314 322 323 352 378 389 403 412 464 504 591 650 675 680 694 695 718 751 794 844 870 875 896 935 952 961 1034 1049 1057 1088 1160 1199 1203 1294 1322 1380 1385 1391 1437 1452 1455 1458 1478 1486 1501 1527 1722 1750 1825 1855 1873 1911 1917 1956 2014 2022,CCCCOC1=CC=C(C=C1)C2=NN3C(=O)/C(=C/C4=CN(N=C4C5=C(C=C(C=C5)OCCC)C)C6=CC=CC=C6)/SC3=N2
38,C C C N C 1 C C C 2 C 1 ( C C C 3 C 2 C C C 4 C 3 ( C C = C C 4 ( C ) C ) C ) C,34 61 80 105 294 310 422 423 457 459 478 519 522 529 562 602 622 661 667 787 794 814 926 939 1019 1022 1057 1060 1095 1128 1152 1162 1274 1325 1424 1477 1505 1569 1570 1859 1873 1951,CCCN[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC=CC4(C)C)C)C
39,C 1 C C ( N C 1 ) / C = C / C 2 = C C = N O 2,38 248 291 305 378 403 656 694 742 834 835 926 1019 1028 1114 1228 1285 1325 1380 1467 1507 1628 1676 1750 1794 1808 1866 1873 1912 1916 1928 1977,C1CC(NC1)/C=C/C2=CC=NO2
40,C C 1 = C ( C ( = O ) N ( N 1 C ) C 2 = C C = C C = C 2 ) N C ( = O ) C ( C ) O C ( = O ) C C 3 = C ( C = C C = C 3 Cl ) F,1 69 75 80 246 283 314 325 327 366 381 385 389 430 504 561 570 573 650 695 699 712 807 813 861 882 935 974 1032 1039 1049 1057 1088 1117 1144 1145 1152 1199 1235 1269 1380 1386 1683 1722 1736 1750 1766 1816 1825 1840 1873 1917 1928 1977 2003 2034,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)C(C)OC(=O)CC3=C(C=CC=C3Cl)F
41,C 1 C ( = O ) C ( = O ) C ( C ( O 1 ) C O ) O,13 80 164 222 276 314 609 610 650 656 751 797 802 807 926 1019 1135 1257 1378 1380 1414 1434 1516 1764,C1C(=O)C(=O)[C@@H]([C@H](O1)CO)O
42,C C 1 = N C ( = N N 1 C ) N C ( = O ) N 2 C C C N ( C C 2 ) C 3 = C C = C ( C = C 3 ) F,90 218 233 369 378 407 455 650 680 687 699 807 916 917 926 935 1020 1028 1042 1057 1083 1105 1135 1145 1152 1204 1380 1381 1405 1410 1468 1480 1508 1582 1589 1670 1722 1750 1816 1825 1855 1873 1917 1928 1956 2009,CC1=NC(=NN1C)NC(=O)N2CCCN(CC2)C3=CC=C(C=C3)F
43,C O C 1 = C ( C = C ( C ( = C 1 ) C ( = O ) N C C 2 = C C = C ( C = C 2 ) N C ( = O ) C 3 = C C = C O 3 ) [N+] ( = O ) [O-] ) O C,80 191 197 241 249 255 310 354 474 486 621 638 650 656 695 715 716 753 787 795 807 813 838 841 843 875 1020 1041 1057 1066 1077 1088 1152 1183 1195 1233 1245 1317 1380 1536 1573 1750 1754 1816 1873 1917 1926 1934 1963 1970 1978 1991,COC1=C(C=C(C(=C1)C(=O)NCC2=CC=C(C=C2)NC(=O)C3=CC=CO3)[N+](=O)[O-])OC
44,C 1 = C C = C ( C = C 1 ) C ( = O ) N / C ( = C \ C 2 = C N C 3 = C C = C C = C 3 2 ) / C ( = O ) N C 4 = C C ( = C C = C 4 ) S C C ( = O ) N C 5 = C C = C C = C 5 C ( F ) ( F ) F,27 41 80 94 114 116 119 184 191 197 262 328 341 389 419 486 650 694 703 721 806 807 809 811 860 875 915 930 960 961 976 1035 1039 1088 1103 1114 1118 1119 1152 1199 1210 1224 1347 1357 1380 1385 1453 1455 1506 1573 1583 1597 1665 1696 1746 1750 1783 1808 1816 1873 1879 1917 1928 1937 1948 1959 1985 2022,C1=CC=C(C=C1)C(=O)N/C(=C\C2=CNC3=CC=CC=C32)/C(=O)NC4=CC(=CC=C4)SCC(=O)NC5=CC=CC=C5C(F)(F)F
45,C 1 C N C C C 1 N 2 C ( = O ) C C 3 = C 2 C = C C ( = C 3 ) Cl,165 216 305 314 468 561 650 777 798 816 875 926 935 1019 1058 1114 1179 1209 1236 1269 1295 1308 1325 1347 1358 1380 1516 1564 1683 1750 1859 1873 1910 1915 1922,C1CNCCC1N2C(=O)CC3=C2C=CC(=C3)Cl
46,C N ( C C O C 1 = C C ( = C C = C 1 ) Cl ) S ( = O ) ( = O ) C 2 = C ( S C = C 2 ) C ( = O ) O C,13 14 80 145 165 213 216 322 350 392 554 561 562 592 650 675 695 781 807 815 841 875 881 906 930 939 1034 1039 1057 1065 1088 1136 1152 1163 1261 1380 1452 1476 1501 1550 1567 1683 1738 1750 1766 1839 1873 1917 1951,CN(CCOC1=CC(=CC=C1)Cl)S(=O)(=O)C2=C(SC=C2)C(=O)OC
47,C O C 1 = C C 2 = C ( C ( = C N = C 2 C = C 1 ) Cl ) [C@@H] ( C C C 3 ( C C N ( C C 3 ) C C S C 4 = C C = C C = N 4 ) C C ( = O ) O ) O,1 59 60 80 116 137 168 227 322 341 345 366 378 389 428 448 561 620 629 650 695 718 721 739 781 795 807 841 875 901 926 935 961 1048 1057 1060 1088 1097 1145 1155 1162 1182 1199 1243 1263 1280 1340 1357 1362 1364 1380 1429 1452 1480 1482 1509 1535 1536 1546 1549 1562 1626 1660 1683 1737 1750 1791 1862 1866 1873 1917 1949 1972,COC1=CC2=C(C(=CN=C2C=C1)Cl)C(CCC3(CCN(CC3)CCSC4=CC=CC=N4)CC(=O)O)O
48,C C ( C ) ( C ) C ( = O ) N 1 C ( = N C ( = N 1 ) C 2 = C C = C O 2 ) N C C 3 = C C ( = C ( C = C 3 ) O C ) O C,80 94 114 121 140 145 157 249 255 270 310 378 392 424 474 538 650 656 695 787 807 811 841 875 935 1027 1057 1088 1152 1229 1233 1245 1265 1333 1380 1385 1416 1483 1536 1750 1754 1777 1779 1805 1855 1873 1915 1917 1926 1937 1956 1970 2004 2023,CC(C)(C)C(=O)N1C(=NC(=N1)C2=CC=CO2)NCC3=CC(=C(C=C3)OC)OC
49,C 1 = C N ( N = C 1 ) C N 2 C = C C ( = N 2 ) C ( = O ) N C 3 = C ( S C 4 = C 3 C ( = C C ( = N 4 ) C ( F ) ( F ) F ) C 5 = C C = C ( C = C 5 ) F ) C ( = O ) N,43 51 52 75 77 80 90 114 139 140 160 162 186 222 294 309 319 352 378 381 382 384 393 486 511 526 580 650 657 675 699 747 781 807 809 855 875 896 935 1088 1101 1152 1160 1171 1302 1332 1380 1410 1430 1434 1453 1561 1670 1683 1700 1750 1816 1842 1855 1866 1873 1885 1893 1917 1928 1956 1975 1984,C1=CN(N=C1)CN2C=CC(=N2)C(=O)NC3=C(SC4=C3C(=CC(=N4)C(F)(F)F)C5=CC=C(C=C5)F)C(=O)N
50,c 1 c ( c c c ( c 1 ) O [C@H] ( C ( = O ) O ) C C c 1 c c c c c 1 ) Cl,1 80 216 322 339 389 440 457 561 650 664 695 718 739 806 807 816 968 1045 1064 1066 1070 1088 1199 1243 1380 1597 1683 1750 1754 1844 1873 1917,C1=CC=C(C=C1)CCC(C(=O)O)OC2=CC=C(C=C2)Cl
51,C [C@H] ( C ( = O ) N C 1 = C C = C ( C = C 1 ) F ) O C ( = O ) C 2 = C C 3 = C ( C = C 2 ) C ( = O ) N ( C 3 = O ) C C = C,1 69 80 90 110 145 191 283 314 330 352 469 573 588 642 650 680 694 695 699 807 843 875 879 935 940 1057 1077 1117 1144 1152 1269 1286 1347 1366 1380 1385 1410 1503 1645 1664 1670 1697 1750 1814 1816 1820 1845 1873 1917 1920 1928,CC(C(=O)NC1=CC=C(C=C1)F)OC(=O)C2=CC3=C(C=C2)C(=O)N(C3=O)CC=C
