id,SMILES_input,fingerprints_input_ECFP4,SMILES_output_ECFP4
31,CCN1CCCCN(C(=O)C2=CC(Br)=C2)CCCC(C(=O)N(C)C)NC1=O,21 34 80 84 277 283 294 301 314 362 369 446 616 648 650 728 802 807 868 881 926 935 942 983 1014 1019 1028 1057 1089 1114 1123 1163 1307 1325 1348 1380 1480 1504 1516 1611 1631 1640 1653 1873 1917 1998 2009 2041,CCN1CCCC(NC(=O)/C=C(\C=C(/C(=O)N2CCCC2)\C=C1Br)/Br)C(=O)N(C)C
32,COc1ccc(S(=O)(=O)N(C)C)c(NC(=O)N2CCCC2)n1,112 218 350 369 378 392 615 640 650 695 708 763 807 815 841 881 892 926 935 997 1008 1028 1057 1150 1152 1163 1380 1381 1468 1476 1480 1518 1536 1570 1634 1750 1762 1816 1855 1873 1917 1998 2009,CN(C)S(=O)(=O)C1=C(N=C(C=C1)OC)NC(=O)N2CCCC2
33,CN(CCN(CCSCCCCCCC(=O)N1CCCCC1)C(=O)C1CNC(=S)N1)P(=O)=O,2 26 45 80 97 110 116 185 210 259 301 323 339 362 369 470 526 605 635 650 760 807 881 926 935 953 978 996 1009 1019 1028 1057 1114 1143 1163 1182 1198 1267 1300 1348 1380 1480 1564 1645 1659 1668 1690 1700 1717 1849 1866 1911 1917 1951 1963 1990 1998 2009 2039,CN(C)C(=S)N(CCN(CCSCCCCCC(=O)N1CCCCC1)C(=O)C2CNC(=S)N2)CCN(C)C(=O)C3CNC(=S)N3
34,COc1ccc(-c2ccc(Cl)cc2)c(C(=O)N2CCCC2)c1,216 222 322 329 352 362 369 561 650 680 695 718 781 807 816 841 875 896 926 935 942 980 1028 1057 1070 1160 1380 1480 1504 1536 1683 1750 1873 1916 1917 1972 1991 1998 2009,COC1=CC(=C(C=C1)C2=CC=C(C=C2)Cl)C(=O)N3CCCC3
35,CCn1c(-c2ccccc2C=Cc2ccc(OC)cn2)cccc1=O,34 80 146 185 294 314 322 352 378 411 441 480 650 694 695 717 718 781 802 835 841 850 935 961 984 1039 1057 1088 1104 1141 1172 1199 1268 1309 1380 1444 1452 1535 1536 1692 1750 1805 1873 1931 2001 2046,CCN1C(=O)C=CC=C1C2=CC=CC=C2/C=C/C3=NC=C(C=C3)OC
36,CC#Cc1ccccc1OC(=O)c1ccc(F)cc1,90 145 212 310 351 430 606 650 674 695 699 770 807 888 899 1057 1062 1088 1199 1380 1385 1410 1457 1524 1670 1697 1729 1750 1862 1873 1917 1928 1970,CC#CC1=CC=CC=C1OC(=O)C2=CC=C(C=C2)F
37,COc1ccc(-c2ccccc2C(=O)c2ccc(C)cc2C(=O)N2CCCC2=O)cn1,9 67 235 311 314 347 352 378 422 459 552 650 695 798 807 841 875 878 896 926 935 949 955 980 984 997 1013 1028 1057 1088 1138 1160 1182 1199 1215 1380 1387 1396 1447 1452 1480 1487 1504 1518 1535 1536 1570 1722 1738 1750 1823 1873 1917 1991 2007,CC1=CC(=C(C=C1)C(=O)N2CCCC2=O)C(=O)C3=CC=CC=C3C4=CN=C(C=C4)OC
38,C[SiH](O[Si](C)(C)O[Si](C)(O)[SiH3])C(C)(C)C,21 55 72 106 114 378 384 392 545 550 577 597 620 656 695 788 807 1057 1114 1242 1416 1492 1724 1764,CC(C)(C)[Si](C)(O)O[Si](C)(C(C)(C)[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O)O[Si](C)(C)O[Si](C)(C)O
39,O=C1c2nc(nc3ccc4ccccc4c23)N1CCCN1CCCCC1,2 60 80 203 314 323 335 378 588 650 653 772 804 873 879 926 935 961 1028 1046 1077 1087 1088 1097 1104 1145 1199 1256 1356 1357 1380 1422 1470 1480 1482 1507 1560 1573 1750 1791 1855 1873 1911 1984 1998,C1CCN(CC1)CCCN2C(=O)C3=NC4=C(C5=CC=CC=C5C=C4)C6=C(C=CC7=CC=CC=C76)N=C3C2=O
40,Cc1cn(CCc2ccc([N+](=O)[O-])nn2)c2nn(-c3cc(Cl)ccc3Cl)cc12,24 80 160 165 216 299 337 366 378 409 464 561 650 666 700 715 724 753 816 825 834 838 875 935 961 1016 1057 1073 1145 1164 1195 1243 1295 1357 1380 1391 1439 1455 1468 1576 1596 1674 1683 1696 1722 1750 1751 1768 1846 1873 1921 1951 1956 1963,CC1=CN(C2=C1C=C(N=N2)[N+](=O)[O-])CCC3=NN(C=C3)C4=C(C=CC(=C4)Cl)Cl
41,Cc1cc(Oc2ccccc2Oc2ccccc2C#N)ccc1NC(C)C(=O)NO,1 240 283 322 361 573 650 674 690 695 718 751 753 790 807 875 878 887 923 989 1057 1062 1071 1088 1136 1152 1199 1224 1370 1380 1384 1391 1410 1442 1463 1600 1617 1631 1680 1722 1750 1789 1856 1862 1873 1917 1970 2011,CC1=C(C=CC(=C1)OC2=CC=CC=C2OC3=CC=CC=C3C#N)NC(C)C(=O)NO
42,CCOC(=O)C(OC(=O)c1ccccc1)C1OCC(OC2=NC3=CC=C2C3=O)C1O,1 69 80 106 142 145 147 252 258 294 314 378 389 524 606 614 639 650 656 695 798 802 807 827 879 926 927 1019 1057 1067 1088 1167 1199 1202 1238 1249 1257 1342 1380 1385 1476 1481 1487 1492 1533 1722 1750 1767 1818 1845 1873 1917 1923 1985 2008 2025 2035 2044,CCOC(=O)[C@H]([C@@H]([C@H](C1=N[C@H](C(=N1)C2CO2)O)OC(=O)C3=CC=CC=C3)OC(=O)C4=CC=CC=C4)OC(=O)C5=CC=CC=C5
43,CCC(C)Nc1cnc(OCCNC(=O)c2cc([N+](=O)[O-])ccc2OC)n1CCCOC(C)=O,1 8 13 80 94 147 166 197 223 235 249 283 294 312 378 436 456 486 490 650 667 690 695 715 753 755 802 807 838 841 846 875 935 964 984 1017 1035 1057 1145 1152 1177 1195 1221 1274 1317 1380 1452 1503 1531 1535 1536 1544 1620 1712 1734 1750 1762 1790 1809 1814 1873 1911 1917 1940 1963 1970 1981 1991 2018,CCC(C)NC1=CN=C(N1CCCOC(=O)C)C(=O)NCCOC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])OC
44,O=C1CC2OC3OC(C(=O)OC4CCCC4)C(O)C(O)C3OC(O1)C2O,119 221 231 314 414 534 542 591 650 656 695 750 807 810 890 907 924 926 960 970 1011 1014 1019 1028 1126 1147 1257 1325 1380 1410 1448 1471 1487 1625 1699 1819 1853 1917 1921 1925 1986 2011,C1CCC(C1)OC(=O)[C@@H]2[C@@H]([C@@H]3[C@H](O2)CC(=O)O3)O[C@H]4[C@H]([C@H]5[C@@H]([C@@H]([C@H]4O)O)OC(=O)O5)O
45,CNC(=O)NC(N)=S,97 110 140 345 650 807 941 1057 1119 1152 1171 1196 1354 1430 1761 1880 1917 1989,CNC(=O)NC(=S)NC(=O)NC(=S)N
46,CC1CCC(c2cc(Cl)ccc2F)N(S(=O)(=O)c2ccc(F)cc2)C1,11 90 123 165 216 319 350 354 374 561 650 699 715 739 800 816 869 875 926 935 939 1019 1027 1036 1057 1148 1305 1309 1312 1324 1325 1380 1410 1476 1670 1683 1750 1818 1840 1873 1893 1898 1928,CC1CCC(N(C1)S(=O)(=O)C2=CC=C(C=C2)F)C3=C(C=CC(=C3)Cl)F
47,FC(F)(c1ccccc1)c1nnc(N2CCCCC2)s1,2 114 162 261 378 389 407 638 675 680 819 847 926 935 979 1028 1088 1164 1199 1316 1380 1413 1417 1453 1480 1601 1686 1750 1757 1873 1928 1964 1998 2017,C1CCN(CC1)C2=NN=C(S2)C(C3=CC=CC=C3)(F)F
48,O=C1CCCCC2(CCCCC2)O1,2 39 310 314 611 650 656 881 926 970 985 1028 1060 1162 1282 1380 1551 1638 1643 1738,C1CCC2(CC1)CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OC3(CCCCCCCCCCCCCCCC(=O)O2)CCCC3
49,OCCN(C(=Cc1cccc(Cl)c1)c1ccc(Cl)cc1)c1ccccc1,28 80 165 216 222 249 288 312 314 389 473 561 592 694 741 783 807 816 875 881 1039 1070 1088 1096 1122 1199 1221 1353 1380 1385 1523 1683 1697 1746 1750 1873 1913 1951 2033,C1=CC=C(C=C1)N(CCO)/C(=C\C2=CC(=CC=C2)Cl)/C3=CC=C(C=C3)Cl
50,Clc1ccc2c3ccc(oc4ccccc4cc1)NC(=NN2)S3,74 101 198 203 216 246 334 378 561 643 656 675 696 744 816 903 949 1060 1070 1087 1088 1114 1128 1140 1181 1195 1199 1380 1604 1640 1683 1750 1798 1808 1855 1864 1873 1912 1982 2008 2044,C1=CC=C2C(=C1)C=CC3=C2OC(=NN3)C4=NNC5=C(S4)C=C(C=C5)Cl
51,O=C(NCCCCc1ccc(Cl)cc1)c1ccccc1,8 80 197 216 265 310 389 486 561 592 650 667 807 816 978 1045 1070 1088 1152 1184 1199 1243 1380 1385 1665 1683 1750 1754 1873 1876 1911 1917 1985,C1=CC=C(C=C1)C(=O)NCCCCC2=CC=C(C=C2)Cl
52,CCCCC(=O)N(CCC(=O)c1ccccc1)CCN1C(=O)c2ccccc2C1=O,80 294 314 352 389 397 486 588 591 619 624 642 650 794 807 879 881 935 978 984 1057 1076 1088 1145 1199 1228 1238 1380 1385 1436 1442 1451 1528 1564 1618 1693 1750 1873 1911 1917 1920 1951 1985,CCCCC(=O)N(CCC(=O)C1=CC=CC=C1)CCN2C(=O)C3=CC=CC=C3C2=O
53,COc1cccc(C(=O)N2CCC(C)(c3ccc(F)c(Oc4ccccc4Cl)c3)CC2)c1,182 216 322 366 484 497 556 561 562 618 650 695 699 751 781 807 841 875 925 926 935 942 956 974 1039 1057 1060 1088 1162 1199 1274 1331 1348 1361 1380 1384 1385 1410 1480 1504 1536 1567 1600 1617 1642 1683 1750 1840 1873 1917 1919 1928 1970 1972 1985 2009,CC1(CCN(CC1)C(=O)C2=CC(=CC=C2)OC)C3=CC(=C(C=C3)F)OC4=CC=CC=C4Cl
54,O=c1oc(-c2nc([N+](=O)[O-])ccc2F)ccc1Cc1cc(F)c(F)c(Cl)c1,80 121 216 243 314 323 337 366 378 406 458 514 561 617 634 650 656 677 699 715 717 753 825 827 838 875 950 961 1026 1195 1284 1319 1349 1380 1430 1445 1468 1604 1683 1741 1750 1754 1840 1855 1873 1884 1928 1937 1963 1999,C1=CC(=C(N=C1[N+](=O)[O-])C2=CC=C(O2)[N+](=O)[O-])CC3=CC(=C(C(=C3)Cl)F)F
55,CN(C(=O)Nc1ccccc1)c1nc2cccnc2n1CCc1ccccc1F,54 80 191 193 289 378 389 448 469 585 650 699 703 718 802 807 881 935 953 1032 1043 1057 1068 1077 1086 1088 1097 1145 1152 1163 1199 1224 1243 1285 1323 1335 1349 1380 1427 1452 1546 1597 1696 1750 1816 1819 1840 1851 1855 1866 1873 1917 1928,CN(C1=NC2=C(N1CCC3=CC=CC=C3F)N=CC=C2)C(=O)NC4=CC=CC=C4
56,CN(C)C(=O)C(F)(F)c1ccc(-c2nc3c([nH]2)CCCN3CCN2CCNC2=S)cc1,80 97 114 130 210 270 305 374 378 398 420 447 650 676 768 807 881 896 926 935 976 1028 1056 1057 1089 1114 1123 1138 1145 1160 1163 1380 1417 1453 1454 1480 1522 1548 1565 1605 1609 1653 1665 1684 1698 1717 1738 1745 1750 1755 1855 1864 1866 1873 1917 1925 1928 2046,CN(C)C(=O)C(C1=CC=C(C=C1)C2=NC3=C(N2)CCCN3CCN4CCNC4=S)(F)F
57,COC(=O)CN(c1nccs1)S(=O)(=O)c1cc(Cl)ccc1C,4 14 80 165 186 195 216 350 378 392 477 554 561 650 675 695 807 815 816 841 875 881 930 936 964 1057 1152 1187 1190 1244 1321 1327 1380 1386 1391 1452 1476 1490 1567 1683 1684 1691 1722 1750 1866 1873 1917 1929,CC1=C(C=C(C=C1)Cl)S(=O)(=O)N(CC(=O)OC)C2=NC=CS2
58,CCCN1C(=O)CCN(C(=O)C(F)(c2ccccc2)C(F)(F)F)C1=O,59 70 80 92 114 134 145 163 281 294 314 389 562 588 650 714 794 798 807 820 926 935 1025 1057 1088 1145 1199 1286 1320 1330 1380 1387 1401 1417 1453 1480 1725 1738 1750 1873 1917 1928 2017,CCCN1C(=O)CCN(C1=O)C(=O)C(C2=CC=CC=C2)(C(F)(F)F)F
59,COC(=O)CCC1(CC(=O)c2nc3ccc(C)cc3s2)CCCCC1,2 14 27 59 80 116 162 195 235 378 557 620 650 675 695 795 807 826 841 875 885 901 926 956 961 974 1013 1028 1057 1060 1097 1152 1162 1362 1380 1386 1476 1564 1638 1669 1693 1705 1722 1750 1806 1823 1855 1873 1917,CC1=CC2=C(C=C1)N=C(S2)C(=O)CC3(CCCCC3)CCC(=O)OC
60,O=C(C=CC1=CN(C(=O)N2CCCCC2)CCC1)N1CCCCC1,2 31 153 255 369 399 423 650 676 694 754 807 835 861 907 926 935 1028 1138 1380 1480 1661 1738 1811 1873 1891 1897 1912 1917 1924 1940 1998 2009 2038,C1CCN(CC1)C(=O)/C=C/C2=CN(CCC2)C(=O)N3CCCCC3
61,COc1ccc(NC(=O)c2cc(C(=O)Nc3ccc(COc4ccccc4Cl)cc3)cc3ccc(C)cc23)c(F)c1,80 102 107 182 191 203 235 259 310 322 366 486 561 650 695 699 718 745 781 807 836 841 843 847 862 875 947 974 991 1013 1057 1077 1088 1152 1199 1224 1226 1332 1357 1362 1380 1385 1403 1410 1452 1536 1563 1683 1722 1750 1754 1795 1816 1823 1840 1855 1856 1873 1915 1917 1928 1950 1970 1972 1978 1991 2042,CC1=CC2=C(C=C(C=C2C=C1)C(=O)NC3=CC=C(C=C3)COC4=CC=CC=C4Cl)C(=O)NC5=C(C=C(C=C5)OC)F
62,CC(=O)N(CCn1c(=O)c2ccc1c1ccccc21)C(C)(C)C,45 80 114 137 160 314 392 426 457 504 601 609 650 802 807 881 935 1017 1057 1088 1145 1190 1199 1239 1247 1357 1367 1380 1573 1588 1656 1696 1733 1750 1873 1917 1951 2021 2043,CC(=O)N(CCN1C2=C(C=CC3=C2C=CC4=CC=CC=C43)C5=CC=CC=C5C1=O)C(C)(C)C
63,N#CC1=C2CCCC1CCS2,157 239 473 526 599 674 675 687 789 790 926 1019 1028 1136 1318 1325 1380 1384 1445 1520 1589 1738 1789 1846 1943 2000,C1CC2CCSC(=C2C#N)CCCC3C1
