id,SMILES_input,fingerprints_input_ECFP4,SMILES_output_ECFP4
11,C C C C 1 = C ( C ( = C ( C ( = C 1 C C C ) O ) O ) [N+] ( = O ) [O-] ) C C C,7 39 43 44 78 80 81 97 106 107 122 138 176 199 202 221 230 233 245 276 294 303 325 329 332 340 359 380 388 445 575 597 599 612 639 650 660 676 681 715 719 725 753 794 807 838 868 873 874 879 915 928 949 984 989 1030 1045 1057 1061 1067 1150 1158 1182 1195 1237 1240 1243 1294 1300 1309 1313 1373 1380 1389 1392 1432 1470 1489 1493 1500 1510 1523 1537 1539 1548 1559 1602 1626 1630 1637 1652 1654 1725 1726 1781 1786 1810 1816 1843 1846 1888 1889 1900 1952 1963 1981 1984 2016 2034 2037 2040,CCCC1=C(C(=C(C(=C1O)O)N=C2C(=C(C(=C(C2=NC3=C(C(=C(C(=C3O)O)O)O)O)O)O)O)O)N=C4C(=C(C(=C([N-]4)[O-])O)O)O)[N-][O-]
12,C C 1 = C C ( = C ( C ( = C 1 ) Cl ) O C C O C 2 = C C = C ( C = C 2 ) C C ( C N ) C ( = O ) N 3 C C C C 4 = C 3 C = C C ( = C 4 ) F ) Cl,1 13 18 34 61 78 79 80 102 108 138 164 202 258 265 283 293 309 310 312 322 331 333 366 368 372 377 381 451 455 468 486 499 500 523 530 537 556 561 595 604 626 650 674 676 693 695 699 705 716 718 807 857 875 909 926 935 965 981 992 999 1010 1023 1028 1034 1036 1039 1047 1057 1060 1068 1138 1148 1171 1213 1215 1236 1287 1295 1299 1300 1332 1352 1357 1380 1384 1386 1387 1410 1438 1447 1452 1480 1487 1506 1508 1528 1530 1535 1543 1548 1581 1595 1609 1670 1683 1694 1722 1738 1750 1754 1764 1774 1817 1820 1823 1873 1877 1881 1888 1902 1909 1915 1917 1919 1925 1928 1953 1975 1995 2014 2026 2045,CC(C)[Si]1(C2=C(C(=C(C=C2CCCN1N)Cl)OCCOC3=CC=C(C=C3)CC(C)[Si]4(C5=C(C=C6C(=C5)CCCN6N)N(CCN4N)N)C(C)C)OO)C(C)C
13,C [C@H] ( C ( = O ) N C 1 = C C = C C = C 1 ) O C ( = O ) / C = C / C 2 = C C = C C = C 2 Br,1 6 16 17 31 37 57 61 69 75 79 91 103 174 176 180 181 191 283 296 318 340 352 363 380 389 394 436 441 447 468 472 517 540 558 573 614 621 640 650 651 694 695 703 713 725 728 785 807 811 812 827 833 835 873 910 911 917 918 961 1013 1015 1055 1057 1060 1073 1077 1088 1110 1117 1129 1144 1152 1199 1201 1265 1267 1269 1276 1331 1358 1367 1380 1415 1417 1435 1439 1465 1471 1493 1575 1600 1631 1634 1653 1664 1681 1684 1712 1750 1757 1775 1784 1802 1816 1818 1852 1867 1870 1873 1917 1919 1930 1931 1950 2006 2021 2044,CC(C(=O)NC1=CC=CC=C1)OC(=O)/C=C/C2=CC=CC=C2[Hg]C3(C(=CC(C=C3/C=C/C4=CC=CC=C4Br)[Hg]Br)C(C)OC(=O)/C=C/C5=CC=CC=C5Br)NC6=CC=CCC=C6
14,C C 1 ( C N ( C 1 ) N C ( = O ) N S ( = O ) ( = O ) C 2 = C C = C ( C = C 2 ) C C N C ( = O ) C 3 = C ( C = C C ( = C 3 ) Br ) O C ) C,8 15 50 65 80 94 100 138 140 143 146 150 156 164 166 168 197 198 221 235 249 261 293 307 310 319 324 331 345 350 355 415 428 463 464 486 501 502 503 527 543 545 556 557 559 598 602 616 617 650 666 667 670 682 695 699 715 724 728 735 739 755 766 807 813 817 823 825 828 836 841 851 867 874 875 879 883 891 898 909 911 926 935 941 954 969 987 994 1011 1012 1023 1045 1057 1060 1066 1111 1152 1157 1186 1189 1192 1200 1217 1235 1238 1243 1274 1276 1317 1345 1380 1396 1436 1476 1487 1492 1507 1516 1519 1536 1606 1631 1646 1664 1690 1712 1739 1750 1754 1762 1764 1768 1769 1773 1790 1796 1806 1808 1815 1830 1838 1841 1873 1891 1893 1914 1917 1918 1922 1942 1952 1961 1970 1978 1984 1989 1991 1993,COC1=C2C=C(C=C1)S(=O)(=O)NC(=C3C=C(C=[N+]4CC5(CN3C56C47C68C79C8=C(C9=C8C7)Br)C1=CC(=CN18)Br)C(=C2)F)C(=O)NCCNOC
15,C C 1 = N C = C ( C 2 = C 1 O C ( = O ) C ( = C 2 ) C 3 = N C ( = N O 3 ) C 4 = C C = C ( C = C 4 ) Br ) C O,14 15 24 40 48 64 80 92 97 98 118 133 156 168 186 222 248 260 262 279 284 285 289 308 314 352 369 378 384 389 426 482 488 500 505 517 520 528 578 580 586 610 640 642 650 656 659 677 706 719 728 786 807 809 821 825 837 855 875 891 895 896 907 909 923 932 1002 1009 1028 1045 1047 1056 1057 1074 1078 1097 1107 1154 1157 1159 1160 1226 1282 1289 1291 1324 1328 1345 1349 1357 1380 1385 1425 1446 1452 1458 1463 1468 1495 1516 1535 1542 1557 1573 1604 1611 1630 1631 1649 1700 1701 1719 1722 1744 1750 1793 1855 1873 1886 1910 1921 1925 1952 1986 1987 2002 2013 2018,C[Si](C)(C)C1=CC(=C(C(=C1)C2=NOC(=N2)C3=CC=C(C=C3)C4=CON=C4)Br)C5=C(C6=C(C=C7C(=C6)C(=CC=N7)CO)C(=O)O5)/C(=C/8\C=N8)/O
16,C O C 1 = C ( C ( = C ( C = C 1 ) C C N C C C C C C N C C C 2 = C C = C C = C 2 ) C C C 3 = C C ( = C C = C 3 ) O C ) O C,20 80 94 104 109 218 239 248 249 259 321 322 327 333 353 381 389 397 418 427 452 470 491 499 516 547 559 562 592 613 637 660 667 668 695 699 700 707 709 710 738 739 740 771 775 781 800 802 815 837 841 875 894 932 992 1004 1007 1039 1045 1053 1057 1066 1073 1088 1117 1119 1132 1143 1152 1164 1169 1170 1175 1179 1190 1199 1215 1223 1243 1249 1261 1276 1308 1314 1322 1349 1354 1380 1413 1421 1485 1487 1507 1521 1529 1536 1552 1553 1580 1582 1599 1608 1661 1689 1703 1726 1735 1741 1743 1750 1754 1775 1785 1844 1859 1873 1877 1892 1911 1925 1952 1970 1972 2008 2034,COC1=C(C(=C(C=C1)OC)OC)NC2=C3C=CC(=CC=C3[Se]N=C2)CCNCCC4=CC(=CC=C4)ONC5=C6C=CC(=CC=C6C=C5)OC
17,C C ( C ) ( C ) C C ( C ) ( C C C C ( = O ) N O C ) C 1 = C ( C = C ( C ( = C 1 ) O ) C ( C ) ( C ) C ) O,39 41 55 57 80 114 138 251 272 278 300 378 392 419 438 457 568 569 581 592 623 630 649 650 652 654 686 695 697 698 724 742 778 789 790 807 840 841 848 849 875 876 888 926 946 957 958 980 997 1023 1032 1057 1076 1120 1124 1130 1152 1168 1169 1171 1172 1211 1217 1249 1260 1308 1339 1342 1345 1349 1373 1380 1415 1429 1433 1448 1459 1476 1492 1504 1557 1561 1564 1579 1602 1607 1633 1655 1667 1687 1691 1706 1718 1827 1872 1873 1897 1911 1917 1929 1932 1950 1963 1967 1980 1983 1998 2002 2011 2014,CC(C)(C)CCC(C)(CCCC(=O)NOC)C1=C(C=C(C(=C1)O)CC(C)(C)C2=CC=C3C(=CC=NC3=N)C2)O
18,C C O C ( = O ) / C = C / [C@@H] ( C C C = C ) O,1 31 45 59 80 87 110 121 124 132 141 147 158 188 202 214 227 294 301 342 364 401 403 460 461 521 531 539 558 579 650 666 680 688 694 695 702 739 754 768 777 778 782 789 807 815 840 884 940 947 952 968 973 1057 1058 1060 1064 1073 1082 1116 1134 1158 1164 1232 1238 1248 1252 1358 1366 1368 1388 1392 1430 1448 1460 1463 1508 1564 1585 1588 1623 1624 1645 1650 1660 1662 1674 1683 1698 1722 1783 1799 1806 1845 1865 1893 1917 1945 1987,CCC1=C(C(C(=C(C(CC(/C=C/C(=C/C(=O)OCC)/CCC=C)O)OP(Cl)Cl)P(Cl)Cl)[Si](Cl)Cl)(C(=C(CCC=C)C=C)P(Cl)Cl)C(=O)OCC)C
19,C C 1 = C ( S C = C 1 ) C ( C 2 = C ( C = C ( C = C 2 ) O C ) Cl ) N C,1 14 57 60 132 139 173 180 188 209 219 233 237 264 274 279 305 316 322 359 365 366 404 499 553 554 557 561 592 611 635 672 675 676 695 696 703 706 718 779 781 805 813 841 842 875 906 955 992 994 995 1055 1057 1059 1100 1115 1131 1152 1159 1191 1192 1201 1210 1241 1267 1316 1332 1358 1359 1363 1368 1380 1391 1408 1430 1433 1436 1443 1453 1454 1462 1496 1508 1536 1548 1567 1592 1603 1632 1639 1643 1668 1683 1690 1715 1722 1750 1757 1763 1766 1796 1822 1873 1882 1906 1907 1947 1949 1951 1972 1981 1990 2002 2025,CC1=C(SC=C1)C(C2=C(C=C(C=C2)OC)Cl)NOC3=CC(=C(C=C3)C(C4=C(C=C(C=C4)OC)Cl)N5C[NH+](C(=C6SC=CS6)S5)NC)Cl
20,C C 1 = C C ( = C C = C 1 ) N ( C C 2 = C C = C ( C = C 2 ) C ( = O ) N C [C@H] 3 C C C O 3 ) S ( = O ) ( = O ) C,4 11 31 71 80 81 99 121 130 152 178 179 197 199 214 222 239 243 248 265 273 279 288 310 335 350 361 421 422 445 461 485 486 507 509 521 536 573 592 593 649 650 656 692 737 774 802 807 819 821 825 844 860 870 875 877 881 882 910 926 935 950 964 991 994 1001 1007 1013 1019 1028 1039 1055 1057 1083 1084 1088 1096 1119 1121 1147 1148 1152 1158 1184 1189 1239 1240 1241 1267 1272 1280 1325 1340 1345 1380 1385 1391 1406 1430 1448 1468 1476 1493 1505 1527 1536 1552 1604 1637 1658 1665 1674 1684 1695 1697 1713 1719 1722 1732 1750 1754 1779 1823 1851 1871 1873 1917 1962 1964,CNN(C1=CC=CC(=C1)N(NC(=O)C2=CC3=CC(=CC(=C2)N(N3S(=O)(=O)C)S(=O)(=O)C)C(=O)NCC4CCCO4)S(=O)(=O)O)S(=O)(=O)CO
21,C C ( C ) C C ( = O ) N C 1 = C C = C ( C = C 1 ) N C ( = O ) C C 2 = C C ( = C ( C ( = C 2 ) O C ) O C ) O C,1 8 22 41 80 90 114 115 125 140 190 191 203 213 222 249 282 283 295 296 311 315 317 325 333 335 336 410 411 432 445 471 572 613 615 617 635 650 684 692 695 730 732 739 792 807 816 817 838 841 843 854 875 899 901 926 953 979 984 985 1010 1018 1027 1057 1062 1077 1085 1106 1113 1121 1135 1139 1152 1166 1182 1226 1233 1258 1290 1292 1317 1380 1381 1402 1414 1452 1485 1488 1510 1522 1536 1547 1550 1585 1599 1656 1691 1723 1739 1750 1754 1756 1777 1780 1816 1842 1847 1873 1892 1902 1912 1917 1947 1970 1977 1988 1990 2002,CC(C1CC(C(C1(C(CO)(CO)CO)OC2=C(C(=C(C(=C2OC)OC)OC)OC)OC)(C(C)(CO)CO)OC(C)NC(C)CC(=O)NC3=CC=C(C=C3)OC)OC)C(CO)(CO)CO
22,C N 1 C 2 = C ( C ( = O ) N ( C 1 = O ) C ) [C@@] ( C ( = O ) N 2 ) ( C ( F ) ( F ) F ) N S ( = O ) ( = O ) C 3 = C C = C ( C = C 3 ) Cl,33 50 70 92 113 114 121 125 214 216 218 225 238 247 284 314 319 328 335 350 380 400 404 429 437 447 488 502 504 535 540 542 548 561 564 566 576 617 621 629 650 687 692 700 713 715 726 730 737 761 771 779 791 816 825 840 882 883 887 912 919 935 943 947 982 998 1039 1042 1045 1057 1059 1060 1070 1114 1116 1138 1145 1152 1163 1167 1205 1257 1258 1298 1309 1332 1334 1344 1380 1405 1426 1431 1449 1453 1476 1478 1481 1531 1532 1573 1574 1590 1605 1620 1633 1683 1688 1716 1750 1754 1761 1762 1800 1806 1813 1815 1825 1829 1838 1873 1874 1886 1912 1928 1938 1948 1966 1980 1999 2028 2035,CN1C2=C(C(=O)N(C1=O)C)C3(C(=O)NC(=O)N(C3=O)C)C(N4C(=O)N(C(=O)N4)C)(NS(=O)(=O)C5=CC=C(C=C5)Cl)N6C(=O)C7=C(N6)N(NC7=O)C
23,C 1 C 2 C C 3 C C 1 C C ( C 2 ) ( O 3 ) C ( = O ) N,68 75 80 87 96 127 140 178 190 191 195 199 261 308 379 412 420 430 500 504 543 569 581 589 590 609 623 634 641 650 656 659 676 679 711 741 807 809 814 821 841 846 849 888 908 926 951 973 1019 1057 1060 1070 1073 1095 1097 1102 1134 1155 1166 1171 1190 1218 1241 1258 1262 1292 1323 1329 1355 1368 1383 1408 1411 1424 1435 1446 1448 1491 1504 1524 1536 1544 1545 1559 1563 1575 1602 1624 1638 1642 1675 1679 1696 1697 1699 1701 1704 1732 1733 1753 1774 1823 1830 1834 1839 1864 1917 1968 1976 2015,COC1=C2C34CC(CC(C3)O4)OC5(C(C(C(C(C5(C67CC8CC(C6)OC(C8)C7)C(=N)N)C(=N)N)(O2)N)O)(C(=O)N)N)C(=C1)O
24,C C 1 = C C ( = C ( C 2 = C 1 C ( = O ) / C ( = C / C 3 = C C ( = C ( C = C 3 ) O C ) O C ) / O 2 ) C [NH+] 4 C C [NH+] ( C C 4 ) C ) O,25 32 48 76 80 94 102 104 118 126 140 206 221 230 249 271 280 281 292 306 314 317 319 342 397 409 425 428 431 440 451 458 460 465 469 485 507 523 547 552 614 615 632 635 650 656 671 674 685 694 695 704 724 761 763 785 786 802 804 807 820 838 841 847 875 881 924 926 938 958 969 994 1009 1015 1024 1026 1035 1051 1057 1094 1120 1141 1157 1183 1205 1212 1245 1252 1267 1294 1307 1345 1352 1358 1360 1380 1382 1391 1396 1422 1424 1430 1438 1446 1452 1465 1476 1496 1525 1536 1595 1599 1602 1607 1608 1667 1690 1700 1714 1722 1729 1738 1741 1747 1750 1764 1804 1810 1819 1828 1858 1860 1872 1873 1885 1886 1899 1904 1912 1926 1947 1949 1970 1979 2003 2021 2033 2034,B(C1=CC(=C(C=C1)OC)OC)(C2=CC(=C(C=C2)OC)OC)O/C(=C\3/C=CC(=C=C4C=CC(=C[As](OC)OC)C=C4)C=C3)/C=C5C=CC(=O)OC5
25,C C ( = O ) C 1 = C C = C C = C 1 O C C S C 2 = N N C ( = N 2 ) C 3 C C C C 3,6 12 13 19 22 52 68 74 80 100 116 117 138 141 154 164 170 171 211 228 233 250 262 265 286 322 336 339 341 342 378 385 396 405 427 436 455 472 500 520 540 590 591 599 650 660 685 695 713 727 745 807 827 837 861 863 868 882 890 903 926 934 937 946 989 1000 1017 1019 1028 1032 1038 1057 1086 1088 1089 1114 1164 1182 1192 1199 1217 1240 1272 1306 1320 1325 1332 1347 1379 1380 1410 1447 1452 1484 1515 1518 1557 1561 1565 1572 1573 1576 1614 1620 1659 1669 1677 1678 1680 1712 1721 1749 1750 1808 1815 1820 1855 1873 1882 1885 1902 1917 1933 1943 1970 1978 1985 1989 1991 2000 2004,C/C(=C/1\C2CCCCC2C(=N1)COSCCSC3=NN=N3)/C4=CC=CC=C4P5NC=NN5
26,C O C 1 = N C = C ( C = C 1 ) S ( = O ) ( = O ) C,3 4 45 103 110 150 158 180 183 187 279 311 319 350 363 378 381 413 436 456 471 486 501 532 619 640 650 692 695 706 715 726 733 747 759 771 803 841 857 890 904 915 933 982 997 1030 1035 1043 1056 1057 1067 1081 1102 1106 1133 1151 1178 1237 1256 1276 1282 1283 1291 1316 1329 1334 1364 1380 1385 1387 1389 1394 1416 1452 1476 1518 1535 1536 1564 1570 1582 1599 1667 1677 1687 1708 1730 1731 1750 1773 1777 1816 1851 1857 1873 1917 1930 1932 1961 2007 2016 2029 2038,COC1=NC=C(C=C1)C(=O)NC2=C3C=NC=N[N+]3(C4=CN=C(C=C4)OC)C(=C5C=CC(=NC=N5)OC)C2=C6C=CC(=NC=N6)S(=O)(=O)C
27,O 1 [C@@] 2 3 [C@] ( C ( O C ( = O ) C 3 ) c 3 c o c c 3 ) ( C C C ( [C@@] 3 ( C 1 C C ( O ) C ( C 3 C C ( = O ) O C ) ( C ) C ) C ) C 2 = C ) C,1 12 35 49 63 70 80 89 94 126 141 145 146 170 176 188 195 197 218 220 226 227 228 238 284 297 310 314 384 396 401 409 422 426 432 477 505 517 549 555 589 610 613 614 633 650 656 687 695 699 706 750 760 779 783 787 797 800 807 836 841 844 908 921 926 940 958 964 967 968 970 979 1003 1004 1005 1006 1019 1036 1057 1060 1070 1133 1150 1152 1154 1155 1162 1174 1249 1256 1257 1268 1274 1279 1288 1292 1316 1325 1327 1362 1366 1367 1380 1386 1436 1454 1474 1499 1519 1582 1610 1630 1656 1658 1712 1724 1750 1758 1760 1807 1823 1840 1843 1855 1866 1868 1873 1902 1917 1924 1937 1950 1952 1959 1961 1966 1987 1994 2034,C[C@@]12CC[C@@H](C(C(=C)[C@]1(CC(=O)O[C@H]2C3=COC=C3)O)(C)C)[C@@H]([C@@]4([C@H](C[C@H]5[C@]([C@H]4CC(=O)OC)(O5)C)O)C)O
28,C C 1 C C C 2 = C ( C 1 ) S C 3 = C 2 C ( = O ) N C ( = N 3 ) C O C ( = O ) C 4 = C ( C = C C = C 4 O C ) O C,4 5 14 36 42 54 57 70 80 83 123 132 135 145 146 147 162 190 191 193 231 239 249 294 303 314 337 356 361 373 378 382 395 404 410 427 438 444 480 485 504 511 532 536 558 582 586 599 607 617 630 639 649 650 662 675 684 695 701 703 709 712 724 740 745 750 753 770 771 807 814 822 835 841 846 883 891 899 916 922 926 953 971 978 982 990 997 1001 1006 1019 1035 1039 1040 1057 1088 1114 1148 1199 1202 1217 1225 1228 1239 1271 1283 1308 1309 1325 1343 1380 1381 1404 1410 1430 1449 1475 1482 1536 1543 1649 1675 1679 1682 1687 1700 1709 1720 1723 1729 1730 1738 1745 1750 1784 1825 1840 1855 1869 1873 1876 1910 1917 1966 1970 1984 1987,CCSC1CC2=C(C1)SC3=C2C(=O)NN3
