id,SMILES_input,fingerprints_input_ECFP4,SMILES_output_ECFP4
11,CC(=O)N(OCC1=CC=CC=C1)OC2=NC3=CC=CC=C3O2,80 156 212 266 289 308 378 389 396 401 650 656 695 745 803 807 881 994 1017 1050 1057 1066 1088 1097 1128 1199 1380 1381 1422 1580 1588 1604 1696 1750 1754 1808 1855 1873 1917 1984 2042,CC(=O)N(C1=NC2=CC=CC=C2O1)OCC3=CC=CC=C3
12,CC(=O)/C(=C/C1=CC=CC=N1)/C(=O)OCC2=CC=CC=C2,80 83 147 154 267 378 389 448 636 650 669 694 695 745 762 807 983 1017 1057 1066 1088 1110 1155 1199 1380 1449 1452 1609 1746 1750 1754 1866 1873 1914 1917 1991 2001 2042,CC(=O)/C(=C\C1=CC=CC=N1)/C(=O)OCC2=CC=CC=C2
13,C1CC(OC1)COCC2=CC(=CC=C2)Br,80 113 248 361 485 488 490 656 695 728 745 766 802 821 875 909 926 950 1019 1028 1039 1066 1088 1124 1136 1235 1325 1380 1391 1468 1561 1631 1750 1754 1873 1992,C1CC(OC1)COCC2=CC(=CC=C2)Br
14,C1CN2CCC1[C@@H](C2)N3C=CC4=C(C3=O)C5=CC=CC=C5O4,1 191 314 368 504 540 554 577 585 650 656 683 729 739 926 935 1019 1088 1101 1128 1156 1199 1245 1325 1357 1380 1473 1480 1520 1522 1573 1604 1689 1750 1808 1819 1873 1979 1984,C1CN2CCC1C(C2)N3C=CC4=C(C3=O)C5=CC=CC=C5O4
15,CC1=CC(=C(C(=C1)C)OCCC[NH+](C)CC2=CC=CC=C2)C,13 39 80 128 191 204 250 257 333 389 607 695 768 875 1019 1057 1066 1067 1088 1199 1352 1380 1391 1452 1722 1750 1754 1819 1823 1873 1911 1952 1953 2031,CC1=CC(=C(C(=C1)C)OCCC[NH+](C)CC2=CC=CC=C2)C
16,CC1=CC(=NC2=C1N=C(N2C)CC3=C(C=CC(=C3Cl)C(=O)O)Cl)C(F)(F)F,67 80 114 246 318 319 366 378 389 428 456 525 531 561 564 650 666 671 784 807 809 875 935 1011 1034 1047 1049 1057 1122 1145 1302 1380 1391 1430 1434 1453 1465 1613 1654 1683 1696 1722 1724 1750 1855 1873 1917 1928 1974 1991 2034,CC1=CC(=NC2=C1N=C(N2C)CC3=C(C=CC(=C3Cl)C(=O)O)Cl)C(F)(F)F
17,CCCN1C(=NN=C1SCC(=O)NC2=C(OC3=CC=CC=C32)C#N)C4=CC=CC(=C4)C,41 61 67 80 116 236 262 294 341 368 378 381 384 455 650 656 674 736 747 790 794 802 807 820 875 935 1013 1039 1055 1057 1062 1088 1128 1136 1145 1151 1152 1160 1164 1199 1334 1357 1380 1384 1449 1455 1506 1508 1573 1578 1604 1722 1731 1750 1808 1816 1823 1853 1872 1873 1917 1959,CCCN1C(=NN=C1SCC(=O)NC2=C(OC3=CC=CC=C32)C#N)C4=CC=CC(=C4)C
18,CN1C=CN=C1CNCC(C2=CC=CC=C2)O,1 80 227 255 263 293 318 378 387 389 463 606 632 647 807 935 1004 1057 1088 1101 1145 1152 1199 1248 1362 1365 1380 1398 1409 1452 1508 1581 1750 1866 1873 2013,CN1C=CN=C1CNCC(C2=CC=CC=C2)O
19,COC(=O)C1=C(N=C2C(=C1N)C(=NN2C3=CC=CC=C3)C4=CC=CC=C4)C(=O)OC,43 145 274 275 323 378 389 471 490 586 592 650 695 715 736 807 841 892 906 935 1018 1049 1057 1088 1134 1152 1160 1171 1199 1380 1411 1440 1457 1483 1519 1653 1696 1750 1825 1852 1855 1873 1917 1956 1984,COC(=O)C1=C(C2=C(N=C1C3=CC=CC=C3)N(N=C2C(=O)OC)C4=CC=CC=C4)N
20,CCCCCOC1=CC=C(C=C1)CN[C@H](C)C(=O)N,1 13 80 102 140 255 283 294 310 322 380 591 638 650 695 718 782 794 807 920 989 1034 1057 1152 1171 1212 1249 1259 1380 1444 1452 1750 1754 1850 1873 1911 1917,CCCCCOC1=CC=C(C=C1)CNC(C)C(=O)N
21,CC1(OC[C@@H](O1)/C=C(\COCC2=CC=CC=C2)/F)C,80 349 389 488 596 656 694 695 745 807 811 926 946 964 1017 1019 1057 1060 1066 1070 1088 1120 1199 1274 1293 1300 1380 1504 1509 1629 1750 1754 1797 1873 1906 1923 1928 1992 2004 2042 2044,CC1(OC[C@@H](O1)/C=C(/COCC2=CC=CC=C2)\F)C
22,C1CC(N(C1)C(=O)CNC2CC2)CC3=CC=CC=C3,9 80 105 193 242 321 389 446 458 650 692 807 901 926 935 1009 1019 1028 1066 1088 1147 1152 1199 1298 1325 1367 1380 1440 1456 1480 1552 1564 1569 1634 1750 1754 1873 1917,C1C[C@H](N(C1)C(=O)CNC2CC2)CC3=CC=CC=C3
23,CC1=C(C=C(C=C1)C2=CN=C(N=C2NC3=C(C=CC(=C3)NC(=O)C=C)F)NC(=CN)C=NC)F,62 68 161 184 191 216 352 378 383 387 420 491 541 544 579 615 619 646 650 694 699 708 725 743 807 843 875 896 943 959 1022 1034 1057 1152 1160 1171 1181 1211 1224 1263 1347 1366 1380 1391 1452 1521 1535 1582 1645 1649 1652 1691 1722 1750 1771 1816 1840 1855 1873 1905 1917 1928 1986 2039,CC1=C(C=C(C=C1)C2=CN=C(N=C2NC3=C(C=CC(=C3)NC(=O)C=C)F)NC4=C(C=CC(=C4)NC(=O)C=NC)F)F
24,C1=CC=NC(=C1)CCOCC2=C(C=CC(=C2)C(=S)N)F,13 80 97 110 140 172 216 239 253 363 378 448 632 655 695 699 724 745 807 875 1068 1088 1153 1155 1171 1199 1243 1344 1349 1380 1385 1452 1646 1669 1697 1750 1840 1866 1868 1873 1928 1992 1997,C1=CC=NC(=C1)CCOCC2=C(C=CC(=C2)C(=S)N)F
25,CC1CC(C1)OC2=CC=C(C=C2)Br,119 263 322 524 695 718 728 888 909 926 964 1019 1057 1148 1157 1292 1309 1380 1631 1649 1717 1750 1873 1988,CC1CC(C1)OC2=CC=C(C=C2)Br
26,CCCNC1=NC(=NC(=C1)C2=CC=CC=C2)NCCCC3=CC=CC=C3,61 80 294 378 389 532 667 736 794 814 844 875 916 978 980 1045 1057 1066 1088 1091 1099 1152 1160 1199 1243 1380 1416 1423 1582 1629 1691 1741 1750 1754 1855 1873 1911 1961 1971 1972,CCCNC1=NC(=NC(=C1)C2=CC=CC=C2)NCCCC3=CC=CC=C3
27,CC1=C(C=CC(=C1)[N+](=O)[O-])NC(=O)CSC2=NC=NC3=C2C4=C(S3)CC(CC4)C(C)(C)C,32 41 42 80 114 116 141 162 179 219 231 255 334 341 361 378 392 427 489 492 511 528 650 675 715 753 807 838 875 926 997 1019 1057 1096 1146 1152 1195 1224 1274 1297 1325 1380 1391 1442 1452 1455 1482 1506 1618 1650 1687 1722 1738 1750 1809 1810 1814 1816 1856 1864 1873 1917 1940 1948 1959 1963 1984 2032,CC1=C(C=CC(=C1)[N+](=O)[O-])NC(=O)CSC2=NC=NC3=C2C4=C(S3)CC(CC4)C(C)(C)C
28,CC1=C(C=C(C=C1OC)C(=O)NC(C)(CC(=O)O)COC)[N+](=O)[O-],80 114 249 252 311 354 389 392 426 428 486 487 564 650 695 715 716 748 753 807 838 841 875 961 1005 1057 1059 1061 1073 1152 1195 1380 1385 1536 1563 1722 1737 1853 1873 1876 1878 1917 1943 1963 1970 1976,CC1=C(C=C(C=C1OC)C(=O)NC(C)(CC(=O)O)COC)[N+](=O)[O-]
29,C1=CC=C2C(=C1)C(=O)N(C2=O)CC3=C(C(=CC=C3)C(F)(F)F)F,12 43 62 80 114 121 262 314 352 419 588 642 650 699 809 879 915 935 984 1039 1088 1199 1349 1380 1445 1453 1597 1750 1765 1873 1920 1928 1992,C1=CC=C2C(=C1)C(=O)N(C2=O)CC3=C(C(=CC=C3)C(F)(F)F)F
30,C1=CC=C(C=C1)COC2=CC=C(C=C2)/C=C/C(=O)OC3=CC=CC(=C3)/C=C(/C#N)\C4=CC=CC=C4,25 31 80 102 107 176 322 389 453 466 555 562 650 654 674 694 695 718 745 790 803 806 807 835 875 878 1039 1066 1073 1088 1147 1199 1308 1353 1361 1370 1380 1384 1385 1452 1462 1523 1729 1746 1750 1754 1873 1917 1985 2033 2042,C1=CC=C(C=C1)COC2=CC=C(C=C2)/C=C/C(=O)OC3=CC=CC(=C3)/C=C(/C#N)\C4=CC=CC=C4
31,CCC1=NSC(=N1)N2CCN(CC2)C(=NC)NCCNC(C)(C)C,33 80 89 114 122 126 197 294 308 378 392 407 451 514 536 603 621 640 667 675 725 807 883 926 935 943 1040 1057 1152 1217 1256 1380 1480 1508 1578 1589 1592 1601 1757 1799 1855 1859 1951 2007 2009,CCC1=NSC(=N1)N2CCN(CC2)C(=NC)NCCNC(C)(C)C
32,CSC1(CC1)CNC(C2CC2)C3CC3,1 80 116 217 394 782 857 926 1019 1054 1057 1060 1152 1162 1246 1259 1275 1325 1423 1570 1727 1764 1768 1877 1978,CSC1(CC1)CNC(C2CC2)C3CC3
33,C[C@H](C[S@@](=O)C)NC(=O)N[C@@H]1CCCOC2=C1C=CC=C2Cl,1 80 85 110 117 151 271 283 285 366 371 387 427 441 557 561 589 650 656 807 854 926 949 950 974 1019 1020 1027 1028 1039 1057 1088 1152 1241 1265 1279 1294 1325 1380 1468 1597 1648 1683 1750 1800 1873 1917 1929 1989 2000 2018,C[C@@H](CS(=O)C)NC(=O)N[C@H]1CCCOC2=C1C=CC=C2Cl
34,C1CC(=O)C2C1=NC3=C(C2C4=CC(=C(C=C4)F)Br)C(=O)N(C3)CCN5CCOCC5,80 127 216 314 370 378 523 629 633 650 656 699 728 833 875 879 926 927 935 948 950 958 1019 1041 1089 1107 1145 1205 1214 1279 1380 1405 1430 1441 1453 1480 1482 1503 1548 1568 1582 1631 1634 1701 1716 1738 1750 1791 1803 1840 1849 1873 1898 1928 1946 2002 2045,C1CC2=NC3=C([C@@H](C2C(=O)C1)C4=CC(=C(C=C4)F)Br)C(=O)N(C3)CCN5CCOCC5
35,CC(C)(C)N1C=C(C=N1)NC(=O)CCC2=NC3=C(N2C)C=CC(=C3)S(=O)(=O)N4CCCCC4,0 2 41 43 45 80 114 191 246 318 319 350 359 366 378 392 408 464 515 539 551 564 585 650 673 689 715 757 800 807 875 901 926 935 954 1022 1028 1057 1097 1145 1152 1243 1380 1382 1394 1476 1480 1535 1564 1574 1683 1706 1721 1729 1750 1816 1855 1873 1911 1917 1998 2021,CC(C)(C)N1C=C(C=N1)NC(=O)CCC2=NC3=C(N2C)C=CC(=C3)S(=O)(=O)N4CCCCC4
36,COC1=CC=C(C2=CC=CC=C21)C3=C(C(=NN=N3)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,94 114 186 249 323 352 377 378 429 598 680 695 749 803 841 901 964 974 1057 1070 1088 1164 1199 1213 1218 1281 1357 1380 1536 1573 1637 1683 1750 1873 1878 1916 1970,COC1=CC=C(C2=CC=CC=C21)C3=C(C(=NN=N3)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl
37,CC1=C(C2=NC=CN2C(=N1)N3CCC4(CC3)CCOC4)C5=C(C(=CC=C5)Cl)Cl,24 92 338 352 354 366 378 387 393 407 490 523 561 624 656 926 935 950 974 982 984 1011 1039 1045 1057 1060 1088 1101 1144 1162 1208 1224 1269 1304 1365 1366 1380 1452 1480 1546 1635 1683 1696 1722 1745 1747 1750 1786 1824 1852 1855 1866 1873 1922 1969,CC1=C(N2C=CN=C2C(=N1)N3CCC4(CC3)CCOC4)C5=C(C(=CC=C5)Cl)Cl
38,CCC1=C(N(N=C1C)C2=NC=CC(=C2N)C)C,80 92 130 275 294 378 426 518 637 781 787 935 959 1057 1171 1276 1380 1391 1452 1457 1465 1619 1666 1703 1722 1750 1766 1799 1852 1866 1873 1956 1972 2034,CCC1=C(N(N=C1C)C2=NC=CC(=C2N)C)C
39,CC1=NC=CN1CC2=CC=C(C=C2)C=C,25 80 227 310 378 387 432 694 891 917 935 1011 1012 1057 1101 1343 1366 1380 1452 1455 1479 1508 1645 1683 1722 1750 1754 1765 1866 1873 2033,CC1=NC=CN1CC2=CC=C(C=C2)C=C
40,CCCCN1C(=C)C2(CCN(CC2)C(=O)N3CCOCC3)OC1=O,11 35 80 294 314 351 523 528 588 591 608 650 656 751 794 807 926 935 950 1015 1057 1060 1091 1145 1162 1235 1282 1366 1374 1380 1385 1405 1441 1470 1480 1695 1860 1882 1911 1917 1940 2009 2038,CCCCN1C(=C)C2(CCN(CC2)C(=O)N3CCOCC3)OC1=O
41,CC1C(CCN1)CN2CCC3C(C2)CCCN3C,61 80 87 118 226 234 271 276 305 355 413 446 486 562 585 739 908 926 935 1019 1028 1057 1061 1080 1114 1145 1161 1261 1309 1325 1370 1480 1507 1603 1689 1743 1791,CC1C(CCCN1)CN2CCC3C(C2)CCCN3C
42,C1[C@@H]2C=C[C@H]1[C@@H]3[C@H]2C(=O)N(C3=O)CC4=CC=C(C=C4)Cl,5 80 192 216 220 310 314 475 561 588 650 816 848 926 935 1019 1070 1083 1292 1380 1389 1457 1525 1683 1750 1754 1762 1765 1831 1873,C1[C@@H]2C=C[C@H]1[C@H]3[C@H]2C(=O)N(C3=O)CC4=CC=C(C=C4)Cl
43,C1COCC1CC2=CC=CC=C2O,29 80 180 192 422 458 523 621 656 716 807 926 950 1019 1088 1199 1325 1349 1357 1380 1537 1597 1602 1607 1731 1750 1831 1873 1923,C1COCC1CC2=CC=CC=C2O
44,CC1=CC=CC=C1NC2=C3C=NN(C3=NC(=N2)N4CCOCC4)C5=CC=CC=C5,43 378 389 407 491 523 656 658 708 804 926 935 950 1014 1049 1057 1088 1152 1199 1224 1237 1256 1257 1357 1380 1391 1405 1440 1441 1480 1535 1542 1595 1651 1668 1670 1696 1722 1750 1780 1825 1852 1855 1873 1905 1915 1999 2042,CC1=CC=CC=C1NC2=C3C=NN(C3=NC(=N2)N4CCOCC4)C5=CC=CC=C5
45,CC1=NC(=CC=C1)CNCC2=C(NN=C2)C3=CC=CC=C3,74 80 94 155 172 255 277 324 378 388 389 394 609 661 715 724 736 1004 1039 1057 1088 1114 1120 1152 1160 1199 1203 1349 1380 1502 1535 1557 1676 1722 1731 1750 1817 1855 1873,CC1=NC(=CC=C1)CNCC2=C(NN=C2)C3=CC=CC=C3
46,COC(=O)CC(C#N)C1=CCC(C=C1)O,1 80 184 195 225 395 547 556 598 650 674 695 703 790 807 833 841 905 926 1019 1027 1057 1083 1152 1247 1257 1290 1369 1380 1384 1386 1601 1751 1781 1829 1863 1873 1917,COC(=O)CC(C#N)C1=CCC(C=C1)O
47,CN1C=CN=C1CCNCC2=C3C(=C(C=C2)Cl)C=CC=N3,80 232 255 303 318 344 366 378 387 448 561 666 667 935 967 1004 1043 1057 1088 1101 1145 1152 1169 1243 1248 1280 1349 1357 1380 1398 1409 1452 1508 1573 1676 1683 1724 1741 1750 1822 1866 1873 1939 1990,CN1C=CN=C1CCNCC2=C3C(=C(C=C2)Cl)C=CC=N3
48,CC(=O)CCCCO[C@H]1C([C@H]([C@@H](C(O1)CNC(=O)C2=CC=C(C=C2)OC)O)O)O,13 80 170 197 265 322 486 489 610 650 656 695 718 768 781 807 823 831 841 994 1010 1017 1019 1037 1043 1057 1152 1242 1249 1257 1258 1267 1323 1380 1385 1487 1526 1536 1550 1564 1604 1665 1697 1750 1844 1873 1911 1917 1921 1977,CC(=O)CCCCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CNC(=O)C2=CC=C(C=C2)OC)O)O)O
49,C[C@H](C1=CC(=CC(=C1)N)C(F)(F)F)NC2=NC=NC3=NC(=C(C=C32)OCCOC)OC,1 13 80 114 128 227 283 378 379 401 425 438 486 489 600 676 690 695 708 752 772 809 829 841 875 888 893 912 1005 1057 1152 1158 1171 1251 1260 1357 1365 1367 1380 1417 1452 1453 1457 1518 1536 1627 1644 1648 1810 1842 1855 1863 1873 1904 1928 1970 2030,CC(C1=CC(=CC(=C1)N)C(F)(F)F)NC2=NC=NC3=NC(=C(C=C32)OCCOC)OC
50,COC(=O)CC(=C)C1=CC=C(O1)Br,80 195 310 380 458 574 650 656 695 728 807 841 919 993 1022 1041 1057 1152 1366 1380 1386 1526 1548 1604 1631 1750 1754 1772 1873 1917,COC(=O)CC(=C)C1=CC=C(O1)Br
51,CCC1=C(C=CC(=O)N1)C(=O)N(C)CC2=NC3=C(C(=O)N2)SC=C3,14 67 80 81 83 131 146 182 188 207 278 291 294 314 334 339 354 378 440 507 554 614 650 675 750 807 881 1057 1097 1114 1163 1221 1237 1380 1541 1567 1581 1611 1716 1745 1750 1775 1777 1799 1855 1873 1917 1929 1991,CCC1=C(C=CC(=O)N1)C(=O)N(C)CC2=NC3=C(C(=O)N2)SC=C3
52,CC1=CC(=C(C(=C1)OC(=O)CCNC(=O)C)C(C)(C)CC(=O)O)C,1 64 80 114 197 204 245 363 389 392 623 650 667 695 731 807 875 1017 1038 1057 1061 1110 1152 1244 1380 1386 1391 1564 1594 1626 1680 1722 1729 1737 1823 1872 1873 1876 1878 1917 1953 1970 2030,CC1=CC(=C(C(=C1)OC(=O)CCNC(=O)C)C(C)(C)CC(=O)O)C
53,CCCCCSC1=C(C=C(C=C1)CO)[N+](=O)[O-],58 80 116 190 210 222 294 310 341 354 379 431 591 650 715 716 753 794 807 837 838 875 930 1025 1033 1057 1182 1195 1380 1444 1645 1701 1750 1754 1873 1911 1963,CCCCCSC1=C(C=C(C=C1)CO)[N+](=O)[O-]
54,CCCN1C=CC(=O)N(C1=O)CC2=CC=C(S2)Cl,80 146 162 294 314 504 527 561 650 656 675 714 761 771 794 802 820 898 903 935 1002 1020 1057 1101 1141 1145 1158 1380 1455 1621 1662 1679 1683 1684 1750 1765 1873,CCCN1C=CC(=O)N(C1=O)CC2=CC=C(S2)Cl
55,CCNC1=C(C=C(S1)Cl)S(=O)(=O)N,50 80 162 294 350 392 394 561 650 675 691 833 875 1020 1057 1147 1152 1158 1171 1191 1358 1380 1416 1476 1506 1591 1607 1683 1726 1873,CCNC1=C(C=C(S1)Cl)S(=O)(=O)N
56,C=CC1=CC=C(C=C1)NC(=O)OCCCO,13 25 80 147 191 222 227 473 650 694 695 807 843 1012 1077 1130 1152 1253 1326 1366 1380 1482 1508 1645 1734 1750 1758 1816 1873 1911 1917 1996 2033,C=CC1=CC=C(C=C1)NC(=O)OCCCO
57,CCOC1=CC(=C(C=C1)C(=O)C2=CC=C(C=C2)N3CCCC3)C(=O)O,9 67 69 80 233 237 294 322 329 389 407 456 650 680 687 695 701 718 807 875 926 935 955 1028 1047 1057 1238 1380 1385 1405 1430 1452 1480 1501 1697 1750 1775 1825 1873 1917 1991 1998,CCOC1=CC(=C(C=C1)C(=O)C2=CC=C(C=C2)N3CCCC3)C(=O)O
58,CCOC1=CC=CC(=C1O)[C@H]2CS[C@@H](N2)C(=O)O,80 91 202 227 237 294 371 389 425 435 482 650 675 695 755 807 840 850 920 926 998 1019 1027 1039 1057 1088 1114 1172 1238 1325 1380 1410 1431 1452 1602 1657 1750 1828 1873 1878 1917 1970,CCOC1=CC=CC(=C1O)C2NC(CS2)C(=O)O
59,CCCCC(C1=CC=CC(=N1)C2=CC=C(C=C2)C(F)(F)F)N(C)C,1 80 114 128 294 378 383 495 501 577 586 591 739 742 794 809 845 881 896 980 1039 1057 1088 1160 1163 1260 1328 1380 1417 1453 1665 1750 1851 1855 1873 1895 1911 1928 1971 2023 2036,CCCCC(C1=CC=CC(=N1)C2=CC=C(C=C2)C(F)(F)F)N(C)C
60,CCN(CC)CCCNC(=O)C(C(=O)C1=CC(=CC=C1)[N+](=O)[O-])N2C=C(C=CC2=O)Cl,1 33 80 83 197 216 251 294 314 386 427 464 473 482 561 573 620 650 667 715 747 753 807 816 838 875 881 888 893 925 932 935 991 1039 1057 1088 1141 1152 1195 1274 1380 1385 1510 1513 1581 1610 1623 1683 1750 1809 1873 1876 1911 1917 1940 1951 1963 1981 1985 1990,CCN(CC)CCCNC(=O)C(C(=O)C1=CC(=CC=C1)[N+](=O)[O-])N2C=C(C=CC2=O)Cl
61,C(CC(=O)O)[C@@H](C(=O)O)N(C(=O)N)F,1 21 80 140 170 368 389 429 552 650 739 807 881 955 1171 1227 1287 1290 1564 1737 1844 1896 1917 1928 1955,C(CC(=O)O)C(C(=O)O)N(C(=O)N)N(C(CC(=O)O)C(=O)O)F
62,CC1=C(C(=O)N2C(=N1)C3=CC=CC=C3N2)CC(=O)OC,73 80 92 119 195 314 325 378 411 504 599 650 660 695 807 813 841 935 1057 1088 1114 1119 1152 1193 1199 1334 1357 1380 1384 1386 1573 1588 1598 1696 1722 1750 1783 1841 1855 1873 1917 2034 2042,CC1=C(C(=O)N2C(=N1)C3=CC=CC=C3N2)CC(=O)OC
63,CC[C@@H](C1=CC2=C(CCCC2)C=C1)NS(=O)(=O)C3=CC(=C(C=C3)OC)C(C)C,1 80 94 121 198 237 242 249 283 291 294 310 319 350 469 502 556 562 581 598 650 659 666 695 715 832 841 875 926 1028 1057 1152 1236 1327 1363 1365 1380 1476 1536 1544 1664 1738 1750 1796 1853 1873 1941 1970 1980,CCC(C1=CC(=C(C=C1)OC)C(C)C)NS(=O)(=O)C2=CC3=C(CCCC3)C=C2
64,C[C@H](C#CC1=CC(=CC=C1)C(=O)O)O,1 13 23 102 227 249 283 389 430 456 650 674 807 875 932 1005 1039 1057 1088 1138 1249 1280 1380 1385 1707 1734 1750 1873 1917 1985,CC(C#CC1=CC(=CC=C1)C(=O)O)O
65,C(CCCCSSSS)CCCS,80 104 116 210 229 652 728 802 852 975 1024 1055 1143 1170 1182 1388 1459 1911 1928,C(CCS)CCSSSCCCCSSCCCCSSCCCCCSSCCCCCSSCCCCSSSBr
66,CCC(C=CC1=CC=C(C=C1)C(C)C)OC(=O)C,1 25 69 80 283 294 561 598 650 694 695 778 807 835 837 846 878 987 1017 1035 1057 1365 1380 1394 1485 1544 1624 1750 1804 1853 1873 1917 2003 2033,CCC(/C=C/C1=CC=C(C=C1)C(C)C)OC(=O)C
67,C1=CN=CC(=C1C(C(C(=O)O)N)O)F,1 62 103 220 227 237 298 378 389 650 699 727 786 807 1139 1171 1208 1380 1414 1535 1586 1603 1622 1750 1827 1840 1844 1866 1873 1917 1928,C1=CN=CC(=C1C(C(C(=O)O)N)O)F
68,CC1=CC(=CS1)C2=C(C=CC=N2)NC(=O)CC3=CSC=C3,14 41 80 214 234 323 325 378 448 552 571 650 675 721 730 807 875 885 987 1043 1057 1088 1118 1152 1160 1224 1380 1452 1492 1508 1512 1567 1606 1696 1722 1750 1754 1756 1760 1769 1816 1861 1866 1873 1892 1917 1948,CC1=CC(=CS1)CC(=O)NC2=C(N=CC=C2)C3=CSC=C3
69,CCOC1=C(C=C(C=C1)C(=O)NCC2=CC=C(C=C2)CN3CCCCC3)[N+](=O)[O-],2 80 94 197 237 255 265 294 310 311 354 425 486 526 638 650 695 715 716 753 784 807 813 838 875 880 926 935 1028 1057 1152 1195 1238 1269 1380 1385 1422 1452 1480 1573 1683 1697 1750 1754 1765 1771 1791 1873 1917 1963 1970 1998,CCOC1=C(C=C(C=C1)C(=O)NCC2=CC=C(C=C2)CN3CCCCC3)[N+](=O)[O-]
