id,SMILES_input,fingerprints_input_ECFP4
21,C C ( C ) C C ( = O ) N C 1 = C C = C ( C = C 1 ) N C ( = O ) C C 2 = C C ( = C ( C ( = C 2 ) O C ) O C ) O C,1 41 80 115 191 249 282 283 311 325 333 613 650 684 695 730 807 841 843 875 901 1027 1057 1077 1152 1290 1380 1536 1599 1750 1754 1756 1816 1847 1873 1892 1917 1970
22,C N 1 C 2 = C ( C ( = O ) N ( C 1 = O ) C ) [C@@] ( C ( = O ) N 2 ) ( C ( F ) ( F ) F ) N S ( = O ) ( = O ) C 3 = C C = C ( C = C 3 ) Cl,70 113 114 216 314 319 328 350 400 404 502 504 561 564 566 617 650 713 715 771 816 883 935 982 1039 1057 1060 1070 1114 1145 1152 1163 1257 1258 1380 1405 1453 1476 1633 1683 1688 1750 1873 1874 1912 1928
23,C 1 C 2 C C 3 C C 1 C C ( C 2 ) ( O 3 ) C ( = O ) N,140 261 308 504 543 650 656 679 807 926 1019 1057 1060 1070 1171 1292 1446 1536 1544 1602 1697 1699 1917 1976
24,C C 1 = C C ( = C ( C 2 = C 1 C ( = O ) / C ( = C / C 3 = C C ( = C ( C = C 3 ) O C ) O C ) / O 2 ) C [NH+] 4 C C [NH+] ( C C 4 ) C ) O,25 48 80 94 104 118 140 221 249 281 314 547 615 650 656 694 695 807 820 841 875 881 926 969 1057 1183 1205 1245 1252 1294 1380 1382 1391 1476 1536 1602 1607 1608 1667 1690 1722 1729 1738 1747 1750 1810 1828 1873 1886 1904 1926 1949 1970 2003 2033 2034
25,C C ( = O ) C 1 = C C = C C = C 1 O C C S C 2 = N N C ( = N 2 ) C 3 C C C C 3,12 13 74 80 116 339 341 378 385 405 427 500 650 660 695 807 890 926 1017 1019 1028 1057 1086 1088 1114 1182 1199 1217 1325 1380 1410 1447 1452 1515 1518 1561 1614 1749 1750 1820 1855 1873 1917 1943 1970 1978 1991 2000 2004
26,C O C 1 = N C = C ( C = C 1 ) S ( = O ) ( = O ) C,311 319 350 378 413 650 692 695 715 841 997 1057 1276 1282 1380 1452 1476 1518 1535 1536 1570 1667 1750 1873 2007
27,O 1 [C@@] 2 3 [C@] ( C ( O C ( = O ) C 3 ) c 3 c o c c 3 ) ( C C C ( [C@@] 3 ( C 1 C C ( O ) C ( C 3 C C ( = O ) O C ) ( C ) C ) C ) C 2 = C ) C,35 80 141 145 188 195 226 227 284 297 314 384 396 477 549 555 650 656 695 699 706 750 760 779 783 787 797 807 841 926 940 958 967 970 1003 1004 1006 1019 1057 1060 1070 1152 1162 1249 1257 1274 1279 1288 1292 1325 1327 1366 1380 1386 1436 1630 1656 1750 1840 1843 1866 1873 1902 1917 1950 1952 1959 2034
28,C C 1 C C C 2 = C ( C 1 ) S C 3 = C 2 C ( = O ) N C ( = N 3 ) C O C ( = O ) C 4 = C ( C = C C = C 4 O C ) O C,42 54 80 83 145 146 147 162 231 249 314 356 361 373 378 427 444 485 511 586 617 639 650 675 695 703 745 750 807 841 891 926 997 1019 1039 1057 1088 1114 1148 1309 1325 1380 1410 1430 1482 1536 1687 1738 1745 1750 1825 1855 1873 1876 1917 1970 1984
29,C c 1 c c ( C N C ( = O ) N C ( C ) ( C O ) C 2 C C 2 ) c ( C ) s 1,80 103 114 115 162 197 222 255 286 313 354 392 545 650 675 721 807 820 875 926 989 1019 1048 1057 1060 1096 1152 1325 1349 1380 1393 1419 1508 1669 1722 1789 1873 1917 1923 1989 2008
30,C 1 [C@@H] 2 C C ( C [C@H] 1 C C ( C 2 ) O C ( = O ) C 3 = C C = C C 4 = C C = C C = C 4 3 ) C O C ( = O ) C 5 = C C = C C 6 = C C = C C = C 6 5,12 29 80 119 145 147 177 272 428 650 695 729 801 807 926 1005 1019 1039 1071 1087 1088 1104 1126 1136 1199 1292 1302 1310 1357 1380 1446 1447 1573 1673 1683 1750 1855 1873 1917 1976 1991
31,C C ( C ) C ( C ( = O ) O ) S C 1 = N C = C S 1,1 14 116 281 283 328 378 389 531 554 650 675 732 807 999 1057 1193 1218 1232 1380 1452 1507 1567 1773 1844 1866 1873 1917 1929 1951
32,C C ( C ) ( C ) O C ( = O ) N [C@@H] ( C C 1 = C C = C ( C = C 1 ) O C C 2 = C C = C C = C 2 ) C ( = O ) N 3 C C C [C@H] 3 C # C,1 79 80 102 107 108 114 117 193 231 242 310 322 383 389 392 446 454 650 654 674 695 718 736 745 752 807 857 915 926 935 974 1019 1028 1040 1057 1066 1088 1152 1199 1325 1380 1433 1435 1452 1480 1524 1539 1574 1750 1754 1758 1790 1859 1873 1888 1917 1977 2006 2042
33,C C C 1 = C ( C ( = O ) C = C ( N 1 C C 2 = C C = C ( C = C 2 ) O C ) C ) C ( = O ) N 3 C C N ( C C 3 ) C 4 = C C ( = C C = C 4 ) O C,49 80 85 204 294 310 314 322 335 407 496 562 586 610 650 687 695 718 781 802 807 831 833 841 875 883 926 935 942 1039 1049 1057 1088 1096 1132 1380 1480 1494 1504 1508 1536 1589 1683 1722 1750 1754 1765 1799 1825 1873 1917 1944 1972 2003 2009
34,C C ( C ) C O C ( = O ) N ( C C O ) C 1 C C 1,1 28 40 80 118 147 222 254 283 308 401 404 473 650 695 750 807 809 881 926 1019 1057 1104 1154 1263 1325 1448 1847 1917 1951
35,C O C C C N C ( = O ) C 1 = C N = C ( C = C 1 ) C ( F ) ( F ) F,8 13 80 114 197 214 265 319 378 404 426 486 490 650 667 695 715 807 809 841 1005 1057 1125 1152 1380 1385 1434 1452 1453 1535 1697 1750 1768 1873 1876 1911 1917 1928
36,C [C@@] 1 2 C S C C N 1 C ( = O ) [C@@H] ( [C@H] ( [C@@H] 2 O C ( = O ) C ( C ) ( C ) C ) O C ( = O ) C ( C ) ( C ) C ) O C ( = O ) C ( C ) ( C ) C,5 7 68 70 101 114 181 232 270 314 392 436 604 617 650 675 695 715 719 737 746 789 807 926 935 1019 1057 1060 1063 1126 1197 1274 1380 1441 1480 1637 1708 1835 1869 1899 1917 1950 1991
37,C C O [C@@H] ( C ) [C@@H] ( C ( = O ) O ) N,1 57 80 210 283 294 316 389 650 695 727 739 786 807 1057 1139 1171 1238 1241 1595 1844 1917
38,C C C 1 = C ( [C@H] ( N C ( = S ) N 1 C 2 = C C 3 = C ( C = C 2 ) O C C O 3 ) C 4 = C C = C C = C 4 F ) C ( = O ) O C,19 80 97 145 233 265 294 301 364 371 398 441 650 656 695 699 738 807 812 841 875 906 926 935 950 1000 1019 1027 1032 1035 1057 1088 1114 1152 1167 1199 1380 1427 1430 1479 1497 1529 1633 1647 1686 1717 1750 1799 1825 1840 1860 1873 1874 1898 1905 1917 1928
39,C C 1 = C C 2 = C ( C = C 1 C ) O C 3 = C ( C 2 = O ) C ( N ( C 3 = O ) C 4 = N N = C ( S 4 ) C ) C 5 = C C = C ( C = C 5 ) O C,162 171 305 314 322 343 351 378 406 417 525 650 656 665 675 695 718 781 819 831 838 841 875 879 897 935 989 1019 1057 1164 1218 1273 1279 1357 1380 1391 1427 1438 1510 1536 1549 1601 1604 1634 1648 1722 1750 1766 1803 1808 1865 1873 1922 2028
40,C C 1 = C 2 C ( = C C = C 1 ) S C ( = N 2 ) N,162 378 461 488 675 885 1039 1057 1088 1123 1166 1171 1264 1301 1380 1391 1457 1484 1605 1722 1724 1750 1855 1873 1999
41,O = c 1 n ( c 2 c c 3 c ( c c 2 ) c c c c 3 ) c ( n c 2 c 1 c c c c 2 ) C C,80 107 203 233 243 289 294 314 318 322 378 389 504 515 598 650 875 935 1057 1087 1088 1097 1199 1357 1380 1445 1446 1573 1602 1722 1750 1781 1799 1825 1855 1873 1993
42,C [Si] ( C ) ( C ) C 1 = C O C = C 1 C 2 = C C = C C = C 2,222 261 334 347 352 378 384 389 530 656 736 1057 1088 1160 1199 1380 1562 1750 1800 1873 1887 1959 1976
43,C 1 = C C = C 2 C ( = C 1 ) N = C ( C ( = N 2 ) N S ( = O ) ( = O ) C 3 = C C = C ( C = C 3 ) Cl ) N C 4 = C C = C ( C = C 4 ) C 5 = C C = C ( C = C 5 ) [N+] ( = O ) [O-],4 191 216 271 289 319 350 378 491 502 561 641 650 708 715 753 769 816 838 843 883 888 896 1070 1088 1097 1152 1160 1195 1199 1266 1270 1274 1380 1476 1524 1683 1742 1750 1809 1814 1855 1873 1921 1963 1964
44,C C C 1 = C C = C ( C = C 1 ) N C ( = O ) C O C ( = O ) [C@@H] ( C ) N 2 C ( = O ) [C@@H] 3 [C@H] 4 C C [C@@H] ( C 4 ) [C@@H] 3 C 2 = O,1 5 41 80 125 145 147 167 191 214 283 294 310 314 463 585 650 695 708 755 761 807 843 901 926 929 935 1019 1057 1077 1144 1152 1155 1292 1325 1380 1457 1499 1750 1754 1799 1816 1873 1917 1965 2004 2007 2047
45,C 1 = C C = C ( C ( = C 1 ) C S C 2 = N N = C ( S 2 ) N 3 C ( C ( = C ( C 3 = O ) O ) C ( = O ) C 4 = C C = C S 4 ) C 5 = C C = C ( C = C 5 ) Cl ) F,9 14 19 79 80 116 162 171 216 241 314 341 378 383 419 444 504 561 580 613 650 675 699 762 797 807 816 819 879 898 915 935 999 1019 1032 1068 1070 1088 1164 1199 1279 1349 1380 1389 1414 1427 1493 1521 1549 1567 1597 1601 1602 1634 1683 1750 1803 1840 1873 1917 1922 1928 2024
46,C C 1 = C ( C ( = O ) N ( N 1 C ) C 2 = C C = C C = C 2 ) N C ( = O ) C ( C ) O C ( = O ) C C 3 = C ( C = C C = C 3 Cl ) F,1 69 75 80 246 283 314 325 327 366 381 385 389 430 504 561 570 573 650 695 699 712 807 813 861 882 935 974 1032 1039 1049 1057 1088 1117 1144 1145 1152 1199 1235 1269 1380 1386 1683 1722 1736 1750 1766 1816 1825 1840 1873 1917 1928 1977 2003 2034
47,C C 1 = C C ( = C ( C = C 1 ) N C 2 = C ( C ( = N C = N 2 ) N C 3 = C ( C = C C ( = C 3 ) C ) O C ) N ) C,94 204 235 249 275 378 433 489 491 695 708 725 841 875 1013 1057 1152 1171 1224 1367 1380 1391 1442 1452 1457 1536 1542 1722 1750 1810 1823 1856 1873 1905 1970 2012 2030
48,C / C = C / [C@@H] ( C ) [C@H] 1 [C@@H] ( [C@@H] ( O C 1 = O ) [C@H] ( C ) I ) C,1 26 208 283 314 501 650 656 661 694 750 823 844 941 1019 1057 1141 1240 1296 1309 1312 1380 1403 1595 1624 1713 1885 2020 2044
49,C C ( C C ( = O ) N C 1 = C C = C ( C = C 1 ) C 2 = C S C ( = N 2 ) N C 3 = C C = C C = C 3 Cl ) C C ( C ) ( C ) C,0 1 41 80 84 114 117 191 283 311 366 378 385 392 491 517 552 561 599 650 675 702 807 825 843 896 901 974 980 997 1055 1057 1077 1088 1152 1159 1160 1199 1224 1264 1266 1290 1380 1485 1567 1575 1683 1696 1750 1787 1816 1855 1873 1917 1971
50,C 1 C N ( C C C 1 C ( = O ) N C 2 = C C ( = C C = C 2 ) F ) C ( = O ) C 3 = C C = C C = C 3 Cl,184 191 230 263 362 366 561 650 652 689 699 703 785 807 849 875 926 935 942 974 1019 1039 1088 1151 1152 1199 1218 1275 1325 1380 1447 1480 1487 1504 1670 1683 1750 1816 1837 1873 1917 1928 1991 2009
51,C 1 C [C@H] ( C ( = O ) C 1 ) O C ( = O ) C 2 = C C = C C = C 2 O C C ( = O ) N C 3 = C C = C C ( = C 3 ) C ( F ) ( F ) F,12 41 80 114 145 167 184 191 192 314 370 473 500 650 695 703 807 809 825 875 901 926 972 984 990 1019 1028 1039 1075 1088 1126 1152 1187 1199 1260 1325 1380 1410 1417 1447 1452 1453 1476 1522 1635 1721 1738 1750 1816 1873 1917 1928 1970 1991 2004 2017
52,C O C 1 = C C ( = C C ( = C 1 O C ) O C ) C ( = O ) N C C ( = O ) O C C ( = O ) C 2 = C C = C ( C = C 2 ) C 3 C C C C C 3,2 80 93 114 147 197 249 264 265 282 333 428 486 650 695 797 807 841 875 890 926 1019 1028 1038 1057 1152 1158 1279 1325 1364 1380 1385 1386 1440 1536 1548 1563 1599 1618 1693 1697 1750 1803 1873 1892 1917 1943 1970 2000 2004
53,C S ( = O ) ( = O ) N ( C C 1 = C C = C ( C = C 1 ) F ) C 2 = C C = C ( C = C 2 ) C ( = O ) N C 3 = C C = C C = C 3 C ( = O ) N 4 C C C C C C 4,2 66 80 81 90 121 214 310 350 362 369 486 507 521 650 692 699 745 807 881 926 935 942 947 960 1028 1057 1088 1096 1147 1152 1199 1224 1380 1385 1410 1447 1476 1480 1504 1665 1670 1684 1696 1697 1750 1754 1795 1816 1873 1917 1928 1991 1998 2009 2044
54,C 1 C ( C C ( C C 1 F ) Cl ) O,32 590 769 775 807 833 892 926 955 1019 1149 1203 1257 1292 1683 1917 1928 1960
55,C C C C N 1 C ( = O ) C 2 = C C = C C = C 2 N C 1 = S,80 97 119 294 314 504 557 591 650 759 794 802 935 1033 1057 1088 1114 1145 1157 1199 1299 1357 1380 1573 1620 1696 1717 1745 1750 1783 1801 1873 1882 1911
56,C [C@@H] 1 [C@@H] ( O [C@@H] ( O [C@@H] 1 C 2 = C C = C ( C = C 2 ) C O ) C 3 = C C = C ( C = C 3 ) C 4 = C C = C C ( = C 4 ) C N C ( = O ) O C C = C ) C N 5 C = N C ( = C 5 Cl ) Cl,58 80 97 147 197 217 222 254 255 310 339 378 485 557 561 610 619 650 656 694 695 732 736 746 785 807 837 875 896 908 931 932 935 940 986 1019 1039 1048 1057 1064 1066 1073 1088 1152 1160 1279 1309 1338 1366 1375 1380 1452 1455 1534 1573 1640 1645 1683 1750 1754 1758 1779 1803 1825 1873 1885 1917 1921 1955 1964 1978 1983 2007 2020
57,C C 1 C C N ( C C 1 ) C 2 = C ( C ( = O ) N 3 C = C C = C C 3 = N 2 ) C = N N C 4 = C C = C C = C 4,3 40 63 130 191 314 335 350 378 384 389 407 433 504 513 600 650 694 703 725 819 864 926 935 945 973 1019 1057 1088 1101 1148 1152 1199 1221 1309 1325 1380 1455 1472 1480 1581 1688 1750 1779 1795 1855 1867 1873 1941 1969
58,[N+] 1 ( = [N+] ( c 2 c ( c c ( c c 2 ) O C ) C C c 2 c 1 c c c ( c 2 ) O C ) [O-] ) [O-],262 322 463 665 695 715 718 781 841 875 926 1057 1236 1314 1380 1476 1536 1612 1665 1738 1750 1873 1972 1975 2038
59,C S C 1 = C ( C = C 2 C ( = C 1 ) C C N 2 C ( = O ) N C 3 = C N = C C = C 3 ) I,116 191 218 229 322 378 394 437 582 607 650 661 682 703 793 807 875 926 935 947 981 1023 1025 1043 1057 1064 1088 1152 1236 1295 1380 1384 1387 1399 1401 1480 1535 1586 1603 1683 1723 1738 1750 1816 1866 1873 1884 1888 1917
60,C O C 1 = C C = C C = C 1 N 2 C C N ( C C 2 ) C ( = O ) C [C@H] 3 C [C@H] 4 C C [C@@H] 3 C 4,5 80 115 130 226 231 249 280 373 407 585 634 650 695 760 807 841 926 935 1004 1009 1019 1057 1088 1199 1292 1295 1325 1330 1380 1410 1446 1480 1508 1536 1568 1589 1647 1750 1804 1873 1917 1939 1970 2009 2047
61,C C 1 = C C ( = C C ( = C 1 ) [Se] ) C,16 236 519 875 888 1014 1057 1380 1722 1823 1829 1873 1953
62,C O C 1 = C C = C ( C = C 1 ) O C C C N C C C O C 2 = C C = C ( C = C 2 ) O C,13 80 102 322 490 667 695 718 771 781 831 841 1004 1034 1057 1152 1322 1380 1452 1536 1750 1873 1911
63,C = C C N 1 C C C 2 = C 1 C = C ( C = C 2 ) [N+] ( = O ) [O-],80 177 650 652 694 715 716 753 838 875 926 935 940 1054 1089 1195 1236 1274 1295 1366 1380 1480 1503 1645 1738 1750 1809 1814 1820 1866 1873 1888 1940 1961 1963 1980
64,C 1 C C 2 = C C = C C = C 2 N ( C 1 ) C ( = O ) C O C ( = O ) C 3 = C ( C = C C ( = C 3 ) Br ) F,80 145 147 159 177 216 275 556 626 650 695 699 728 766 807 875 887 909 926 934 935 1009 1028 1088 1138 1157 1198 1199 1215 1236 1295 1380 1387 1480 1631 1647 1673 1708 1738 1750 1808 1840 1873 1917 1928 1991 1997 2004
65,C O C 1 = C C = C ( C = C 1 ) C 2 = N C ( = N O 2 ) C 3 = C C ( = C C = C 3 ) N,248 322 378 496 647 656 695 718 720 736 781 831 841 875 888 896 1039 1047 1057 1088 1160 1171 1245 1289 1335 1380 1385 1457 1536 1542 1631 1750 1855 1873 1910 2013
66,C C C 1 = C ( C = C C ( = N 1 ) C ( C ) C ) C 2 = C ( N = C 3 C ( = N 2 ) C ( = C N 3 [C@@H] ( C ) C C O ) C ) C C,1 80 222 225 249 283 294 323 352 361 378 394 424 427 464 473 501 541 567 598 606 680 707 738 739 805 807 855 898 925 935 1034 1057 1141 1162 1380 1391 1615 1644 1696 1722 1724 1750 1799 1800 1855 1873 1897
67,C 1 C N ( C C N 1 C C 2 = N C ( = C S 2 ) C 3 = C C = C S 3 ) C C ( = O ) N 4 C C N ( C C 4 ) C 5 = C C = C C = C 5,14 59 62 72 74 80 241 277 378 383 389 407 552 568 650 675 687 760 784 807 926 935 980 1009 1049 1056 1088 1199 1215 1264 1312 1313 1342 1380 1405 1427 1480 1508 1567 1578 1589 1750 1765 1791 1810 1825 1855 1873 1917 2009
68,C C O C ( = O ) C 1 = C ( S C ( = C 1 C ) C ( = O ) O C C ) N C ( = S ) N 2 C C N ( C C 2 ) C C 3 = C C = C C 4 = C C = C C = C 4 3,50 54 74 80 97 110 145 147 162 164 189 216 252 294 310 586 607 649 650 675 695 759 781 784 807 837 913 926 935 942 1039 1057 1087 1088 1104 1118 1152 1199 1238 1304 1349 1357 1380 1480 1573 1589 1597 1667 1722 1750 1765 1791 1792 1816 1855 1873 1917 2009
69,C C 1 = C C ( = C C = C 1 ) N C ( = O ) N C C C N 2 C C C C 2 = O,80 155 184 191 197 312 314 425 650 667 703 798 807 875 926 935 951 1013 1028 1039 1055 1057 1088 1089 1123 1138 1145 1152 1182 1374 1380 1480 1722 1738 1750 1752 1816 1823 1873 1876 1911 1917 1989 1990
70,C = C 1 C = C C 2 C 1 C C 2,35 448 455 484 547 632 848 860 926 1017 1019 1026 1083 1218 1325 1366 1380 1861 1873
71,C [C@H] 1 [C@H] ( [C@H] ( C [C@@H] ( O 1 ) O [C@H] 2 C [C@@] ( C C 3 = C 2 C ( = C 4 C ( = C 3 O ) C ( = O ) C 5 = C ( C 4 = O ) C ( = C C = C 5 ) O C ) O ) ( C ( = O ) C O ) O ) N 6 C C O C [C@@H] 6 C N ) O,5 33 34 80 121 139 202 222 249 283 298 314 352 361 422 495 505 523 550 563 587 650 656 679 687 695 722 751 807 841 842 852 895 926 935 940 950 973 981 984 1019 1039 1051 1057 1060 1070 1085 1088 1154 1171 1184 1204 1257 1292 1309 1380 1381 1410 1441 1476 1480 1487 1509 1536 1552 1583 1597 1602 1612 1628 1648 1664 1689 1721 1747 1750 1789 1815 1823 1873 1917 1921 1923 1970 1988 1997
72,C 1 = C C ( = C C = C 1 C C C 2 = C C ( = N C ( = C 2 ) C 3 = C C ( = C C ( = N 3 ) C O ) C C C 4 = C C = C ( C = C 4 ) [N+] ( = O ) [O-] ) C O ) [N+] ( = O ) [O-],80 204 222 310 378 499 650 673 715 724 753 769 807 837 838 875 980 1004 1045 1195 1200 1243 1274 1380 1452 1513 1750 1754 1809 1814 1855 1873 1963 1983
73,C N ( C ) O C 1 = C C = C C = C 1 C = O,116 271 441 650 694 695 862 881 961 1004 1057 1063 1088 1130 1163 1199 1318 1380 1410 1580 1729 1750 1873 1970
74,O = C 1 N 2 [C@] ( c 3 [nH] c 4 c ( c 3 C C 2 ) c c c c 4 ) ( [C@H] ( C C 1 C C ( = O ) N C c 1 c c ( O C ) c ( O C ) c c 1 ) C ( = O ) N 1 C C O C C 1 ) C C C 1 C C C C 1,5 11 29 38 41 68 80 83 94 114 119 120 137 140 197 246 249 255 310 314 333 352 361 484 523 591 593 596 650 656 695 713 795 807 825 832 841 875 890 926 935 950 978 1004 1019 1027 1028 1057 1060 1088 1089 1114 1115 1152 1199 1206 1245 1292 1299 1325 1357 1380 1405 1441 1480 1535 1536 1573 1611 1705 1738 1745 1746 1750 1754 1779 1783 1863 1873 1917 1962 1964 1970 2009
