id,SMILES_input,fingerprints_input_ECFP4,SMILES_out,SMILES_output_ECFP4,fingerprints_output_ECFP4,MACCS_Inv_0,MACCS_Inv_NaN,Avalon_Inv_0,Avalon_Inv_NaN,RDK4_Inv_0,RDK4_Inv_NaN,RDK4-L_Inv_0,RDK4-L_Inv_NaN,HashAP_Inv_0,HashAP_Inv_NaN,TT_Inv_0,TT_Inv_NaN,HashTT_Inv_0,HashTT_Inv_NaN,ECFP0_Inv_0,ECFP0_Inv_NaN,ECFP2_Inv_0,ECFP2_Inv_NaN,ECFP4_Inv_0,ECFP4_Inv_NaN,FCFP2_Inv_0,FCFP2_Inv_NaN,FCFP4_Inv_0,FCFP4_Inv_NaN,AEs_Inv_0,AEs_Inv_NaN,ECFP2*_Inv_0,ECFP2*_Inv_NaN,ECFP4*_Inv_0,ECFP4*_Inv_NaN,SMILES_input_canonical,SMILES_output_ECFP4_canonical,Canonical_SMILES_match_Inv_0,Canonical_SMILES_match_Inv_NaN
582,C C ( C ) N ( C C ( = O ) N C 1 = N C ( = C N 1 C 2 = C C ( = C ( C = C 2 ) O C ) O C ) C 3 = C C = C C = C 3 ) C ( = O ) C 4 = C C = C ( C = C 4 ) Cl,1 29 41 80 81 94 140 157 216 233 249 268 283 317 378 389 464 491 546 549 561 564 566 587 597 650 695 705 736 779 802 807 816 824 841 849 875 881 894 935 943 980 984 986 1057 1070 1088 1108 1152 1160 1189 1190 1199 1221 1245 1312 1380 1385 1432 1444 1476 1502 1536 1603 1683 1697 1750 1816 1825 1855 1861 1873 1917 1931 1970 1971,CC(C)N(CC(=O)NC1=NC(=CN1C2=CC(=C(C=C2)OC)OC)C3=CC=CC=C3)C(=O)C4=CC=C(C=C4)Cl,CC(C)N(CC(=O)NC1=NC(=CN1C2=CC(=C(C=C2)OC)OC)C3=CC=CC=C3)C(=O)C4=CC=C(C=C4)Cl,1 41 80 81 94 140 157 216 233 249 268 283 378 389 464 546 561 564 566 587 650 695 705 736 802 807 816 841 875 881 935 980 1057 1070 1088 1108 1152 1160 1189 1190 1199 1221 1245 1312 1380 1385 1444 1476 1502 1536 1603 1683 1697 1750 1816 1825 1855 1861 1873 1917 1931 1970 1971,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,COc1ccc(-n2cc(-c3ccccc3)nc2NC(=O)CN(C(=O)c2ccc(Cl)cc2)C(C)C)cc1OC,COc1ccc(-n2cc(-c3ccccc3)nc2NC(=O)CN(C(=O)c2ccc(Cl)cc2)C(C)C)cc1OC,1,1.0
583,C 1 = C C = C ( C = C 1 ) C [NH2+] C C C 2 = C N C 3 = C C = C C = C 3 2,80 119 214 231 328 364 372 389 420 444 476 506 676 806 840 872 948 1066 1088 1114 1143 1180 1199 1229 1243 1246 1271 1338 1349 1357 1362 1379 1380 1384 1499 1536 1551 1573 1607 1648 1657 1676 1750 1754 1783 1873 1879 1919 1937,C1=CC=C(C=C1)C[NH2+]CCC2=CNC3=CC=CC=C32,C1=CC=C(C=C1)C[NH2+]CCC2=CNC3=CC=CC=C32,80 119 328 364 389 444 476 506 806 840 1066 1088 1114 1180 1199 1229 1243 1349 1357 1362 1380 1499 1536 1573 1607 1750 1754 1783 1873 1879 1937,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,c1ccc(C[NH2+]CCc2c[nH]c3ccccc23)cc1,c1ccc(C[NH2+]CCc2c[nH]c3ccccc23)cc1,1,1.0
584,C O C 1 = C C = C ( C = C 1 ) C 2 = N N ( C ( = C 2 ) N C = O ) C 3 = N C ( = C S 3 ) C 4 = C C = C ( C = C 4 ) O C,79 132 145 260 290 322 375 378 552 623 650 675 694 695 718 755 781 803 831 841 875 896 935 952 980 1004 1057 1071 1141 1152 1160 1193 1228 1234 1264 1266 1300 1338 1384 1397 1455 1470 1536 1549 1567 1570 1601 1662 1750 1845 1852 1855 1873 1956 1971 2018 2035 2038,COC1=CC=C(C=C1)C2=CSC(=N2)N3C(=CC(=N3)ON4C(=CC(=N4)OC)NC=O)NOC,COC1=CC=C(C=C1)C2=CSC(=N2)N3C(=CC(=N3)ON4C(=CC(=N4)OC)NC=O)NOC,105 132 236 260 294 322 356 359 378 410 428 552 585 623 650 675 694 695 718 746 755 781 831 841 875 896 935 972 980 997 1004 1057 1120 1152 1160 1176 1264 1266 1300 1380 1384 1397 1536 1567 1570 1601 1633 1662 1750 1845 1852 1855 1873 1897 1956 1971 1987,79.6875,79.6875,77.1513353115727,77.1513353115727,65.3179190751445,65.3179190751445,64.66165413533834,64.66165413533834,57.861635220125784,57.861635220125784,52.4390243902439,52.4390243902439,52.4390243902439,52.4390243902439,74.28571428571429,74.28571428571429,64.86486486486487,64.86486486486487,55.75221238938053,55.75221238938053,67.12328767123287,67.12328767123287,55.75221238938053,55.75221238938053,64.86486486486487,64.86486486486487,84.375,84.375,65.57377049180327,65.57377049180327,COc1ccc(-c2csc(-n3nc(-c4ccc(OC)cc4)cc3NC=O)n2)cc1,CONc1cc(On2nc(OC)cc2NC=O)nn1-c1nc(-c2ccc(OC)cc2)cs1,0,0.0
585,C C ( = O ) C ( C / C = C / C = C ) C ( = O ) C,1 55 80 86 177 192 331 354 403 432 639 642 650 680 694 784 807 847 871 884 897 922 927 1017 1057 1092 1157 1299 1311 1356 1366 1485 1534 1539 1542 1551 1645 1746 1917,CC(=O)C(CC(/C(=C/C(C/C=C/C=C)C(=O)C)/C)/C=C(/C)\C(C/C=C/C=C)C(=O)C)C(=O)C,CC(=O)C(CC(/C(=C/C(C/C=C/C=C)C(=O)C)/C)/C=C(/C)\C(C/C=C/C=C)C(=O)C)C(=O)C,1 56 80 127 192 304 367 403 432 460 489 650 680 694 745 777 784 807 897 922 927 1017 1057 1133 1157 1356 1366 1534 1551 1635 1645 1917 1939 1966 1984,66.66666666666666,66.66666666666666,47.45762711864407,47.45762711864407,76.0,76.0,87.5,87.5,22.382671480144403,22.382671480144403,28.26086956521739,28.26086956521739,28.26086956521739,28.26086956521739,36.36363636363637,36.36363636363637,36.36363636363637,36.36363636363637,35.63218390804598,35.63218390804598,36.36363636363637,36.36363636363637,35.63218390804598,35.63218390804598,36.36363636363637,36.36363636363637,80.0,80.0,62.857142857142854,62.857142857142854,C=C/C=C/CC(C(C)=O)C(C)=O,C=C/C=C/CC(/C=C(\C)C(/C=C(/C)C(C/C=C/C=C)C(C)=O)CC(C(C)=O)C(C)=O)C(C)=O,0,0.0
586,C C C [C@@H] ( C ) N C 1 = C C = C C ( = C 1 ) C # N,1 18 41 70 80 102 191 226 283 294 305 454 561 577 674 685 687 690 703 739 790 794 798 836 856 875 895 979 1002 1039 1040 1057 1088 1136 1152 1243 1255 1327 1350 1380 1384 1450 1627 1724 1734 1750 1824 1873 1925 1975 2018 2027,CCCC(C)NC(C)CCC1=C(C(=C1C#N)C(C)NC(C)CCC)C(C)NC(C)NC2=CC=CC(=C2)C#N,CCCC(C)NC(C)CCC1=C(C(=C1C#N)C(C)NC(C)CCC)C(C)NC(C)NC2=CC=CC(=C2)C#N,1 59 80 82 92 97 102 191 283 294 305 474 674 690 703 739 790 794 798 875 878 895 908 911 979 1004 1039 1057 1088 1136 1152 1165 1243 1247 1255 1327 1380 1384 1525 1533 1627 1734 1750 1753 1803 1824 1836 1873 1975 2018,62.857142857142854,62.857142857142854,43.65079365079365,43.65079365079365,44.44444444444444,44.44444444444444,45.28301886792453,45.28301886792453,22.839506172839506,22.839506172839506,27.27272727272727,27.27272727272727,27.27272727272727,27.27272727272727,36.84210526315789,36.84210526315789,36.84210526315789,36.84210526315789,34.90566037735849,34.90566037735849,36.84210526315789,36.84210526315789,34.90566037735849,34.90566037735849,36.84210526315789,36.84210526315789,75.0,75.0,57.692307692307686,57.692307692307686,CCC[C@@H](C)Nc1cccc(C#N)c1,CCCC(C)NC(C)CCC1=C(C(C)NC(C)Nc2cccc(C#N)c2)C(C(C)NC(C)CCC)=C1C#N,0,0.0
587,C C ( C C C 1 = C C = C O 1 ) N C ( = O ) C C 2 = C N = C ( S 2 ) C 3 = C ( C = C C = C 3 Cl ) Cl,1 41 80 97 117 144 162 184 189 210 283 322 325 366 378 432 442 474 527 536 561 567 597 650 656 675 714 739 782 787 807 842 974 994 1004 1005 1039 1057 1088 1109 1112 1152 1233 1243 1259 1263 1266 1291 1322 1372 1380 1409 1428 1439 1452 1466 1518 1535 1572 1580 1658 1683 1695 1747 1750 1873 1886 1917 1926 1934 2018,CC(CCC1=CC=CO1)NC(=O)CC2=CN=C(S2)C3=C(C=CC=C3Cl)Cl,CC(CCC1=CC=CO1)NC(=O)CC2=CN=C(S2)C3=C(C=CC=C3Cl)Cl,1 41 80 97 117 162 184 210 283 322 325 366 378 474 561 567 597 650 656 675 739 782 787 807 974 994 1004 1039 1057 1088 1152 1190 1233 1243 1380 1409 1439 1452 1466 1518 1535 1572 1683 1695 1747 1750 1873 1917 1926 1934 2018,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,CC(CCc1ccco1)NC(=O)Cc1cnc(-c2c(Cl)cccc2Cl)s1,CC(CCc1ccco1)NC(=O)Cc1cnc(-c2c(Cl)cccc2Cl)s1,1,1.0
588,C N 1 C = C ( C = N 1 ) C 2 = C C ( = N N 2 C C ( = O ) N C 3 C C 3 ) C 4 = C N ( N = C 4 ) C,9 41 43 46 80 120 124 158 159 198 220 223 298 327 378 387 391 450 464 531 590 650 672 680 773 807 875 892 922 926 935 980 1019 1033 1044 1053 1057 1110 1141 1143 1145 1152 1160 1202 1212 1299 1312 1321 1325 1380 1405 1499 1535 1634 1642 1655 1692 1754 1835 1858 1873 1897 1917 1928 1956 2039,[3H]C1=CC(=CN1C)C2=CC(=NN2CC(=O)NC3CC3)C4=CN(N=C4)C(=O)C(=O)N5C=C(C=N5)C6=CN(N=C6)C,[3H]C1=CC(=CN1C)C2=CC(=NN2CC(=O)NC3CC3)C4=CN(N=C4)C(=O)C(=O)N5C=C(C=N5)C6=CN(N=C6)C,9 14 41 43 46 80 94 158 304 327 354 378 387 447 464 590 626 650 672 787 807 875 892 922 926 935 950 980 1019 1057 1099 1110 1141 1145 1152 1160 1299 1312 1325 1346 1380 1433 1535 1634 1639 1642 1655 1692 1750 1754 1760 1762 1858 1873 1897 1898 1917 1956,90.38461538461539,90.38461538461539,87.09677419354838,87.09677419354838,69.02654867256636,69.02654867256636,72.8395061728395,72.8395061728395,54.46685878962536,54.46685878962536,57.14285714285714,57.14285714285714,57.14285714285714,57.14285714285714,61.53846153846154,61.53846153846154,59.49367088607595,59.49367088607595,56.14035087719298,56.14035087719298,61.53846153846154,61.53846153846154,58.92857142857143,58.92857142857143,59.49367088607595,59.49367088607595,80.0,80.0,74.13793103448276,74.13793103448276,Cn1cc(-c2cc(-c3cnn(C)c3)n(CC(=O)NC3CC3)n2)cn1,[3H]c1cc(-c2cc(-c3cnn(C(=O)C(=O)n4cc(-c5cnn(C)c5)cn4)c3)nn2CC(=O)NC2CC2)cn1C,0,0.0
589,C C 1 = N N = C ( S 1 ) S C [C@H] 2 C [C@H] ( O [C@H] ( O 2 ) C 3 = C C = C ( C = C 3 ) C 4 = C C = C C = C 4 C N ) C 5 = C C = C ( C = C 5 ) C O,47 58 67 74 80 116 162 222 268 282 305 310 336 341 352 419 454 466 490 586 656 665 675 690 723 796 797 807 837 848 860 896 926 981 984 999 1019 1027 1046 1057 1073 1082 1083 1088 1147 1160 1164 1171 1188 1199 1253 1272 1279 1292 1317 1338 1350 1380 1391 1414 1420 1510 1514 1534 1597 1640 1719 1722 1727 1748 1750 1754 1803 1825 1873 1921 1947 1950 2035,CC1=C(SC(=N1)SC[C@@H]2C[C@@H](O[C@@H](O2)C3=CC=C(C=C3)C4=CC=CC=C4C5=CC=C(C=C5)[C@@H]6O[C@@H](C=C[Se]6)C7=CC=C(C=C7)CO)C8=CC=C(C=C8)CN)CN,CC1=C(SC(=N1)SC[C@@H]2C[C@@H](O[C@@H](O2)C3=CC=C(C=C3)C4=CC=CC=C4C5=CC=C(C=C5)[C@@H]6O[C@@H](C=C[Se]6)C7=CC=C(C=C7)CO)C8=CC=C(C=C8)CN)CN,25 58 67 80 92 116 162 220 222 268 303 310 341 352 378 442 466 490 602 656 675 690 730 753 802 807 837 848 896 926 950 981 984 999 1019 1027 1039 1040 1053 1057 1073 1083 1088 1110 1160 1171 1199 1272 1279 1292 1312 1338 1370 1380 1391 1396 1534 1585 1643 1722 1727 1748 1750 1754 1766 1803 1825 1855 1873 1901 1921 1994 2035,85.45454545454545,85.45454545454545,62.9757785467128,62.9757785467128,49.43181818181818,49.43181818181818,50.0,50.0,54.079696394686906,54.079696394686906,49.6124031007752,49.6124031007752,49.6124031007752,49.6124031007752,61.40350877192983,61.40350877192983,57.26495726495726,57.26495726495726,51.12359550561798,51.12359550561798,60.0,60.0,54.59770114942529,54.59770114942529,57.26495726495726,57.26495726495726,72.72727272727273,72.72727272727273,57.647058823529406,57.647058823529406,Cc1nnc(SC[C@H]2C[C@@H](c3ccc(CO)cc3)O[C@@H](c3ccc(-c4ccccc4CN)cc3)O2)s1,Cc1nc(SC[C@@H]2C[C@H](c3ccc(CN)cc3)O[C@H](c3ccc(-c4ccccc4-c4ccc([C@@H]5O[C@H](c6ccc(CO)cc6)C=C[Se]5)cc4)cc3)O2)sc1CN,0,0.0
590,C O C 1 = C 2 C ( = C C = C 1 ) S C ( = N 2 ) N ( C C 3 = C N = C C = C 3 ) C ( = O ) C 4 = C O C C O 4,80 117 119 162 249 261 342 347 378 437 441 443 461 463 506 507 626 645 650 656 675 695 712 726 747 783 807 841 881 883 885 895 926 930 946 950 964 1039 1043 1057 1066 1088 1123 1190 1195 1221 1227 1347 1372 1380 1410 1459 1528 1535 1536 1575 1580 1586 1589 1603 1706 1724 1750 1754 1847 1855 1858 1860 1866 1869 1873 1877 1917 1970 1991,COC1=C2C(=CC=C1)SC(=N2)N(CC3=CN=CC=C3)C(=O)C4=COCCO4,COC1=C2C(=CC=C1)SC(=N2)N(CC3=CN=CC=C3)C(=O)C4=COCCO4,80 119 162 249 261 378 437 441 461 506 507 626 645 650 656 675 695 712 747 783 807 841 881 883 885 926 930 950 964 1039 1043 1057 1066 1088 1123 1195 1221 1363 1372 1380 1410 1528 1535 1536 1575 1586 1589 1603 1706 1724 1750 1754 1855 1858 1860 1866 1873 1877 1917 1970,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,COc1cccc2sc(N(Cc3cccnc3)C(=O)C3=COCCO3)nc12,COc1cccc2sc(N(Cc3cccnc3)C(=O)C3=COCCO3)nc12,1,1.0
591,C C 1 = C C = C C = C 1 N 2 C ( = N N = C 2 S C ( C ) C 3 = N C ( = N C ( = N 3 ) N ( C ) C ) N ) C 4 = C N = C C = C 4,1 57 63 77 93 116 257 277 283 328 376 378 380 409 437 503 599 638 701 722 736 747 748 881 920 935 965 1007 1023 1043 1057 1088 1153 1160 1163 1164 1169 1171 1181 1191 1199 1240 1273 1295 1309 1380 1391 1398 1422 1449 1457 1477 1507 1508 1529 1535 1586 1603 1647 1667 1673 1700 1722 1724 1741 1750 1810 1814 1818 1848 1855 1858 1866 1873 1880 1911 1955 1993 1999 2005 2012 2018,CC1=CC=CC=C1N2C(=NN=C2[Se]C3=NC(=NC(=N3)N(C)C)N)N(C4=NC(=NC(=N4)N)N)C(C)SC5=NC6=C(N5C7=CC=CC=C7C)N=C(N6)N,CC1=CC=CC=C1N2C(=NN=C2[Se]C3=NC(=NC(=N3)N(C)C)N)N(C4=NC(=NC(=N4)N)N)C(C)SC5=NC6=C(N5C7=CC=CC=C7C)N=C(N6)N,1 57 116 158 217 263 281 283 292 334 378 380 409 417 568 599 632 697 701 747 881 935 937 940 982 987 1051 1057 1069 1088 1114 1152 1163 1164 1171 1192 1199 1224 1240 1295 1309 1365 1369 1380 1391 1422 1457 1507 1570 1613 1616 1647 1696 1700 1722 1724 1745 1750 1776 1855 1873 1885 1909 1972 1993 1999 2001 2029,87.03703703703704,87.03703703703704,63.68286445012787,63.68286445012787,37.91208791208791,37.91208791208791,37.79527559055118,37.79527559055118,40.71550255536627,40.71550255536627,34.58646616541353,34.58646616541353,35.60606060606061,35.60606060606061,60.78431372549019,60.78431372549019,51.85185185185185,51.85185185185185,40.60606060606061,40.60606060606061,53.271028037383175,53.271028037383175,43.20987654320987,43.20987654320987,50.45871559633027,50.45871559633027,58.139534883720934,58.139534883720934,39.325842696629216,39.325842696629216,Cc1ccccc1-n1c(SC(C)c2nc(N)nc(N(C)C)n2)nnc1-c1cccnc1,Cc1ccccc1-n1c([Se]c2nc(N)nc(N(C)C)n2)nnc1N(c1nc(N)nc(N)n1)C(C)Sc1nc2[nH]c(N)nc2n1-c1ccccc1C,0,0.0
592,C C 1 = C C ( = C C = C 1 ) O C C ( = O ) N C C N 2 C 3 = C ( C = N 2 ) C ( = O ) N ( C = N 3 ) C C 4 = C C = C ( C = C 4 ) F,41 43 80 90 158 192 197 219 310 314 322 378 466 504 506 541 558 562 586 597 610 650 667 669 683 695 699 803 804 807 825 836 875 932 935 968 969 1013 1039 1055 1057 1082 1088 1109 1145 1152 1164 1177 1203 1284 1321 1357 1375 1380 1410 1452 1455 1479 1501 1519 1534 1535 1600 1651 1666 1670 1683 1696 1750 1754 1765 1780 1823 1853 1872 1873 1887 1917 1928 1990 2004 2025,CC1=CC(=CC=C1)OCC(=O)NCCN2C3=C(C=N2)C(=O)N(C=N3)C4=NN=C5C(=C4)C=NN5CCNOCC(=O)NCCl,CC1=CC(=CC=C1)OCC(=O)NCCN2C3=C(C=N2)C(=O)N(C=N3)C4=NN=C5C(=C4)C=NN5CCNOCC(=O)NCCl,41 43 80 96 118 158 192 197 219 314 322 378 404 428 458 495 504 527 562 564 586 597 610 650 667 695 704 803 804 807 825 836 875 932 935 968 1013 1039 1055 1057 1086 1088 1109 1145 1152 1164 1176 1203 1205 1232 1357 1380 1452 1501 1535 1571 1658 1683 1696 1722 1750 1823 1855 1873 1887 1909 1917 1966 1986 1990 2004 2025,80.0,80.0,75.94594594594595,75.94594594594595,57.668711656441715,57.668711656441715,58.82352941176471,58.82352941176471,57.795698924731184,57.795698924731184,45.0,45.0,45.0,45.0,63.04347826086957,63.04347826086957,53.06122448979592,53.06122448979592,48.96551724137931,48.96551724137931,57.89473684210527,57.89473684210527,51.048951048951054,51.048951048951054,53.06122448979592,53.06122448979592,67.3913043478261,67.3913043478261,58.82352941176471,58.82352941176471,Cc1cccc(OCC(=O)NCCn2ncc3c(=O)n(Cc4ccc(F)cc4)cnc32)c1,Cc1cccc(OCC(=O)NCCn2ncc3c(=O)n(-c4cc5cnn(CCNOCC(=O)NCCl)c5nn4)cnc32)c1,0,0.0
593,C O C 1 = C C = C ( C = C 1 ) N ( [C@H] ( C 2 = C C = C ( C = C 2 ) F ) C ( = O ) N C 3 C C C C C 3 ) C ( = O ) C 4 = C ( C ( = N S 4 ) C ( = O ) N ) N,1 2 90 122 140 161 196 233 275 294 309 322 330 346 378 385 387 428 483 490 514 525 573 610 650 675 689 695 697 699 718 757 781 807 831 841 881 890 925 926 960 1019 1028 1057 1096 1102 1152 1171 1221 1298 1325 1365 1369 1371 1380 1400 1410 1457 1462 1507 1531 1536 1557 1565 1575 1634 1655 1670 1750 1790 1853 1861 1868 1917 1928 1985 2042,COC1=CC=C(C=C1)N(C(C2=CC=C(C=C2)F)C(=O)NC3CCCCC3)C(=O)C4=C(C(=NS4)C(=O)N)N,COC1=CC=C(C=C1)N(C(C2=CC=C(C=C2)F)C(=O)NC3CCCCC3)C(=O)C4=C(C(=NS4)C(=O)N)N,1 2 90 122 140 275 294 309 322 330 346 378 385 387 428 483 490 514 573 610 650 675 689 695 699 718 781 807 831 841 881 890 926 960 1019 1028 1057 1096 1102 1152 1171 1221 1298 1325 1365 1369 1380 1410 1457 1536 1557 1565 1634 1655 1670 1750 1790 1853 1861 1873 1917 1928 1985,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,COc1ccc(N(C(=O)c2snc(C(N)=O)c2N)[C@@H](C(=O)NC2CCCCC2)c2ccc(F)cc2)cc1,COc1ccc(N(C(=O)c2snc(C(N)=O)c2N)C(C(=O)NC2CCCCC2)c2ccc(F)cc2)cc1,0,0.0
594,C C ( C ) ( C ) C 1 = C C = C ( C = C 1 ) C 2 C C 2 C ( = O ) N / N = C \ C 3 = C C = C ( C = C 3 ) O C ( = O ) C 4 = C C = C O 4,25 33 114 124 145 148 173 204 209 230 270 309 318 322 372 455 474 490 621 622 640 650 656 689 694 695 718 725 742 766 787 789 806 807 837 856 864 866 924 926 1019 1043 1057 1066 1088 1152 1164 1233 1279 1292 1296 1309 1339 1368 1380 1417 1446 1556 1665 1671 1729 1750 1754 1803 1830 1867 1873 1883 1905 1917 1926 2033 2035,CC(C)(C)C1=CC=C(C=C1)C2CC(C3C2CC(OO)C4=CC=C(C=C4)C(C)(C)C)C(=O)N/N=C/C5=CC=C(C=C5)OC(=O)C6=CC=CO6,CC(C)(C)C1=CC=C(C=C1)C2CC(C3C2CC(OO)C4=CC=C(C=C4)C(C)(C)C)C(=O)N/N=C/C5=CC=C(C=C5)OC(=O)C6=CC=CO6,InvalidSMILE,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,CC(C)(C)c1ccc(C2CC2C(=O)N/N=C\c2ccc(OC(=O)c3ccco3)cc2)cc1,InvalidSMILE,0,
595,C 1 = C C 2 = C ( C ( = C 1 ) [O-] ) N C ( = C C 2 = O ) C ( = O ) [O-],55 85 86 143 209 259 271 307 310 314 365 388 650 715 750 753 771 795 807 875 1039 1088 1094 1114 1146 1226 1281 1314 1341 1357 1380 1397 1402 1419 1477 1530 1563 1568 1573 1604 1617 1710 1737 1745 1750 1753 1873 1917 1944 1994 2044,C1=CC2=C(C(=C1)[O-])NC(=CC2=O)C(=O)C3=CC(=O)C4=C(N3)C(=O)NC(=C4)C(=O)[O-],C1=CC2=C(C(=C1)[O-])NC(=CC2=O)C(=O)C3=CC(=O)C4=C(N3)C(=O)NC(=C4)C(=O)[O-],9 143 209 256 271 310 314 365 461 526 650 715 733 750 795 807 875 1039 1088 1114 1146 1226 1315 1357 1380 1402 1530 1568 1573 1581 1617 1737 1745 1750 1753 1851 1873 1917 1944 1994,74.35897435897436,74.35897435897436,65.46184738955823,65.46184738955823,68.29268292682927,68.29268292682927,69.23076923076923,69.23076923076923,37.82771535580524,37.82771535580524,45.45454545454545,45.45454545454545,45.45454545454545,45.45454545454545,51.724137931034484,51.724137931034484,51.724137931034484,51.724137931034484,51.24999999999999,51.24999999999999,51.724137931034484,51.724137931034484,47.5609756097561,47.5609756097561,51.724137931034484,51.724137931034484,90.9090909090909,90.9090909090909,77.5,77.5,O=C([O-])c1cc(=O)c2cccc([O-])c2[nH]1,O=C([O-])c1cc2c(=O)cc(C(=O)c3cc(=O)c4cccc([O-])c4[nH]3)[nH]c2c(=O)[nH]1,0,0.0
596,C C C N 1 C ( = N N = C 1 S C C ( = O ) N C 2 = C ( C ( = C ( S 2 ) C ( = O ) N ) C ) C ( = O ) O C ( C ) C ) C 3 = C S C 4 = C 3 C C C ( C 4 ) C,1 14 18 41 42 50 51 59 69 80 116 140 145 162 216 218 231 252 262 283 294 309 341 352 361 378 384 426 455 510 552 585 586 607 650 662 695 703 728 747 781 786 794 802 807 820 878 926 935 940 942 975 997 1019 1039 1057 1110 1140 1145 1148 1152 1164 1171 1191 1298 1304 1309 1325 1349 1380 1430 1434 1449 1455 1482 1506 1508 1527 1567 1611 1722 1738 1751 1815 1816 1825 1842 1853 1873 1916 1917 1950 1959 1970 1978,CCCN1C(=NN=C1SCC(=O)NC2=C(C(=C(S2)C(=O)N)C)C(=O)OC(C)C)C3=CSC4=C3CCC(C4)C,CCCN1C(=NN=C1SCC(=O)NC2=C(C(=C(S2)C(=O)N)C)C(=O)OC(C)C)C3=CSC4=C3CCC(C4)C,1 14 41 42 50 59 69 80 116 140 145 162 216 231 252 262 283 294 309 341 352 361 378 384 455 510 552 585 586 607 650 675 695 703 747 781 794 802 807 820 878 926 935 942 975 997 1019 1057 1140 1145 1148 1152 1164 1171 1298 1304 1309 1325 1380 1430 1449 1455 1482 1506 1508 1527 1567 1611 1722 1738 1816 1825 1842 1853 1873 1917 1959 1978,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,CCCn1c(SCC(=O)Nc2sc(C(N)=O)c(C)c2C(=O)OC(C)C)nnc1-c1csc2c1CCC(C)C2,CCCn1c(SCC(=O)Nc2sc(C(N)=O)c(C)c2C(=O)OC(C)C)nnc1-c1csc2c1CCC(C)C2,1,1.0
597,C C C C C C N 1 C ( = O ) / C ( = C \ C 2 = C ( N = C 3 C ( = C C = C N 3 C 2 = O ) C ) N C C C C C ) / S C 1 = S,67 80 88 95 97 184 215 236 273 281 294 314 350 378 454 464 504 579 588 591 592 600 650 667 675 678 694 708 794 863 879 893 935 947 1025 1057 1088 1134 1143 1145 1152 1210 1342 1380 1391 1416 1423 1439 1442 1444 1470 1499 1503 1549 1613 1696 1717 1722 1750 1772 1792 1795 1855 1858 1864 1873 1904 1911 1914 1969 1971 1972 1999 2002 2018 2044,CCCCCCCCN1C(=O)/C(=C\C2=C(N=C3C(=CC=CN3C2=O)C)NCCCCC)/SC1=[Se],CCCCCCCCN1C(=O)/C(=C\C2=C(N=C3C(=CC=CN3C2=O)C)NCCCCC)/SC1=[Se],5 67 80 88 95 236 273 281 294 314 350 372 378 504 579 588 591 592 600 650 667 675 694 708 794 823 863 879 893 935 947 1057 1088 1101 1143 1145 1152 1358 1380 1391 1416 1423 1439 1444 1470 1503 1665 1696 1722 1750 1792 1795 1855 1858 1873 1911 1969 1972 1999 2044,94.44444444444444,94.44444444444444,93.42105263157895,93.42105263157895,86.39455782312925,86.39455782312925,86.11111111111111,86.11111111111111,86.13861386138613,86.13861386138613,88.05970149253731,88.05970149253731,88.05970149253731,88.05970149253731,88.57142857142857,88.57142857142857,85.91549295774648,85.91549295774648,82.35294117647058,82.35294117647058,85.91549295774648,85.91549295774648,82.35294117647058,82.35294117647058,85.91549295774648,85.91549295774648,84.61538461538461,84.61538461538461,81.81818181818183,81.81818181818183,CCCCCCN1C(=O)/C(=C\c2c(NCCCCC)nc3c(C)cccn3c2=O)SC1=S,CCCCCCCCN1C(=O)/C(=C\c2c(NCCCCC)nc3c(C)cccn3c2=O)SC1=[Se],0,0.0
