id,SMILES_input
115,Cc1ccc2n1C(=O)N(CCCCC1CCCCC1)C2=O
116,O=C(O)c1cc(S(=O)(=O)OS(=O)(=O)O)ccc1C(=O)c1ccccc1
117,COc1ccc([N+](=O)[O-])c(OCCN2c3cccc(c3)N(CCN(C)C)C(=O)c3ccccc32)c1
118,CCOC(=O)C=CBr
119,O=C(NCCCCN1CCOCC1)c1cnc2ncc3cc3c12
120,Fc1ccc(F)c(N=C2NCCS2)c1
121,O=C(O)COC(=O)c1ccc(-c2c3oc(=O)c4cc3oc24)o1
122,FC(F)(F)C(c1ccccc1)=c1nc(N2CCCCC2)n2cccc12
123,O=C(CN1CCCC1)NC=CC=c1sc2nc3ccccc3n12
124,CC(C)(c1cccc(C#N)c1)c1cccc2c(=O)c(C#N)cccc12
125,CC(C1=CC=C(Oc2ccccc2Cl)C1=O)c1cccc(Cl)c1
126,OC(C=CC=Cc1ccccc1)=CC=Cc1ccccc1
127,Cc1cc(Cl)cc(Cl)c1Cc1nnc2n1CCCN2C
128,CC(C)(C)CCc1c(C(=O)OC(C)(C)C)nc2c3ccc(c4ccccc43)n12
129,C=CC=C(c1ccc(F)cc1Cl)c1ccc(-c2ccc3c(C(=O)N4CCC4)c[nH]c3c2)oc1=O
130,O=C(NC=CC=Cc1ccc(F)cc1)c1cnncn1
131,COc1ccc2c(NC(=O)C3CN4CCN3C4=O)ccc(OC)c2c1
132,COC(=O)C(CCCSc1ccccc1)NS(=O)(=O)N1CCCCC1
133,O=C(O)c1cc(-c2cc(C(=NOc3ccccc3)c3ccccc3)cnc2C(Cl)=Cc2cccc(Cl)c2)ccc1O
134,CCSc1ccc(C(=O)N2CCCN(C(=O)CC)C2=O)c2ccccc12
135,COc1ccc(Nc2ccccc2NC(=O)Nc2ccsc2)cc1
136,O=C1NC(C(=O)[O-])CSc2nc3cc1ccc3s2
137,COC(=O)NCB(O)NC(=O)OC
138,C[N+](C)(C)CC(=O)OC(=O)C=CCCCCCCCCCCCCC(=O)[O-]
139,COC(=O)c1cc(N2CCCCC2)ncc1-c1ccc2c(O)ccc(OC)n2c1=O
140,CCCC1CCCCC1N(Cc1ccccc1C)c1ncccc1-c1nnc(-c2ccccc2)[nH]1
141,COc1ccc2c(c1)C1(C)CCCN1C2=O
142,CC(C)(C)C1(C)c2ccc3c4ccc(oc(N=C(N)N)n2)c3ccc41
143,O=C1N(c2ccccn2)CCC2CCCN12
144,CN1CCCC1Cc1cccs1
145,COc1cccc(C(=O)NC(=O)n2c3ccc4c(ccc42)cc3[N+](=O)[O-])c1C(C)=O
146,COC(=O)c1ccc(C(=O)Nc2ccccc2)c(-c2cc(OC)ccc2S(N)(=O)=O)c1
147,CC(=O)C(=CC=Cc1ccccc1)C(=O)O
148,O=C(Cn1cnnn1)NC(=O)NC(=O)Nc1ccccc1
149,O=S1(=O)OCc2c(Cl)cccc21
150,O=C(CCCCCCCCCCC[N+](=O)[O-])OC1CCCCC1
151,N#Cc1c2nc(O)nc1N(c1ccccc1)C(NC(=O)CN1CCCC1)=N2
152,Cc1ccc(C(=O)N(CCN(C)C)C(=O)C(=Cc2ccccc2Cl)Oc2ccc(O)cc2)cc1
153,COC(C=Cc1cn2c(nc3ccccc32)s1)=CC=CN=C(C)N(C(=O)c1ccc(OC)cc1)C1CC1
154,CN(CCNC(=CC=C(Br)Br)[N+](=O)[O-])CCOP(=O)=O
155,Cc1ccc2c(N3C(=O)N(Cc4ccccc4)C4CCC3C4)cccc2c1
156,CCCCCn1c(SCC(=O)O)nc(C)c1C(=O)N1CCCCC1
157,COc1cc(F)ccc1C=Cc1ccccc1O
158,CC(C)=CCCCCCCCCCCCP(=O)(O)OP(=O)=O
159,NN=C(c1ccc(Cl)cc1)c1ccc(Cl)c(Cl)c1Cl
160,O=C(OCCCC(=O)N1C(=O)CCC1=O)c1cccc(-c2ccccc2)n1
161,COC(=O)CC(=O)c1csc(-c2cccc(F)c2)n1
162,N#CN=C(C(C#N)=C1Cc2ccccc2N1c1ccccc1)N1CCCCC1
163,CCCN(CCNC(=O)c1ccccc1)c1c2ccc3c(nc(C)nc13)N2
164,C=C1C=C1S(=O)(=O)N1C(=O)C2OC3CCCCCCC(CC(C)(C)C)CC2C31
165,Cc1csc(Nc2nc3ccccc3s2)n1
166,COc1ccc(NCCN2CCCCC2)c(C(=O)N2CCN(S(=O)(=O)c3ccc(Cl)cc3)CC2)c1
167,CCOC(=O)CCSc1cc2cc(c1OC)Oc1ccccc1-2
168,O=C1OCC(CCCCCCN2CC(CCOC(=O)C3=CCC(C(=O)O)C(Cl)=C3)OC2=O)O1
169,CC(=O)N(CCSc1ccc(Cl)cc1)c1cccc(Cl)n1
170,COc1ccc(Cl)c(Sc2c3n(c(=O)[nH]c2=O)CCO3)c1
171,CNS(=O)(=O)C=Cc1cc(Nc2cc(C#N)c3ccccc3c2)ccc1Cl
172,COc1cccc(S(=O)(=O)c2ccc(C)ccccc3cc4nc-3sc4s2)c1
173,O=C(c1ccccc1)N1CCN(C(=O)c2ccccc2)C(C(=O)N2CCN3CCC2C3)C1
174,NC1=NC2=CC=C3C=CC=CC3(N1)SC(N)=N2
175,CCN(C(C)=O)C(=O)c1ccc(Br)c(OC)c1
176,CCN1c2ccc(-c3cccc(=O)n3CCCCCCCN(C)C)c1n2
177,C=C1SC=CC=C1OC
178,CC(C)=C(C(=O)OCCCCCCCCCCC(=O)O)[N+](=O)[O-]
179,CN(C)C(=S)c1ccccc1OC1=CC=C2C=c3cccc(Cl)c3=C21
180,O=C(NC1CCN(Cc2ccccc2)C1=O)N1CCCCCCC1
181,CCCN(C(=O)NC(=NC1=C(OC)c2ccccc2NS1(=O)=O)OC)c1ccc(OC)cc1
182,CC(=O)CCN(Cc1ccccc1)S(=O)(c1ccc(C)cc1)(c1ccc(Cl)cc1)N1CCCC1
183,CCCN(C(=O)c1ccccc1OC)C(=O)C(C)(C)C
184,COC(=O)c1cc(C(=O)c2cc(OC)cc([N+](=O)[O-])c2)ccc1C(=O)OCC1OC(C)C(OC(=O)c2ccccc2)C1O
185,CC1=CC2=C(C(=O)[O-])C(C(C)(C)C)C3CCCC2(C)C3(C)C1
186,CC(C)OC(=O)c1nc(N)c2ccccc2c1C#N
187,COc1cccc(S(=O)(=O)N(CCOCCCN2C(=O)c3ccnc2n3)c2ccccc2OC)c1
188,COc1c(Oc2ncc(C=C3C=NNC3=O)n2-c2ccccc2)cc(Cl)cc1C(F)(F)F
189,CCOc1ccc(C(=O)NCCN2CCCCC2)cc1
190,CN(C)CCCNCCN1C(=O)n2c3ccccc3n3nc1nc23
191,CC(C)CCN1C(=O)C2CN(CC(C(C)C(=O)Nc3nc4c(=O)c(s3)=CC=4)C2C(C)(C)C)C1=O
192,COc1ccc(Cl)cc1-n1c(=O)c2sc1nc2Nc1cccc(N2CCCCC2)c1
193,CC(C)C(=NN=C1C=CC=C1)c1ccc(Br)cc1
194,CSC(C)(C)NC(=O)N1CCN(C)CC1
195,S=C1CSc2c(sc3ccccc23)Sc2ccccc2S1
196,CCCOc1ccc2c(C(=O)[SiH2]CCC)cc3ccccc3c2c1
197,N#[N+]c1cc(Cl)ccc1SCCCCCCCCc1cccc2cc(F)ccc12
198,COc1cccc2-c3ccc(cc3C)-c(O)=c(C(=O)O)-n-2c(=O)c2cc(ccc1)ccc2OC
199,CC(C=Cc1ccc(F)cc1)=CC(=O)c1ccccc1
200,CN(C(=O)c1ccccc1)c1nc2ccncc2s1
201,CCN(C)P(=O)(Oc1ccccc1C)c1ccc(N(C)C)nc1-c1ccccc1
202,C#CC(=O)N1CCN(CCCCCCCCN(CC(=O)O)C(=O)c2ccccn2)C1=O
203,COc1ccc(C(=O)OC2CCCC2OC(=O)OC(C)(C)C)cc1OC
204,COc1ccc2c(C)ccc(NC(=O)CC3CCCOC3=O)c2c1
205,O=C1CCCCC(C2CC(=Cc3ccc(F)c(Cl)c3)C3=CC(=O)N2C3=O)N1
206,CCCN(C(=O)C(C)(C)C)c1cccc(C(=O)N2C(=O)C3CCCB(OC(C)=O)N3C(=O)C2CC)c1
207,CN(C)c1cc(Cl)ccc1N1CCCCC1
208,COC(=O)C(C)(C)OC(=O)c1ccc(OCCC(=O)OC(C)=O)s1
209,O=C(C=CC=C1CCCCCC1=O)NCCCCCC(=O)NC1CCCC1
210,CCCCC=CC1=C(C(C)(C)C)P(=O)(OP(=O)(O)O)NC1=O
211,N#CN=C(Nc1ccccc1)c1ccncc1
212,COc1ccc(C(=O)N2CCCCC2)cc1C(=O)OC(=O)CCCCC(=O)N1CCCCC1
213,CCCCCCc1nn(C)c(=O)n1CC
214,COc1cccc(-c2ccc(OC)c(S(=O)(=O)c3ccc4scc(OC)c4c3C#N)c2)c1
215,CCCCCCCCN1CCC(O)CC1CCCCC
216,COc1ccc(-c2nncn2N=C(c2ccccc2)N2CCNC(=O)C2)cc1
217,COc1ccc(C)cnc(CC(=O)C2CC2)nnn1
218,CC1(C(=O)n2c3ccc2c2cc(C(C)(C)C)ccc23)CCN(Cc2ccccc2F)C1=O
219,CN(N=c1c2c(N)nc3n1CC(=O)n23)c1ccc(C(F)(F)F)cc1
220,O=C(c1ccc(P(=O)=O)cc1)N1CCC(CCOP(=O)=O)CC1
221,CCN(CCCCN1c2ccc(cc2)S1(=O)=O)C(=O)Nc1ccsc1
222,Cc1ccc(S(=O)(=O)N(CCOc2ccc(-c3ccccc3)cc2)c2nc(C)nc3ccccc23)cc1
223,Cc1nc2ncc(-c3cc(C(F)(F)F)cc(S(C)(=O)=O)c3C(F)(F)F)cc2cc1Cl
224,C=C(C)C1=C(C)C2CCC1C(C)C2(C)C
225,COC(=O)COc1cc(OC)c(O)c(NC(=O)NC(=O)OCCNC(C)=O)n1
226,O=C1COc2ccc1c(C(=O)OCc1ccc(Cl)c(Cl)c1Cl)c2
227,CCCOC(=O)c1c(Cl)cc(Cl)c(Cl)c1Br
228,COC(=O)C(CCCOC(=O)C1CCCCC1C(C)(C)C)=C(C)COC(=O)c1ccc(F)cc1
229,CN1CCCCC1c1ccccc1C#Cc1ccc(OC(F)(F)F)cc1
230,COc1cc(Cl)ccc1CN1CCc2cc(C#N)ccc21
231,CN1CCCCCCc2nc1n(C)c2-c1ccc([N+](=O)[O-])cc1
232,CCCCCCCCN1C(=O)N(C)c2nc(=O)nc1s2
233,CCN(C)C(=O)CN(C(C)=O)C(=O)c1cc(C)ccc1C#N
234,O=C1C=CC=C1C(=O)OCCC1CCCC1
235,O=C(O)C1(Cl)C=C(Cl)C=C1Cl
236,COC(=O)c1c(I)ccc2c1SCCS2
237,CC(C)CCNC(=O)CCOc1ccc2c3ncc(nc1-2)c(=O)[nH]3
238,O=C1N2CCC(C2)N1Cc1ccc(C(F)(F)F)cc1
239,CN1C2=CC=C3N=C(N=CCC1NC3=O)N2
240,CCN1CCN(c2nc3sc2c2cc(OC)ccc32)C(=O)C1
241,COc1ccc2c(c1)C(=O)N(C(C=Cc1ccccc1)COc1ccc(Cl)cc1)C2=O
242,COC1=CC2=CC3=C1C2(C(=O)N(CC(=O)O)C(=O)CCC(=O)NC1COC(C)C1O)c1ccc(F)cc13
243,Cc1ccc(NC(=O)c2ccccc2)cc1NC(=O)N1CCCC1
244,OCCN(N=NSc1sc2nc1N2)c1ccccc1
245,C=CC(C)=C1CCC2C(CCOc3cccc(F)c3)CCC(=O)N2C1=O
246,CC1=CC=CCC1(C(=O)C(C)C1C2CCC(C)(C(C)C2=O)C1C)C1(C)CCCCC1
247,N#Cc1ccc(Cl)cc1C(=O)N1CCNC1=O
248,CCCC(=O)N(Cc1ccccc1Cl)C(=O)c1ccccc1
249,CN(C)c1ccccc1C=CC(=O)c1ccsc1C(=O)Nc1ccccc1
250,Cc1nc2nn1c1nc(NC(=O)c3cccc(CCCc4ccccc4)c3)cc-1cnc1n2CCCN1
251,CCCCN(C(=O)OCC)C(C)(C)C
252,COc1ccc(C#N)cc1OCCCc1ccc(C(=O)N2CCCCC2)c(OC)c1
253,CC1(C)CCN(CCCN2C3=Nn4c3nc(-c3ccc([N+](=O)[O-])cc3)c42)C1
254,COC(=O)CSC(=NNC(=O)c1cccc2ccccc12)N(C)C(=O)N(C)C
255,CCCCCCC(=O)NC(=O)NC(C)=O
256,O=C(Nc1cccc(F)c1)c1nc2cc(F)ccc2[nH]1
257,COc1ccc(C(F)(F)F)c(C(=Nc2nc(C(F)(F)F)ns2)N2CCCC2)c1
258,Cc1nc2c(C(=O)OC(C)C)c(C)ccc2s1
259,N=C(N)NC(=O)NC(=O)c1cc(Cl)cc2ccccc12
260,CN(C)C(=O)C(CCCc1ccccc1)c1c2c3ccc([N+](=O)[O-])cc3c3ccc-2cc13
261,CC1OC(=O)C2=C(CCCCCCCCC2)C(=O)OC2CCCCC12
262,Cc1ccccc1-c1nc2c3cc1c(=CC#N)c2n(CCN(C)C)n3
263,CCCCCCC1C(C)=C(C)C(=O)N1Cc1ccccc1OC
264,COc1ccc(C(=O)NCc2ccccc2NC(=O)NC(C)=O)cc1
265,CCCN1C(C)C(O)C1CC
266,CCC(OC(C)=O)C(=O)n1ccccc1=O
267,C#CN(CCCOC(=O)c1ccc(N(C)C)cc1)C(=O)NCc1ccc(C(=O)OCC)cc1
268,O=C(c1nn[nH]c1-c1ccc(Cl)cc1)N1CCC(O)C1OC1CCCCC1
269,O=C(Nc1ccc2oc-2n[nH]1)OC1OC(O)C(O)C1O
270,CCCCCCN1CCN(C2=C(Br)C=C2OC)C1=O
271,CCOc1cc(I)ccc1OCCN1CCCCC1
272,O=C(c1ccc2cccsc1-2)N1CCN(C(=O)C2CCN(C3CCOCC3)CC2)CC1
273,O=C(CNC(=O)c1ccccc1)c1cccccc(O)ccc1
274,O=C(COc1ccccc1)NCCN1c2cccc1n2
275,CC1(C)CCN(c2ccc([N+](=O)[O-])cc2)C(=O)O1
276,Cn1c(=O)c2n(CCC3(C)CCCC3)c1=NC(C#N)=CC=2
277,CCSC1=Nc2nccc(OC)c2CN1C(=O)N1CCCCC1
278,CC(OC(=O)c1ccco1)C(C)(C)C(C)(C)C1CCCCC1CC1CCc2ccccc2C1=O
279,Cn1c(=O)n(C)c2c3c(ccc21)NC(=O)CO3
280,COC(=O)c1ccc(C(=O)Oc2ccc(C=Cc3cccc(CC(=O)O)c3)cc2)cc1
281,O=S(=O)(Nc1nc2cc(-c3ccccc3-c3ccccc3)c1cn2)c1ccccc1
282,COc1ccc(C(=O)N2CCCN(c3nc4ccccc4c4ccccc34)C2=O)cc1
283,COC1=CC(NC(=O)COC(=O)c2ccc(O)cc2C(=O)Nc2ccccc2)=C1
284,CN(CC(=O)Nc1ccccc1NS(=O)(=O)N(C)C)c1ccccc1
285,Cn1c(=O)c2c3ccccc3[nH]c2n(CCn2c(=O)[nH]c3ccccc32)c1=O
286,CCCCN1C(=O)c2nc1n(C(=O)c1ccccn1)c(=O)n2
287,O=C1N2CCCCCN1CCCN(Cc1ccc(-c3ccccc3)[nH]1)CCCC2
288,CC(C)(C)CCN1C(=O)C(=NN2C(=O)N(c3ccc(Cl)cc3)CC2C(=O)c2ccccn2)c2cc(Cl)ccc21
289,O=C(Nc1ccccc1)Nc1cccc2c1-c1nc[nH]c1SC2
290,COc1ccccc1-c1cnc2nc1N2
291,COC(=CC=Cc1ccc(OC)cc1C(=O)NC(=O)NC(C)=O)C=C(C=Cc1ccccc1)[N+](=O)[O-]
292,COc1cccc(S(=O)(=O)N2CCCN(c3cc(OC)ccc3O)C2=O)c1
293,C=NN=NC1=C(C(=O)c2ccc(Cl)cc2)CCCC1
294,O=c1c2cccn1CCCCCCCCCC2
295,CCC1n2cccc(c2=O)C1(C)C
296,CCC(=O)n1cccc(C(=O)c2ccccc2)c1=O
297,CC(C)(C)CCN(CCCc1ccccc1)C(=O)c1cccc(-c2c3cccc2-3)c1
298,O=C(NCC1CN2CCN1CC2)NC1=CC=C2NN=C1N2
299,CN1Cc2nc(-c3c4c(=O)c5ccccc5n3CCC4)[nH]c2C1=O
300,CCC1CCN2CC1N(C(=O)C1=CC=C(C(F)(F)F)C1=CC=C(C)C)C2=O
301,O=C(c1ccc2c(ccn2CCCCCCCCCN2CCCC2)c1)N1CCC1
302,COc1cc2cc(c1)S(=O)(=O)N2C(=O)S(=O)(=O)NC(C)=O
303,N#C[N+](=O)NC1CCCC(O)C1N1C(=O)[N-]c2nnc1[nH]2
304,CN(CCN(C)c1ncc2c(n1)-c1ccccc1CC2)c1ccccc1
305,CCOCCn1c(=O)n(-c2nc3ccccc3s2)c(=S)n(C2CCCCC2)c1=O
306,CN(C(=O)c1cccc2ccccc12)c1nc2ccccc2o1
307,COc1ccc(C(=O)N(CC(=O)N2CCCC2=O)C(C)=O)cc1
308,Cc1ccccc1CN(C(=O)CC(C)(C)C)c1cc2ccc1OS2(=O)=O
309,CN(Cc1ccc(OCc2ccccc2)cc1)C(=O)c1ccccc1C(=O)Nc1ccc(C#N)cc1
310,OCC1OC(=CC(=C(I)c2ccccc2)c2ccccc2)OC1O
311,CC(C)(C)C(=O)N1CC2CCCCCC3=CC=C3N(C2)C1=O
312,COC(=O)CCCC(=O)Nc1ccc(SCC(=O)N2CCCC2)c(OC)c1
313,O=C(c1ccc(Cl)cc1-c1cccc2ccc(Cl)cc12)N1CCN2CCCCC2C1
