id,SMILES_input
69,C C 1 = C ( N = C ( O 1 ) C 2 = C C = C C = C 2 ) C C O C 3 = C 4 C N ( C C 4 = C ( C = C 3 ) C C C ( = O ) O ) C ( = O ) C C 5 C C C C C 5
70,C = C C N ( C C 1 = C C = C C = C 1 ) C ( = O ) [C@@H] 2 [C@@H] 3 C C C 4 ( [C@@H] 2 C ( = O ) N ( C 4 C ( = O ) N ( C C = C ) C N 5 C 6 = C C = C C = C 6 N = N 5 ) C C C C C O ) S 3
71,C C ( = O ) C ( C ) ( C ) C 1 = C C ( = C ( C = C 1 ) Cl ) Cl
72,C C ( C ( = O ) N C 1 ( C C C C 1 ) C ( = O ) O ) N C ( = O ) C
73,C C 1 = C C = C ( C = C 1 ) S ( = N C ( = O ) C 2 = C C = C C = C 2 ) ( = O ) N C 3 C C C C C 3
74,C C C C C C C C C C C C C / C = C / C ( C ( C O ) N C ( = O ) C C C C C C C / C = C \ C C C C C C C C ) O
75,C O C 1 = C ( C = C C ( = C 1 ) C = C 2 C ( = O ) O C ( = N 2 ) C 3 = C C = C C = C 3 ) O C ( = O ) C 4 = C C = C ( C = C 4 ) F
76,C C ( C ) C 1 = C C = C ( C = C 1 ) [C@] 2 ( C ( = O ) N ( C ( = O ) N 2 ) C C ( = O ) N C 3 = C C = C ( C = C 3 ) C ( = O ) C ) C
77,C C C 1 = C C C ( = O ) N 1
78,C C C 1 = C C ( = C C = C 1 ) N C 2 = C ( C ( = O ) C 2 = O ) C 3 = C C 4 = C ( C = C 3 ) N C ( = O ) C O 4
79,C C ( C ) ( C ) C 1 = C C = C ( C = C 1 ) C ( = O ) N C [C@H] ( C 2 = C C 3 = C ( C = C 2 ) N ( C C C 3 ) C ) N 4 C C N ( C C 4 ) C
80,C 1 [C@H] ( C [C@@H] ( [C@H] 1 C O ) F ) N 2 C = N C 3 = C 2 N = C N = C 3 Cl
81,C [C@H] ( C ( = O ) N C 1 = C C ( = C C = C 1 ) S ( = O ) ( = O ) N ( C ) C ) [NH+] 2 C C C [C@@H] 2 C 3 = C C = C N 3 C
82,C C 1 = C ( C = C ( C = C 1 ) N C ( = O ) C ( = O ) N C C C 2 = C S C ( = N 2 ) C 3 = C C ( = C C = C 3 ) F ) C
83,C C ( = O ) N C 1 = C C = C ( C = C 1 ) C ( = O ) O C C ( = O ) N C 2 = C ( C = C C ( = C 2 ) Cl ) O C 3 = C C = C C = C 3
84,C C O C 1 = C C = C C = C 1 C N C ( = O ) N C 2 = C ( C = C ( C = C 2 ) C ) C
85,C 1 = C C ( = C ( C = C 1 S ( = O ) ( = O ) O ) Cl ) N
86,C C C C 1 C C ( C 2 = C ( N 1 ) C = C C = C 2 [N+] ( = O ) [O-] ) N C = O
87,C [C@@H] 1 [C@@H] 2 C ( C [C@] 1 ( C C C ( = O ) O 2 ) C ) ( C ) C
88,C C O C ( C N 1 C ( = N C = C ( C 1 = O ) C ( = O ) O ) C 2 = C C = C ( C = C 2 ) C ) O C C
89,C C 1 = N C 2 = C C = C C = C 2 C 1 = C C 3 = C ( N ( C ( = O ) S 3 ) C C ( = O ) N C 4 = C C ( = C ( C = C 4 ) O C ) Cl ) O
90,[C@@H] ( C ( = O ) N [C@@H] ( C ( = O ) N [C@@H] ( C ( = O ) N ) C C C N C ( = N ) N ) C c 1 c c c c c 1 ) ( C c 1 c n c [nH] 1 ) N C ( = O ) C C c 1 c c c c 2 c 1 O C O 2
91,C C 1 = C ( C ( = N N 1 ) C ) C ( = S ) N C 2 = C C = C C = C 2
92,C C ( C ( = O ) N C 1 = C N = C ( C = C 1 ) N 2 C C N C ( = O ) C 2 ) S C 3 = C C = C ( C = C 3 ) O C
93,C 1 = C C = C 2 C = C 3 C 4 C 5 C ( C ( C 3 = C C 2 = C 1 ) C 6 = C C = C C = C 4 6 ) C 7 = C C = C C = C 7 C 5 = O
94,C C O C 1 = C C = C C = C 1 N 2 C ( = N N = C 2 S C C ( = O ) O C ) C 3 = C C = C O 3
95,C C 1 = C ( C = C ( C = C 1 ) C ( = O ) N C C C / C = C ( \ C 2 = C C = C ( C = C 2 ) O C C 3 = C C = C C = C 3 ) / C ( = O ) O C C 4 = C C = C C = C 4 ) C
96,C C ( N C ( = S ) [S-] ) O C = C
97,C ( C C ( = O ) N ) C ( C ( = O ) O ) N C ( = O ) C N C ( = O ) C N C ( = O ) C S
98,C C 1 = C C ( = C ( C = C 1 ) O C ) [C@@H] ( C ) N C ( = O ) [C@H] 2 C C ( = O ) N ( C 2 ) C C 3 = C C = C C = N 3
99,C 1 C N ( C C N 1 C C ( = O ) O C C ( = O ) C 2 = C C ( = C C = C 2 ) [N+] ( = O ) [O-] ) C ( C 3 = C C = C C = C 3 ) C 4 = C C = C C = C 4
100,C 1 = C C ( = C ( C = C 1 C ( = N ) N ) O ) C 2 = C C 3 = C ( O 2 ) C = C C ( = C 3 ) C ( = N ) N
101,C 1 = C C = C 2 C ( = C 1 ) N ( C ( = O ) S 2 ) C C C ( = O ) N C 3 = N O C = C 3
102,C 1 C ( N C ( S 1 ) C 2 = C C = C C = C 2 O C ( F ) ( F ) F ) C ( = O ) O
103,C C 1 = N O C 2 = C 1 C = C 3 C = C ( C ( = C C 3 = N 2 ) O C ) O C
104,C C 1 = C C ( = C C ( = C 1 Cl ) C ) O C C ( = O ) N C ( C ) C 2 C C C O 2
105,C O C ( = O ) C 1 C C 2 = C ( C N 1 ) N ( C = N 2 ) C C ( = O ) C 3 = C C = C C = C 3
106,C C ( C ) C 1 = N C ( = N O 1 ) C ( C 2 = C ( C = C C ( = C 2 ) O C ) O C ) N
107,C C 1 = C ( C ( = C ( C ( = C 1 C ) C ( = C ) C C C ( C C ( = C ) C # C ) C # C ) C 2 ( C C C ( = C ) C 2 ) C # C ) C ) C
108,C 1 C C 2 = C C = C C = C 2 N ( C 1 ) C ( = O ) C O C ( = O ) C 3 = C ( C = C C ( = C 3 ) Br ) F
109,C 1 = C C = C ( C ( = C 1 ) C ( = O ) O C C ( = O ) N ( C C C # N ) C 2 = C C = C ( C = C 2 ) F ) O
110,C C 1 = C 2 C ( = N C ( = N N 2 C ( = N 1 ) C ) C 3 = C C = C ( C = C 3 ) N C ( = O ) C 4 C C O C C 4 ) O C 5 = C C ( = C ( C ( = C 5 ) O C ) O C ) O C
111,C 1 C N ( C C N 1 C C 2 = C C = C ( C = C 2 ) Cl ) C C ( = O ) N C C 3 = C C = C C = C 3
112,C C 1 ( C C ( C C ( N 1 ) ( C ) C ) N C 2 = N C = N C ( = C 2 [N+] ( = O ) [O-] ) N C 3 = C C = N C = C 3 ) C
113,C N ( C ) S ( = O ) ( = O ) C 1 = C C ( = C ( C = C 1 ) N C C N S ( = O ) ( = O ) C ) N
114,C C C C C C C C C C C C C C C C ( = O ) O [C@@H] 1 [C@H] ( [C@@] 2 ( [C@@H] 3 C = C ( C ( = O ) [C@H] 3 C C ( = C [C@H] 2 C 4 [C@@] 1 ( [C@] 4 ( C ) C O ) O C ( = O ) C ) C O ) C ) O ) C
115,C 1 = C C = C ( C = C 1 ) C 2 = C S C ( = N 2 ) N 3 C ( = O ) C ( = N N C 4 = C C = C ( C = C 4 ) N = N C 5 = C C = C C = C 5 ) C ( = N 3 ) C 6 = C C = C ( C = C 6 ) [N+] ( = O ) [O-]
116,S ( C 1 = C ( C ( C ( C ( = O ) N 1 ) C ( = O ) O C ) c 1 c ( c c c c 1 ) C ) C # N ) C C C
117,C S ( = O ) ( = O ) N C ( C ( C 1 = C C = C C = C 1 ) C 2 = C C = C C = C 2 ) C ( = O ) N 3 C C C C 3 C ( = O ) N C C 4 = C S C ( = C 4 ) C N
118,C N ( C ) C ( = O ) [C@@H] 1 C C C N 1 C C 2 = C S C ( = N 2 ) C O C 3 = C C = C ( C = C 3 ) F
119,C C 1 = C C 2 = C ( C = C 1 C ) S C ( = N C ( = O ) C 3 C 4 = C C = C C = C 4 O C 5 = C C = C C = C 3 5 ) N 2 C C # C
120,C C ( = O ) C 1 = C C 2 = C ( C = C 1 ) O C C ( = O ) N 2 C C ( = O ) N 3 C C N ( C C 3 ) C / C = C / C 4 = C C = C C = C 4
121,C ( = O ) ( N S ( = O ) ( = O ) c 1 c ( c c ( c c 1 ) C ) c 1 c c c ( c c 1 ) C n 1 n c n c 1 ) O C ( C ) ( C ) C
122,C 1 = C C ( = C ( C = C 1 F ) C S ( = O ) ( = O ) N ) F
123,C 1 C C C 2 ( C C 1 ) C C ( = O ) N ( C ( = O ) C 2 ) C 3 = C C = C ( C = C 3 ) [N+] ( = O ) [O-]
124,C N C [Si] ( C ) ( C ) O C
125,C 1 C C ( C N ( C 1 ) C C 2 = N C ( = N O 2 ) C 3 = C C = C C = C 3 ) C N C ( = O ) C 4 = C C ( = C C = C 4 ) C ( F ) ( F ) F
126,C C 1 = C C ( = C C ( = C 1 ) N 2 C ( = O ) C 3 = C C = C C = C 3 N = C 2 S C C ( = O ) N C C 4 C C C O 4 ) C
127,C C 1 = C ( C = C C ( = C 1 ) C ( = O ) N C ( = S ) N C 2 = C C = C C = C 2 N 3 C C C C C 3 ) [N+] ( = O ) [O-]
128,C 1 C C C ( C C 1 ) [C@@H] ( C ( = O ) O C 2 C C C C 2 ) N C C C 3 = C C = C ( C = C 3 ) N 4 C ( = O ) C = C C ( = C 4 N ) C ( = O ) C 5 = C ( C = C ( C = C 5 ) F ) F
129,C O C 1 = C C = C ( C = C 1 ) / C ( = C / 2 \ C ( N ( C ( = O ) C 2 = O ) C 3 = N N = C ( S 3 ) S C C 4 = C C = C ( C = C 4 ) Cl ) C 5 = C C ( = C ( C = C 5 ) O ) O C ) / O
130,C O C ( = O ) [C@@] ( C ( F ) ( F ) F ) ( N C ( = O ) C 1 = C C = C O 1 ) N N C 2 = C C = C ( C = C 2 ) [N+] ( = O ) [O-]
131,C C ( C ) ( C ) O C ( = C 1 C = C C = C C 1 = N C ( = C ) C 2 = C C = C C = C 2 F ) O C ( C ) ( C ) C
132,C C 1 C C C 2 = C ( C 1 ) S C 3 = C 2 C ( = O ) N ( C ( = N 3 ) S C ( C ) C ( = O ) N C ) C C C 4 = C C = C C = C 4
133,c 1 c ( c c c ( c 1 ) C [C@@H] ( N C ( = O ) C C C C C C C C C C C C C C C ) C ( = O ) C P ( = O ) ( O ) O ) O C c 1 c c c c c 1
134,C 1 = C C = C ( C ( = C 1 ) C 2 = C ( C = N O 2 ) C ( = O ) O ) Br
135,C S ( = O ) ( = O ) N C 1 = C C = C ( C = C 1 ) C N 2 C ( = C C 3 = C 2 C = C ( C = C 3 ) O C C N C [C@@H] ( C 4 = C C ( = C C = C 4 ) N S ( = O ) ( = O ) C ) O ) C ( = O ) O
136,C 1 = C C = C 2 C ( = C 1 ) C = C C ( = C 2 S C 3 = C ( C = C C 4 = C C = C C = C 4 3 ) O ) O
137,P ( = O ) ( C ( N C ( = O ) O C c 1 c c c c c 1 ) C c 1 c c c c c 1 ) ( C C ( C ( = O ) N [C@H] ( C ( = O ) O ) C c 1 c [nH] c 2 c 1 c c c c 2 ) C ( C ) C ) O
138,C C C C O C ( = O ) C 1 = C C ( = C N = C 1 ) N C 2 = C C ( = C ( C = C 2 ) C ( = O ) C 3 = C C = C C = C 3 C ) Cl
139,C C 1 = C ( C ( = C C = C 1 ) C ) N C ( = O ) C N C 2 = C C ( = C C = C 2 ) N C ( = O ) C ( C ) ( C ) C
140,C C N ( C C ) C 1 = C C = C ( C = C 1 ) / C = N / N C ( = O ) C C C ( = O ) N C 2 = C ( C = C C ( = C 2 ) C ) C
141,C 1 C C C ( C C 1 ) N S ( = O ) ( = O ) C 2 = C C = C C ( = C 2 ) C ( = O ) N C 3 = C C = C ( C = C 3 ) C ( = O ) [O-]
142,C C C C ( = O ) N ( C ) C 1 C C 1
143,C C 1 = C C ( = C C = C 1 ) C N 2 C 3 = C ( N = C 2 S C C 4 = C C = C ( C = C 4 ) Cl ) N ( C ( = O ) N ( C 3 = O ) C ) C
144,C C ( C ) c 1 c ( C ( = O ) N C c 2 c c c ( F ) c ( F ) c 2 ) c 2 c c c ( O c 3 n c c s 3 ) c c 2 n 1 C c 1 c c c n c 1
145,C C 1 = C C ( = C ( O 1 ) C ) C = N C 2 = C C = C C ( = C 2 C ) C ( = O ) O
146,C C ( C ( = O ) N C ( C C C N = C ( N ) N ) C ( = O ) N C ( C C 1 = C N C 2 = C C = C C = C 2 1 ) C ( = O ) N C ( C C C ( = O ) N ) C ( = O ) O ) N
147,C 1 = C C = C ( C ( = C 1 ) / C = C \ 2 / C ( = O ) O C ( = N 2 ) C 3 = C C = C O 3 ) F
148,C N 1 C = C C = C C 1 / C = C / C 2 = C ( C = C ( C = C 2 O C ) O C ) O C
149,C 1 = C C = C ( C = C 1 ) O C ( = O ) N C 2 = C C ( = C ( C = C 2 ) S C 3 = C ( C = C ( C = C 3 ) N C ( = O ) O C 4 = C C = C C = C 4 ) C 5 = C C ( = C C = C 5 ) O ) C 6 = C C ( = C C = C 6 ) O
150,C O C 1 = C ( C ( = C C ( = C 1 ) / C = N / O ) I ) O C C # N
151,C C 1 = C ( C = C ( C = C 1 ) S C C C ( = O ) N 2 C C N ( C C 2 ) C ( = O ) C ) C
152,C C O C ( = O ) C ( C C 1 = C C = C ( C = C 1 ) O ) ( O C C ) O C C
153,C 1 C C 1 C ( = O ) N 2 C C C ( C C 2 ) N C 3 = C C ( = N C ( = N 3 ) N ) Cl
154,C C C N 1 C C N ( C C 1 ) C ( = S ) N C 2 = C C = C ( C = C 2 ) S ( = O ) ( = O ) N C 3 = N C = C C = N 3
155,C 1 = C C ( = C C = C 1 C # N ) C 2 = C C 3 = C ( N 2 ) C = C ( C = C 3 ) C # N
156,C C O C ( = O ) C 1 = C ( N C ( = O ) N C 1 C 2 = C C = C O 2 ) C S C 3 = N N = C ( N 3 C 4 = C C = C C = C 4 C ) C
157,C 1 = C ( O N = C 1 N C ( = O ) C Br ) C ( F ) ( F ) F
158,C C 1 = C ( C ( = C ( N = C 1 C ) S C C ( = O ) N C 2 = C C = C ( C = C 2 ) N 3 C C C C C 3 ) C # N ) C
159,C C 1 = C C = C C = C 1 C ( = S ) N ( C ) C ( = O ) C
160,C C ( C C C N 1 C C N ( C C 1 ) C 2 = C C = C C 3 = C C = C C = C 3 2 ) O C 4 = N C 5 = C ( C C C ( = O ) N 5 ) C = C 4
161,C 1 = C C ( = C C ( = C 1 ) Cl ) O C = O
162,C C 1 = C ( C ( = N N 1 C C 2 = C C ( = C ( C = C 2 ) Cl ) Cl ) C ) N C ( = O ) C 3 = C ( C = C ( C = C 3 ) O C ) O C
163,c 1 ( n c ( c c ( n 1 ) c 1 c c c 2 o c c ( c 2 c 1 ) C ) N [C@@H] ( C ) c 1 c c ( c c c 1 ) c 1 c n c ( n c 1 ) N 1 C C N ( C C 1 ) C C O C ) C
164,C / C ( = N \ O C ) / C 1 = C C = C S 1
165,C C 1 = C ( C = C C ( = C 1 ) N C ( = O ) C ( = C ) C ) S ( = O ) ( = O ) O
166,C C 1 = N N ( C 2 = C 1 C ( = O ) C C ( C 2 ) C 3 = C C = C ( C = C 3 ) F ) C 4 = C C = C ( C = C 4 ) Cl
167,C C N ( C C ) C 1 = C C = C ( C = C 1 ) C 2 C 3 C ( C ( = O ) N ( C 3 = O ) C 4 = C C = C ( C = C 4 ) C ( = O ) O C C ) S C 5 = C 2 S C ( = O ) N 5 C C ( = O ) N C 6 = C C = C C = C 6 C
168,C 1 C C C ( C 1 ) S ( = O ) ( = O ) C C C ( = O ) N C 2 = C C ( = C ( C = C 2 ) Cl ) C ( = O ) N
169,C C 1 = C C = C ( C = C 1 ) N 2 C ( C 3 = C ( C 2 = O ) O C 4 = C C = C C = C 4 C 3 = O ) C 5 = C C = C ( C = C 5 ) O C C 6 = C C = C C = C 6
170,C C C 1 ( C ( = O ) N ( C ( = O ) N 1 ) C C ( = O ) N C 2 = C C = C ( C = C 2 ) C 3 = C N 4 C = C S C 4 = N 3 ) C 5 = C C = C C = C 5
171,C C 1 = C C ( = C ( C = C 1 ) C ( C ) C ) O C C 2 = C C = C ( O 2 ) C ( = O ) N C 3 = N N ( C = C 3 Cl ) C C 4 = C C ( = C C = C 4 ) F
172,C 1 C C C 2 = C ( C 1 ) C 3 = C ( O 2 ) C = C C ( = C 3 ) O C C ( = O ) N C [C@@H] ( C 4 = C C = C O 4 ) [NH+] 5 C C C C 5
173,C C 1 ( C C 2 = C C = C C = C 2 C 3 = N N C ( = O ) C 3 = N 1 ) C
