id,SMILES_input
14,C C 1 ( C N ( C 1 ) N C ( = O ) N S ( = O ) ( = O ) C 2 = C C = C ( C = C 2 ) C C N C ( = O ) C 3 = C ( C = C C ( = C 3 ) Br ) O C ) C
15,C C 1 = N C = C ( C 2 = C 1 O C ( = O ) C ( = C 2 ) C 3 = N C ( = N O 3 ) C 4 = C C = C ( C = C 4 ) Br ) C O
16,C O C 1 = C ( C ( = C ( C = C 1 ) C C N C C C C C C N C C C 2 = C C = C C = C 2 ) C C C 3 = C C ( = C C = C 3 ) O C ) O C
17,C C ( C ) ( C ) C C ( C ) ( C C C C ( = O ) N O C ) C 1 = C ( C = C ( C ( = C 1 ) O ) C ( C ) ( C ) C ) O
18,C C O C ( = O ) / C = C / [C@@H] ( C C C = C ) O
19,C C 1 = C ( S C = C 1 ) C ( C 2 = C ( C = C ( C = C 2 ) O C ) Cl ) N C
20,C C 1 = C C ( = C C = C 1 ) N ( C C 2 = C C = C ( C = C 2 ) C ( = O ) N C [C@H] 3 C C C O 3 ) S ( = O ) ( = O ) C
21,C C ( C ) C C ( = O ) N C 1 = C C = C ( C = C 1 ) N C ( = O ) C C 2 = C C ( = C ( C ( = C 2 ) O C ) O C ) O C
22,C N 1 C 2 = C ( C ( = O ) N ( C 1 = O ) C ) [C@@] ( C ( = O ) N 2 ) ( C ( F ) ( F ) F ) N S ( = O ) ( = O ) C 3 = C C = C ( C = C 3 ) Cl
23,C 1 C 2 C C 3 C C 1 C C ( C 2 ) ( O 3 ) C ( = O ) N
24,C C 1 = C C ( = C ( C 2 = C 1 C ( = O ) / C ( = C / C 3 = C C ( = C ( C = C 3 ) O C ) O C ) / O 2 ) C [NH+] 4 C C [NH+] ( C C 4 ) C ) O
25,C C ( = O ) C 1 = C C = C C = C 1 O C C S C 2 = N N C ( = N 2 ) C 3 C C C C 3
26,C O C 1 = N C = C ( C = C 1 ) S ( = O ) ( = O ) C
27,O 1 [C@@] 2 3 [C@] ( C ( O C ( = O ) C 3 ) c 3 c o c c 3 ) ( C C C ( [C@@] 3 ( C 1 C C ( O ) C ( C 3 C C ( = O ) O C ) ( C ) C ) C ) C 2 = C ) C
28,C C 1 C C C 2 = C ( C 1 ) S C 3 = C 2 C ( = O ) N C ( = N 3 ) C O C ( = O ) C 4 = C ( C = C C = C 4 O C ) O C
29,C c 1 c c ( C N C ( = O ) N C ( C ) ( C O ) C 2 C C 2 ) c ( C ) s 1
30,C 1 [C@@H] 2 C C ( C [C@H] 1 C C ( C 2 ) O C ( = O ) C 3 = C C = C C 4 = C C = C C = C 4 3 ) C O C ( = O ) C 5 = C C = C C 6 = C C = C C = C 6 5
31,C C ( C ) C ( C ( = O ) O ) S C 1 = N C = C S 1
32,C C ( C ) ( C ) O C ( = O ) N [C@@H] ( C C 1 = C C = C ( C = C 1 ) O C C 2 = C C = C C = C 2 ) C ( = O ) N 3 C C C [C@H] 3 C # C
33,C C C 1 = C ( C ( = O ) C = C ( N 1 C C 2 = C C = C ( C = C 2 ) O C ) C ) C ( = O ) N 3 C C N ( C C 3 ) C 4 = C C ( = C C = C 4 ) O C
34,C C ( C ) C O C ( = O ) N ( C C O ) C 1 C C 1
35,C O C C C N C ( = O ) C 1 = C N = C ( C = C 1 ) C ( F ) ( F ) F
36,C [C@@] 1 2 C S C C N 1 C ( = O ) [C@@H] ( [C@H] ( [C@@H] 2 O C ( = O ) C ( C ) ( C ) C ) O C ( = O ) C ( C ) ( C ) C ) O C ( = O ) C ( C ) ( C ) C
37,C C O [C@@H] ( C ) [C@@H] ( C ( = O ) O ) N
38,C C C 1 = C ( [C@H] ( N C ( = S ) N 1 C 2 = C C 3 = C ( C = C 2 ) O C C O 3 ) C 4 = C C = C C = C 4 F ) C ( = O ) O C
39,C C 1 = C C 2 = C ( C = C 1 C ) O C 3 = C ( C 2 = O ) C ( N ( C 3 = O ) C 4 = N N = C ( S 4 ) C ) C 5 = C C = C ( C = C 5 ) O C
40,C C 1 = C 2 C ( = C C = C 1 ) S C ( = N 2 ) N
41,O = c 1 n ( c 2 c c 3 c ( c c 2 ) c c c c 3 ) c ( n c 2 c 1 c c c c 2 ) C C
42,C [Si] ( C ) ( C ) C 1 = C O C = C 1 C 2 = C C = C C = C 2
43,C 1 = C C = C 2 C ( = C 1 ) N = C ( C ( = N 2 ) N S ( = O ) ( = O ) C 3 = C C = C ( C = C 3 ) Cl ) N C 4 = C C = C ( C = C 4 ) C 5 = C C = C ( C = C 5 ) [N+] ( = O ) [O-]
44,C C C 1 = C C = C ( C = C 1 ) N C ( = O ) C O C ( = O ) [C@@H] ( C ) N 2 C ( = O ) [C@@H] 3 [C@H] 4 C C [C@@H] ( C 4 ) [C@@H] 3 C 2 = O
45,C 1 = C C = C ( C ( = C 1 ) C S C 2 = N N = C ( S 2 ) N 3 C ( C ( = C ( C 3 = O ) O ) C ( = O ) C 4 = C C = C S 4 ) C 5 = C C = C ( C = C 5 ) Cl ) F
46,C C 1 = C ( C ( = O ) N ( N 1 C ) C 2 = C C = C C = C 2 ) N C ( = O ) C ( C ) O C ( = O ) C C 3 = C ( C = C C = C 3 Cl ) F
47,C C 1 = C C ( = C ( C = C 1 ) N C 2 = C ( C ( = N C = N 2 ) N C 3 = C ( C = C C ( = C 3 ) C ) O C ) N ) C
48,C / C = C / [C@@H] ( C ) [C@H] 1 [C@@H] ( [C@@H] ( O C 1 = O ) [C@H] ( C ) I ) C
49,C C ( C C ( = O ) N C 1 = C C = C ( C = C 1 ) C 2 = C S C ( = N 2 ) N C 3 = C C = C C = C 3 Cl ) C C ( C ) ( C ) C
50,C 1 C N ( C C C 1 C ( = O ) N C 2 = C C ( = C C = C 2 ) F ) C ( = O ) C 3 = C C = C C = C 3 Cl
51,C 1 C [C@H] ( C ( = O ) C 1 ) O C ( = O ) C 2 = C C = C C = C 2 O C C ( = O ) N C 3 = C C = C C ( = C 3 ) C ( F ) ( F ) F
52,C O C 1 = C C ( = C C ( = C 1 O C ) O C ) C ( = O ) N C C ( = O ) O C C ( = O ) C 2 = C C = C ( C = C 2 ) C 3 C C C C C 3
53,C S ( = O ) ( = O ) N ( C C 1 = C C = C ( C = C 1 ) F ) C 2 = C C = C ( C = C 2 ) C ( = O ) N C 3 = C C = C C = C 3 C ( = O ) N 4 C C C C C C 4
54,C 1 C ( C C ( C C 1 F ) Cl ) O
55,C C C C N 1 C ( = O ) C 2 = C C = C C = C 2 N C 1 = S
56,C [C@@H] 1 [C@@H] ( O [C@@H] ( O [C@@H] 1 C 2 = C C = C ( C = C 2 ) C O ) C 3 = C C = C ( C = C 3 ) C 4 = C C = C C ( = C 4 ) C N C ( = O ) O C C = C ) C N 5 C = N C ( = C 5 Cl ) Cl
57,C C 1 C C N ( C C 1 ) C 2 = C ( C ( = O ) N 3 C = C C = C C 3 = N 2 ) C = N N C 4 = C C = C C = C 4
58,[N+] 1 ( = [N+] ( c 2 c ( c c ( c c 2 ) O C ) C C c 2 c 1 c c c ( c 2 ) O C ) [O-] ) [O-]
59,C S C 1 = C ( C = C 2 C ( = C 1 ) C C N 2 C ( = O ) N C 3 = C N = C C = C 3 ) I
60,C O C 1 = C C = C C = C 1 N 2 C C N ( C C 2 ) C ( = O ) C [C@H] 3 C [C@H] 4 C C [C@@H] 3 C 4
61,C C 1 = C C ( = C C ( = C 1 ) [Se] ) C
62,C O C 1 = C C = C ( C = C 1 ) O C C C N C C C O C 2 = C C = C ( C = C 2 ) O C
63,C = C C N 1 C C C 2 = C 1 C = C ( C = C 2 ) [N+] ( = O ) [O-]
64,C 1 C C 2 = C C = C C = C 2 N ( C 1 ) C ( = O ) C O C ( = O ) C 3 = C ( C = C C ( = C 3 ) Br ) F
65,C O C 1 = C C = C ( C = C 1 ) C 2 = N C ( = N O 2 ) C 3 = C C ( = C C = C 3 ) N
66,C C C 1 = C ( C = C C ( = N 1 ) C ( C ) C ) C 2 = C ( N = C 3 C ( = N 2 ) C ( = C N 3 [C@@H] ( C ) C C O ) C ) C C
67,C 1 C N ( C C N 1 C C 2 = N C ( = C S 2 ) C 3 = C C = C S 3 ) C C ( = O ) N 4 C C N ( C C 4 ) C 5 = C C = C C = C 5
68,C C O C ( = O ) C 1 = C ( S C ( = C 1 C ) C ( = O ) O C C ) N C ( = S ) N 2 C C N ( C C 2 ) C C 3 = C C = C C 4 = C C = C C = C 4 3
69,C C 1 = C C ( = C C = C 1 ) N C ( = O ) N C C C N 2 C C C C 2 = O
70,C = C 1 C = C C 2 C 1 C C 2
71,C [C@H] 1 [C@H] ( [C@H] ( C [C@@H] ( O 1 ) O [C@H] 2 C [C@@] ( C C 3 = C 2 C ( = C 4 C ( = C 3 O ) C ( = O ) C 5 = C ( C 4 = O ) C ( = C C = C 5 ) O C ) O ) ( C ( = O ) C O ) O ) N 6 C C O C [C@@H] 6 C N ) O
72,C 1 = C C ( = C C = C 1 C C C 2 = C C ( = N C ( = C 2 ) C 3 = C C ( = C C ( = N 3 ) C O ) C C C 4 = C C = C ( C = C 4 ) [N+] ( = O ) [O-] ) C O ) [N+] ( = O ) [O-]
73,C N ( C ) O C 1 = C C = C C = C 1 C = O
74,O = C 1 N 2 [C@] ( c 3 [nH] c 4 c ( c 3 C C 2 ) c c c c 4 ) ( [C@H] ( C C 1 C C ( = O ) N C c 1 c c ( O C ) c ( O C ) c c 1 ) C ( = O ) N 1 C C O C C 1 ) C C C 1 C C C C 1
75,C C O C 1 = C ( C = C C ( = C 1 ) / C = C / 2 \ C ( = O ) O C ( = N 2 ) C 3 = C C = C ( C = C 3 ) Cl ) O C
76,C [C@H] ( C C C C / C = C \ C O ) C C # C
77,C 1 C C C N ( C C 1 ) C C 2 = C ( C = C C ( = C 2 ) C 3 = N C = C C = N 3 ) O C C ( = O ) N C C 4 = C C ( = C C = C 4 ) F
78,C C ( = C ) [C@@H] 1 C C [C@] 2 ( [C@H] 1 [C@H] 3 C C C 4 [C@] 5 ( C C [C@@H] ( C ( [C@@H] 5 C C [C@] 4 ( [C@@] 3 ( C C 2 ) C ) C ) ( C ) C ) O ) C ) C ( = O ) O C C C C C C C C C C C ( = O ) O
79,C [N+] 1 = C ( S C 2 = C C = C C = C 2 1 ) C ( F ) ( F ) F
80,C C ( = O ) C 1 = C C = C ( C = C 1 ) N 2 C C N ( C C 2 ) C ( = O ) C 3 = C S C ( = N 3 ) C 4 = C ( C ( = C C = C 4 ) O C ) O C
81,C [N+] 1 = C ( N ( C 2 = C C ( = C ( C = C 2 1 ) Cl ) Cl ) C C C C C C ( = O ) N C C N ) / C = C / C 3 = C C = C ( C = C 3 ) N ( C 4 = C C = C C = C 4 ) C 5 = C C = C C = C 5
82,C N 1 C C N ( C C 1 ) c 1 c c c c ( c 1 ) c 1 n n c ( o 1 ) c 1 c c c c ( O C C ( = O ) N C c 2 c c c ( c c 2 ) C ( F ) ( F ) F ) c 1
83,C [C@H] ( C N 1 C = C C ( = N 1 ) C ( F ) ( F ) F ) [NH3+]
84,C C 1 C C N ( C C 1 ) C C 2 = C C = C ( C = C 2 ) C N C ( = O ) C 3 C C C N ( C 3 ) C C 4 = N C ( = N O 4 ) C 5 = C C = C ( C = C 5 ) O C
85,C C O C ( = O ) C 1 = C N = C ( N C 1 = O ) N 2 C ( = O ) C = C ( N 2 ) C ( F ) ( F ) F
86,C C N ( C C ) C C C N C ( = O ) C ( = C C 1 = C C = C ( O 1 ) C 2 = C ( C = C C ( = C 2 ) C ( F ) ( F ) F ) Cl ) N C ( = O ) C 3 = C C = C ( C = C 3 ) C
87,C C ( = O ) N C C ( C C 1 = C C = C C = C 1 ) O
88,C [C@@H] ( C N ) N 1 C C C 2 = C C = C C = C 2 C 1
89,C C ( C ) O C 1 = C ( C = C ( C = C 1 ) C N C 2 = N C = N N 2 ) Br
90,C C ( C ( C 1 = C C = C S 1 ) ( O C ) O C ) O
91,C C 1 = C C = C ( C = C 1 ) S ( = O ) ( = O ) O [C@@H] 2 [C@H] 3 C C C 4 C 2 ( C ( = O ) C 3 = C ) [C@@] 5 ( [C@H] ( [C@H] 6 [C@@] 4 ( C O 5 ) C ( = O ) C C C 6 ( C ) C ) O ) O
92,C C 1 C C C C N 1 C ( = O ) C S C 2 = N C 3 = C ( C ( = O ) N 2 C C ( C ) C 4 = C C = C C = C 4 ) S C 5 = C 3 C = C C = N 5
93,c 1 ( c ( c 2 [C@] 3 4 C [C@@H] ( [C@@H] ( C ( = C 3 [C@H] ( [C@@H] ( c 2 c c 1 ) O ) N C C 4 ) O C ) O ) O ) O ) O C
94,C C ( C ) C N ( C C 1 = C C ( = N O 1 ) C ( = O ) N C C 2 = C C ( = C C = C 2 ) Cl ) C ( = O ) C 3 = C C = C ( C = C 3 ) F
95,C 1 2 ( [C@] ( [C@@H] ( C C 1 C 1 C ( C 3 ( C ( = C C ( = O ) C C 3 ) [C@H] ( C 1 ) F ) C ) C ( C 2 ) O ) O ) ( C ( = O ) C O ) O ) C
96,C N 1 C 2 = C ( C ( = O ) N ( C 1 = O ) C ) N ( C ( = N 2 ) N N C ( = O ) C 3 = C C = C C = C 3 ) C / C = C / C 4 = C C = C C = C 4
97,C C O C ( = O ) C C C C C C ( = O ) N C 1 = C C 2 = C ( C = C 1 ) O [C@H] ( [C@H] ( C N ( C ( = O ) C 2 ) [C@H] ( C ) C O ) C ) C N ( C ) S ( = O ) ( = O ) C 3 = C C = C ( C = C 3 ) O C
98,C C 1 = C C ( = C ( C = C 1 ) C ) C C 2 = C ( N = C ( N = C 2 N 3 C C N ( C C 3 ) C ( = O ) / C = C / C 4 = C C = C C = C 4 ) C 5 = C C = C C = C 5 ) C
99,C C O P ( = O ) ( / C = C ( / C ( F ) ( F ) F ) \ F ) O C C
100,C C 1 = C ( C = C ( C = C 1 ) N C ( = O ) C O C 2 = C C = C ( C = C 2 ) F ) Br
101,C N 1 C ( = N N = C 1 [S-] ) C 2 = C C = C C = C 2 Cl
102,C [C@@H] ( N C ( = O ) c 1 c c c c c 1 c 1 c c c ( c ( F ) c 1 ) c 1 c n c ( N ) c n 1 ) C ( F ) ( F ) F
103,C O C 1 = C C ( C = C ( C 1 ) O C ) ( C C ( = O ) O C ) C ( = O ) O C
104,C C 1 = N C ( = N C = C 1 C ( = O ) N 2 C C N ( C C 2 ) C 3 = C C = C ( C = C 3 ) F ) N C C 4 = C C = C C = C 4 O C
105,C 1 C [NH2+] C C C 1 [C@@H] ( C 2 = C C = C C = C 2 ) O C 3 = C C ( = C C = C 3 ) F
106,C N 1 C ( = C N = C 1 S C C ( = O ) N ( C ) C 2 = C ( N ( C ( = O ) N C 2 = O ) C C 3 = C C = C C = C 3 ) N ) C 4 = C C = C C = C 4
107,C 1 C C C ( C C 1 ) C ( = O ) N N C ( = O ) C ( = O ) N C C 2 = C C = C O 2
108,C C ( C ) ( C ) O C ( = O ) N [C@@H] ( C C 1 = C C = C C = C 1 ) [C@H] ( C [C@H] ( C C 2 = C C = C ( C = C 2 ) C O ) C ( = O ) N [C@@H] 3 [C@@H] ( C C 4 = C C = C C = C 3 4 ) O ) O
109,C 1 = C C = C 2 C ( = C 1 ) C ( = O ) N ( C ( = N 2 ) S C C ( = O ) N C 3 = C C = C C = C 3 C ( F ) ( F ) F ) C 4 = C C = C ( C = C 4 ) Cl
110,C O C 1 = C C ( = C ( C = C 1 ) O C ) C N C ( C C C ( = O ) O ) C ( = O ) O
111,C C O C ( = O ) C 1 = C ( C 2 = C ( C = C C = C 2 S 1 ) F ) C N 3 C C N ( C C 3 ) C 4 = C C = C ( C = C 4 ) O
112,O ( c 1 c 2 c 3 c ( N ( C C c 3 c c 1 O C ) C ) c ( c 1 c 2 c c ( O C ) c ( O C ) c 1 ) C ) C
113,C 1 = C C = C 2 C ( = C 1 ) C 3 = C ( N 2 ) S C = C 3
114,C 1 O C 2 = C ( O 1 ) C = C ( C = C 2 ) C 3 = N C ( = N C = C 3 ) N C 4 = C C 5 = C ( C = C 4 ) O C O 5
115,C C 1 = C C 2 = C ( C = C 1 Cl ) C ( = C C ( = O ) O 2 ) C O C ( = O ) C 3 = C C ( = C C = C 3 ) [N+] ( = O ) [O-]
116,C O C 1 = C C ( = C ( C = C 1 ) O C ) N C ( = O ) C O C 2 = C C = C ( C = C 2 ) C ( = O ) N C 3 = C C ( = C ( C = C 3 ) O C ) Cl
117,C C ( C ) C ( C ( = O ) N C ( C C 1 = C N C 2 = C C = C C = C 2 1 ) C ( = O ) N C ( C ( C ) O ) C ( = O ) O ) N C ( = O ) C ( C C C ( = O ) O ) N
118,C O C 1 = C C = C C = C 1 O C 2 = C C = C ( C = C 2 ) N 3 C ( = O ) C C C 3 4 C ( = O ) N C ( = O ) N C 4 = O
119,C S ( = O ) ( = O ) C 1 = C C = C C = C 1 C ( = O ) N C C C 2 3 C C 4 C C ( C 2 ) C C ( C 4 ) C 3
120,C 1 C 2 C C 3 C 4 C C 5 C C ( C 1 C 3 ( C 5 ) C ( = O ) O ) C 4 ( C 2 ) C ( = O ) O
121,C [C@@H] ( C ( C = C ) ( C = C ) O [Si] ( C ) ( C ) C ( C ) ( C ) C ) O C C = C
122,C C 1 C C C 2 = C ( C 1 ) S C ( = C 2 C ( = O ) N C 3 C C S ( = O ) ( = O ) C 3 ) N C ( = O ) C O C 4 = C C = C C = C 4 Cl
123,C C O C 1 = C C = C ( C = C 1 ) C 2 = N N ( C ( = O ) C = C 2 ) C C N S ( = O ) ( = O ) C 3 = C C 4 = C ( C C C C 4 ) C = C 3
124,C C O C ( C ) O C 1 = C C ( = C ( C ( = C 1 ) O C ( C ) O C C ) P C ( = O ) C 2 = C ( C = C C = C 2 Cl ) Cl ) O C ( C ) O C C
125,[C@H] 1 ( [C@H] ( C 2 C = C C 1 C C 2 ) C ( = O ) O ) N c 1 n c ( c 2 c 3 c c ( c n c 3 [nH] c 2 ) F ) n c 2 c 1 s c c 2 C
126,C C 1 = C C = C C = C 1 O C C 2 = C C = C ( O 2 ) C ( = O ) N C 3 = C ( S C 4 = C 3 C ( = C C ( = N 4 ) C ( F ) ( F ) F ) C 5 = C C = C C = C 5 ) C ( = O ) N
127,C 1 C C 1 C ( = O ) N C C C Br
128,C C ( C ) ( C ) O C C ( C N ( C C 1 = C S C = C 1 ) C 2 C C 2 ) O
129,C [C@@H] ( C O ) [C@H] ( [C@@H] ( C ) C O C C 1 = C C = C ( C = C 1 ) O C ) O [Si] ( C C C ( C ( C ( C ( C ( C ( F ) ( F ) F ) ( F ) F ) ( F ) F ) ( F ) F ) ( F ) F ) ( F ) F ) ( C ( C ) C ) C ( C ) C
130,C O C 1 = C C = C ( C = C 1 ) C ( = C 2 C ( N ( C ( = O ) C 2 = O ) C C C [NH+] 3 C C O C C 3 ) C 4 = C C = C S 4 ) [O-]
131,C 1 = C C ( = C ( C = C 1 C O ) F ) N C 2 = C ( O C 3 = C 2 C = N C = C 3 ) C ( = O ) N O C C O
132,C C S C 1 = N N = C ( S 1 ) N C ( = O ) C 2 ( C C C C 2 ) S ( = O ) ( = O ) C 3 = C C ( = C ( C = C 3 ) C ) C
133,C [C@@H] ( C ( = O ) N C 1 = C C ( = C C = C 1 ) Cl ) O N 2 C 3 = C ( C = C C ( = C 3 ) C ( = O ) O C ) N = N 2
134,C C 1 = C ( C 2 = C C = C C = C 2 N = C 1 C 3 = C C ( = C C = C 3 ) Cl ) C ( = O ) O C ( C ) C ( = O ) C 4 = C C = C ( C = C 4 ) F
135,C O C 1 = C ( C = C C ( = C 1 ) C 2 N C C S 2 ) O
136,C 1 = C C = C ( C = C 1 ) C 2 = N N ( C ( = O ) C = C 2 ) C C N S ( = O ) ( = O ) C 3 = C C = C C = C 3 C ( F ) ( F ) F
137,C ( C C ( = O ) N ) C ( C ( = O ) O ) N C ( = O ) C N C ( = O ) C N C ( = O ) C S
138,C C 1 = C C = C C = C 1 C N 2 C = N C ( = N 2 ) N S ( = O ) ( = O ) C 3 = C C = C S 3
139,C ( C C C ( = O ) O ) C C N S ( = O ) [O-]
140,C [C@@H] 1 C C [C@H] 2 [C@@H] 1 C C C O 2
141,C C ( = O ) C 1 = C C 2 = C ( C = C 1 ) O C C ( = O ) N 2 C C ( = O ) N 3 C C N ( C C 3 ) C / C = C / C 4 = C C = C C = C 4
142,c 1 ( n c ( c 2 c ( n 1 ) c c ( c ( c 2 ) O C ) O C ) N ) N 1 C C N ( C ( = O ) C O c 2 c c c c c 2 ) C C 1
143,C 1 ( = N C ( = O ) N C ( = O ) O 1 ) N
144,c 1 ( c c c 2 c ( c 1 ) C ( = O ) C ( = O ) N 2 C c 1 c c c ( c ( c 1 ) Cl ) Cl ) N C ( = O ) C C C
145,C C C C 1 = C C = C ( C = C 1 ) C 2 = N N 3 C ( = N N = C 3 S 2 ) C 4 = C C ( = C C ( = C 4 ) C ) C
146,C C C O C ( = O ) C 1 = C C = C ( C = C 1 ) N C ( = O ) [C@@H] ( C C ) O C 2 = C C = C C = C 2
147,C 1 = C C = N C ( = C 1 ) C ( = N ) N ( C C 2 = C C = C S 2 ) C # N
148,C 1 C 2 = C N = C N 2 C S 1
149,C 1 = C C = C ( C ( = C 1 ) C N 2 C = N C ( = N 2 ) N C ( = O ) C 3 = C C ( = N N 3 ) C 4 = C C = C ( C = C 4 ) O C ( F ) F ) F
150,C C 1 = C C 2 = C ( C = C 1 ) C = C ( C ( = O ) N 2 ) C N ( C 3 C C C C 3 ) [C@@H] ( C 4 = N N = N N 4 C C 5 = C C = C ( C = C 5 ) F ) C ( C ) C
151,C 1 C C N ( C C 1 ) C 2 = C ( C = C C ( = C 2 ) [N+] ( = O ) [O-] ) C 3 = C ( C = C ( C = C 3 ) [N+] ( = O ) [O-] ) Br
152,C C 1 = C 2 C C [C@@H] ( C 2 = C C = C 1 ) N
153,C 1 = C [C@H] 2 C 3 = C ( [C@@H] 1 O 2 ) C = C 4 C 5 C = C C ( C 4 = C 3 ) O 5
154,C C O C ( = O ) C S C 1 = N N = C ( O 1 ) C 2 = C ( C 3 = C ( N = C ( N = C 3 O 2 ) C 4 = C C = C C = C 4 ) C ) N
155,C C N 1 C ( = N N ( C 1 = S ) C N ( C ) C C 2 = C C = C ( C = C 2 ) O C C ) C 3 = C C = C O 3
156,C C ( = O ) N 1 C C ( C 2 = C 1 C = C ( C = C 2 ) N ) ( C ) C
157,C = C C N 1 [C@H] ( C ( = O ) N ( [C@H] ( C 1 = O ) C O C C 2 = C C = C C = C 2 ) C C 3 = C N ( N = N 3 ) [C@@H] ( C C 4 = C C = C C = C 4 ) C O ) C C 5 = C C = C ( C = C 5 ) Br
158,C C ( C ) N ( C C ( = O ) N 1 C C C C C 1 C 2 = N C ( = N O 2 ) C 3 = C C ( = C C = C 3 ) Cl ) C ( = O ) C 4 = C C = C ( C = C 4 ) C ( C ) ( C ) C
159,C [C@@] 1 ( C [C@H] ( N ( C 1 ) C ( = O ) C N C 2 C C N ( C C 2 ) C [C@@H] 3 [C@@H] ( [C@@H] 4 [C@H] ( O 3 ) O C ( O 4 ) ( C ) C ) O ) C # N ) F
160,C 1 C [C@@] ( N C 1 = O ) ( C C C ( = O ) N C C N 2 C = C C 3 = C C = C C = C 3 2 ) C C 4 = C C 5 = C C = C C = C 5 C = C 4
161,C 1 C C C ( C C 1 ) N C ( = O ) N C ( = O ) C O C ( = O ) [C@H] 2 C C 3 = C ( C = C C ( = C 3 ) Cl ) O C 2
162,C S ( = O ) ( = O ) N ( C C ( = O ) N 1 C C N ( C C 1 ) C 2 = C C = C ( C = C 2 ) F ) C 3 = C C = C C = C 3 F
163,C 1 C / C = C \ C C C ( C 1 ) O C C ( = O ) O
164,C C 1 = C ( C = C C ( = C 1 C ) O C ) C N [C@@H] 2 C [C@H] ( N ( C 2 ) C ( C ) C ) C ( = O ) N C C C 3 = C C = C C = C 3 F
165,C C [C@@H] ( C 1 = N N = N N 1 C C 2 = C C = C ( C = C 2 ) F ) N ( C C 3 = C C = C C = C 3 ) C C 4 = C C 5 = C ( C = C C ( = C 5 ) C ) N C 4 = O
166,C C 1 = C ( C ( = C ( C ( = C 1 C ) C ( = C ) C C C ( C C ( = C ) C # C ) C # C ) C 2 ( C C C ( = C ) C 2 ) C # C ) C ) C
167,C C ( C ) ( C ) O C ( = O ) N [C@@H] ( C C ( = O ) O C C 1 = C C = C C = C 1 ) C ( = O ) N 2 C C N ( C C 2 ) C 3 = C C = C C = N 3
168,C 1 C N ( C 2 = N C 3 = C C = C C = C 3 C ( = C 2 1 ) N C ( = O ) C 4 = C ( C = C C = C 4 F ) C ( F ) ( F ) F ) C C 5 = C C = C C = C 5
169,C C 1 = C ( N = N N 1 C 2 = N O N = C 2 N ) C ( = O ) N N = C C 3 = C C = C ( C = C 3 ) F
170,C C 1 ( C ( C 1 ( C ) C ) C ( = O ) N 2 C C C ( C C 2 ) C 3 = N C ( = C S 3 ) C ( = O ) N ( C ) C C ( = O ) O C ( C ) ( C ) C ) C
171,N c 1 c ( Br ) c c ( Br ) c 2 n s n c 1 2
172,C C 1 = C C ( = C C ( = C 1 ) O [C@H] ( C ) C ( = O ) N 2 C C O C C 2 ) C
173,C 1 = C C ( = C C ( = C 1 ) Br ) N C ( = O ) C S C C 2 = C C = C S 2
174,C C 1 = C ( C = C C = C 1 N C ( = O ) C 2 = C O C 3 = C 2 C = C ( C = C 3 ) [N+] ( = O ) [O-] ) C ( = O ) O
175,C O C 1 = C ( C = C ( C = C 1 ) / C = N \ N 2 C = N C 3 = C ( C 2 = O ) N C 4 = C 3 C = C ( C = C 4 ) F ) C S C 5 = C C = C C = N 5
176,C C O C 1 = C C = C ( C = C 1 ) / C = C \ 2 / C ( = O ) N ( C ( = S ) S 2 ) C C ( = O ) N 3 C C N ( C C 3 ) C ( = O ) O C C
