id,SMILES_input,fingerprints_input_ECFP4,SMILES_output_ECFP4,fingerprints_output_ECFP4,MACCS_Inv_0,MACCS_Inv_NaN,Avalon_Inv_0,Avalon_Inv_NaN,RDK4_Inv_0,RDK4_Inv_NaN,RDK4-L_Inv_0,RDK4-L_Inv_NaN,HashAP_Inv_0,HashAP_Inv_NaN,TT_Inv_0,TT_Inv_NaN,HashTT_Inv_0,HashTT_Inv_NaN,ECFP0_Inv_0,ECFP0_Inv_NaN,ECFP2_Inv_0,ECFP2_Inv_NaN,ECFP4_Inv_0,ECFP4_Inv_NaN,FCFP2_Inv_0,FCFP2_Inv_NaN,FCFP4_Inv_0,FCFP4_Inv_NaN,AEs_Inv_0,AEs_Inv_NaN,ECFP2*_Inv_0,ECFP2*_Inv_NaN,ECFP4*_Inv_0,ECFP4*_Inv_NaN
11,c1ccc(-c2ccnc(NC3CCC4CCC3C4)n2)cc1,130 155 300 378 389 585 712 736 787 926 980 1019 1085 1088 1152 1160 1199 1292 1325 1380 1403 1423 1446 1452 1568 1582 1589 1671 1750 1819 1855 1866 1873 1952 1964 1971 2036 2047,C1CC2CC1CC2NC3=NC=CC(=N3)C4=CC=CC=C4,130 373 378 389 585 712 727 736 787 926 980 995 1019 1085 1088 1152 1160 1199 1292 1325 1380 1403 1423 1446 1452 1568 1582 1589 1671 1750 1819 1855 1866 1873 1964 1971 2036 2047,96.96969696969697,96.96969696969697,84.81012658227847,84.81012658227847,100.0,100.0,100.0,100.0,84.66257668711657,84.66257668711657,81.25,81.25,81.25,81.25,95.23809523809523,95.23809523809523,90.69767441860465,90.69767441860465,83.5820895522388,83.5820895522388,95.23809523809523,95.23809523809523,92.1875,92.1875,90.69767441860465,90.69767441860465,100.0,100.0,85.36585365853658,85.36585365853658
12,CN1C(=O)C2=CC=C(Br)CC(CC2)C1=O,5 118 231 296 314 358 406 425 456 650 690 728 762 798 879 926 935 936 987 1019 1057 1145 1249 1325 1380 1631 1737 1738 1873 1953 1963 2000,CN1C(=O)CC2CCC(=CC=C(C2)C1=O)Br,231 296 309 314 361 425 456 650 652 728 798 844 879 926 935 987 1019 1042 1057 1145 1232 1249 1304 1318 1325 1380 1446 1631 1636 1737 1738 1873 1953,92.6829268292683,92.6829268292683,77.43589743589745,77.43589743589745,96.29629629629629,96.29629629629629,100.0,100.0,57.04225352112676,57.04225352112676,50.0,50.0,50.0,50.0,93.75,93.75,82.35294117647058,82.35294117647058,60.37735849056604,60.37735849056604,93.75,93.75,77.08333333333334,77.08333333333334,82.35294117647058,82.35294117647058,82.6086956521739,82.6086956521739,54.761904761904766,54.761904761904766
13,CC(=O)Nc1ccc(N(C)C(=O)c2ccccc2)c(Nc2ccccc2O)n1,46 54 245 378 389 491 587 650 708 807 843 849 881 967 1017 1057 1088 1099 1152 1163 1199 1220 1221 1224 1380 1385 1602 1607 1696 1726 1750 1758 1801 1816 1831 1855 1873 1905 1917 1929 1982 1985 2014 2018 2029,CC(=O)NC1=NC(=C(C=C1)N(C)C(=O)C2=CC=CC=C2)NC3=CC=CC=C3O,46 54 245 378 389 491 587 650 708 807 843 849 881 967 1017 1057 1088 1099 1152 1163 1199 1220 1221 1224 1380 1385 1602 1607 1696 1726 1750 1758 1801 1816 1831 1855 1873 1905 1917 1929 1982 1985 2014 2018 2029,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
14,Nc1cccc2c(=O)n(CCCCCCN3CCCCC3)ncc12,2 43 80 90 158 275 313 314 378 494 504 650 653 804 893 910 926 935 1028 1039 1088 1109 1143 1145 1171 1357 1367 1380 1422 1457 1480 1482 1535 1573 1750 1791 1873 1911 1927 1998 2016,C1CCN(CC1)CCCCCN2C(=O)C3=C(C=N2)C(=CC=C3)N,2 43 80 90 158 275 313 314 378 494 504 650 653 804 893 910 926 935 1028 1039 1088 1109 1143 1145 1171 1357 1367 1380 1422 1457 1480 1482 1535 1573 1750 1791 1873 1911 1927 1998 2016,100.0,100.0,99.53703703703704,99.53703703703704,100.0,100.0,100.0,100.0,95.1219512195122,95.1219512195122,97.72727272727273,97.72727272727273,97.72727272727273,97.72727272727273,95.83333333333334,95.83333333333334,95.83333333333334,95.83333333333334,95.71428571428572,95.71428571428572,95.83333333333334,95.83333333333334,95.71428571428572,95.71428571428572,95.83333333333334,95.83333333333334,100.0,100.0,100.0,100.0
15,O=C(NCCc1cc2ccc1cc2)N1CCN(CCN2CCCC2)C1=O,80 92 197 198 203 218 295 302 314 358 371 650 667 772 807 828 875 926 935 961 1028 1089 1112 1145 1152 1243 1349 1380 1387 1422 1441 1480 1482 1538 1548 1635 1750 1762 1772 1791 1845 1855 1873 1917 1998 2008,C1CCN(C1)CCN2CCN(C2=O)C(=O)NCCC3=C(C=C4C=CC(=CC4=C3)CCNC(=O)N5CCN(C5=O)CCN6CCCC6)CCN7CCCC7,80 92 104 197 198 203 218 295 310 314 322 358 371 451 650 667 772 807 828 875 926 935 1028 1089 1145 1152 1243 1323 1349 1380 1387 1422 1441 1480 1482 1507 1538 1548 1635 1750 1754 1791 1855 1858 1873 1917 1933 1998 2008,90.9090909090909,90.9090909090909,86.13138686131386,86.13138686131386,91.66666666666666,91.66666666666666,94.28571428571428,94.28571428571428,41.81818181818181,41.81818181818181,41.5929203539823,41.5929203539823,41.5929203539823,41.5929203539823,49.056603773584904,49.056603773584904,44.95412844036697,44.95412844036697,40.0,40.0,49.056603773584904,49.056603773584904,43.47826086956522,43.47826086956522,44.95412844036697,44.95412844036697,92.5925925925926,92.5925925925926,72.72727272727273,72.72727272727273
16,O=C(c1cccc(Cl)c1)N1CCCC(c2cccs2)CC1,14 165 177 216 241 369 383 446 497 561 592 618 649 650 652 675 677 802 807 875 926 935 942 1019 1028 1039 1088 1325 1380 1385 1480 1504 1567 1683 1750 1858 1873 1911 1917 1943 1985 2000 2009,C1CC(CCN(C1)C(=O)C2=CC(=CC=C2)Cl)C3=CC=CS3,14 165 177 216 241 369 383 446 497 561 592 618 649 650 652 675 677 802 807 875 926 935 942 1019 1028 1039 1088 1325 1380 1385 1480 1504 1567 1683 1750 1858 1873 1911 1917 1943 1985 2000 2009,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
17,CC(=CCCn1c(C)nc2ccccc2c1=O)c1ccc(C)cc1,47 65 80 107 235 289 314 378 389 401 479 485 504 650 694 802 807 917 935 1017 1029 1057 1088 1097 1145 1158 1199 1357 1380 1385 1519 1573 1696 1697 1722 1750 1784 1823 1855 1873 1920 1932 1975,CC1=CC=C(C=C1)/C(=C/CCN2C(=NC3=CC=CC=C3C2=O)C)/C,47 65 80 107 235 289 314 378 389 401 479 485 504 650 694 802 807 917 935 1017 1029 1057 1088 1097 1145 1158 1199 1357 1380 1385 1519 1573 1696 1697 1722 1750 1784 1823 1855 1873 1920 1932 1975,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
18,CC(=O)OCC(=O)NCCCN(CCN1C(=O)C2=Nc3nc2c(s3)C1=O)c1ccc(C)cc1,41 80 147 155 162 197 219 235 314 323 373 378 473 493 588 597 602 624 647 650 667 675 695 724 807 846 863 879 881 885 927 935 960 977 1017 1035 1057 1077 1096 1145 1152 1326 1380 1487 1499 1528 1610 1632 1687 1722 1750 1823 1855 1873 1876 1878 1911 1917 1920 1951 1977 2004 2041,CC1=CC=C(C=C1)N(CCCNC(=O)COC(=O)C)CCN2C(=O)C3=C(C2=O)SC(=N3)N(CCNC(=O)COC(=O)C)CCNC(=O)COC(=O)C,41 80 147 162 197 219 235 313 314 323 378 473 493 570 588 597 602 624 647 650 667 675 695 763 807 846 879 881 885 935 960 964 990 1017 1035 1057 1077 1086 1096 1145 1152 1277 1326 1356 1380 1487 1499 1528 1631 1687 1722 1750 1823 1855 1873 1876 1911 1917 1920 1951 1977 2004,90.78947368421053,90.78947368421053,75.1207729468599,75.1207729468599,65.05376344086021,65.05376344086021,63.76811594202898,63.76811594202898,55.19630484988453,55.19630484988453,60.0,60.0,60.0,60.0,57.407407407407405,57.407407407407405,55.96330275229357,55.96330275229357,51.92307692307693,51.92307692307693,60.37735849056604,60.37735849056604,56.95364238410596,56.95364238410596,55.96330275229357,55.96330275229357,89.74358974358975,89.74358974358975,73.61111111111111,73.61111111111111
19,Cn1c(=O)[nH]c(=O)c2ccc3c(c2)c2ccc(c1c2)C(O)=C3,45 84 129 197 203 265 314 352 496 564 650 680 750 758 798 807 836 875 935 1057 1114 1145 1196 1259 1298 1357 1362 1380 1448 1469 1527 1602 1745 1750 1785 1848 1855 1873 1914,CN1C2=C(C=C3C=CC4=C(C3=C2)C=C(C(=C4)C5=CC=C6C(=C5)N(C(=O)NC6=O)C)O)C(=O)NC1=O,45 134 197 203 314 326 352 490 564 580 650 750 758 807 836 875 896 935 997 1057 1114 1145 1160 1178 1246 1347 1357 1380 1469 1602 1607 1733 1745 1750 1776 1848 1855 1873 1898 1914 2026,86.27450980392157,86.27450980392157,66.15969581749049,66.15969581749049,47.25274725274725,47.25274725274725,44.642857142857146,44.642857142857146,58.659217877094974,58.659217877094974,60.0,60.0,60.0,60.0,62.857142857142854,62.857142857142854,56.16438356164384,56.16438356164384,44.14414414414414,44.14414414414414,50.0,50.0,41.5929203539823,41.5929203539823,56.16438356164384,56.16438356164384,80.0,80.0,48.148148148148145,48.148148148148145
20,CC(C)(C)OC1OC2C3CCC(C)(C)C3C3C2OC1C3(C)C,21 114 205 221 392 460 497 549 559 564 622 656 695 831 926 946 1009 1019 1035 1044 1057 1060 1162 1232 1274 1323 1325 1373 1391 1423 1435 1474 1545 1859 1896 1921,CC1(CC[C@@H]2[C@H]1[C@@H]3[C@@H](O3)[C@H]4[C@H]5CCC([C@@H]5[C@@H]2O4)(C)C)C,205 221 559 622 656 831 926 946 1009 1019 1044 1057 1060 1162 1232 1238 1244 1274 1325 1373 1404 1527 1921,71.42857142857143,71.42857142857143,83.39622641509435,83.39622641509435,62.5,62.5,66.66666666666666,66.66666666666666,48.473282442748086,48.473282442748086,51.85185185185185,51.85185185185185,51.85185185185185,51.85185185185185,68.0,68.0,58.490566037735846,58.490566037735846,47.43589743589743,47.43589743589743,75.0,75.0,61.97183098591549,61.97183098591549,58.490566037735846,58.490566037735846,61.904761904761905,61.904761904761905,47.5,47.5
21,COc1ccccc1-c1cc(NC(=O)N2CCCC2)ccc1C,184 191 218 249 288 352 369 385 650 695 710 807 841 843 875 926 935 984 1028 1057 1088 1152 1199 1380 1381 1391 1399 1410 1468 1480 1530 1536 1691 1722 1750 1797 1816 1873 1917 1970 1998 2009,CC1=C(C=C(C=C1)NC(=O)N2CCCC2)C3=CC=CC=C3OC,184 191 218 249 288 352 369 385 650 695 710 807 841 843 875 926 935 984 1028 1057 1088 1152 1199 1380 1381 1391 1399 1410 1468 1480 1530 1536 1691 1722 1750 1797 1816 1873 1917 1970 1998 2009,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
22,O=C(c1ccccc1)c1ccc(CCCCCCCC(=O)N2CCCCC2)cc1,2 9 80 105 310 369 389 526 650 760 807 926 935 978 996 1009 1028 1045 1088 1143 1184 1199 1243 1267 1380 1385 1480 1564 1697 1750 1754 1775 1873 1911 1917 1985 1998 2009,C1CCN(CC1)C(=O)CCCCCCCCCCCCCCCCCCCCCC2=CC=C(C=C2)C(=O)C3=CC=CC=C3,2 9 80 105 310 369 389 526 650 760 807 926 935 978 996 1009 1028 1045 1088 1143 1184 1199 1243 1267 1380 1385 1480 1564 1697 1750 1754 1775 1873 1911 1917 1985 1998 2009,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,70.2127659574468,70.2127659574468,77.41935483870968,77.41935483870968,77.41935483870968,77.41935483870968,67.44186046511628,67.44186046511628,67.44186046511628,67.44186046511628,66.92913385826772,66.92913385826772,67.44186046511628,67.44186046511628,66.92913385826772,66.92913385826772,67.44186046511628,67.44186046511628,100.0,100.0,100.0,100.0
23,C=CC=C(Br)C(=O)N1C(=O)NC(=O)C(O)C1CC,24 80 153 164 256 294 300 314 370 650 666 694 728 750 784 807 935 1019 1022 1034 1057 1060 1077 1110 1114 1126 1254 1257 1319 1366 1380 1397 1454 1535 1645 1847 1917 1929,CC[C@@H]1[C@H](C(=O)NC(=O)N1C(=O)C(=C)Br)O,1 24 80 153 164 256 294 300 314 370 650 666 728 750 807 829 935 1019 1022 1034 1057 1060 1077 1110 1114 1126 1257 1366 1380 1454 1847 1887 1917,100.0,100.0,92.7007299270073,92.7007299270073,88.40579710144928,88.40579710144928,84.44444444444444,84.44444444444444,71.33333333333334,71.33333333333334,80.0,80.0,80.0,80.0,88.88888888888889,88.88888888888889,78.94736842105263,78.94736842105263,76.0,76.0,88.88888888888889,88.88888888888889,83.33333333333334,83.33333333333334,78.94736842105263,78.94736842105263,75.86206896551724,75.86206896551724,73.17073170731707,73.17073170731707
24,CN(CCN(c1ccccc1)S(=O)(=O)c1ccccc1)c1nn2c(nc3ccccc32)s1,45 64 66 80 162 254 288 289 319 350 357 378 389 412 483 531 552 565 575 650 657 675 815 881 935 964 1057 1088 1096 1097 1101 1163 1199 1260 1285 1333 1380 1462 1476 1684 1750 1855 1873 1917 1946 1951 1956 2024 2045,CN(CCN(C1=CC=CC=C1)S(=O)(=O)C2=CC=CC=C2)C3=NN4C5=CC=CC=C5N=C4S3,45 64 66 80 162 254 288 289 319 350 357 378 389 412 483 531 552 565 575 650 657 675 815 881 935 964 1057 1088 1096 1097 1101 1163 1199 1260 1285 1333 1380 1462 1476 1684 1750 1855 1873 1917 1946 1951 1956 2024 2045,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
25,Cc1ccc(C(=O)Nc2cccc(C#N)c2)cc1,102 184 191 235 305 486 650 674 703 790 807 875 1039 1057 1088 1136 1152 1255 1380 1384 1385 1665 1697 1722 1734 1750 1795 1816 1823 1873 1917 1920 1975 1978,CC1=CC=C(C=C1)C(=O)NC2=CC=CC(=C2)C#N,102 184 191 235 305 486 650 674 703 790 807 875 1039 1057 1088 1136 1152 1255 1380 1384 1385 1665 1697 1722 1734 1750 1795 1816 1823 1873 1917 1920 1975 1978,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
26,CCn1c(=O)nc(C)ncc2ccccc2c(=O)[nH]c1=O,34 80 294 314 378 384 571 647 650 750 758 762 770 802 840 850 935 1057 1066 1087 1088 1114 1126 1199 1357 1380 1452 1469 1535 1573 1636 1722 1745 1750 1855 1873 1887 2026,CCN1C2=C(C3=CC=CC=C3C=N2)C(=O)NC1=O,34 80 294 314 373 378 647 650 750 758 770 772 802 850 935 1050 1057 1066 1087 1088 1114 1199 1231 1357 1367 1380 1452 1469 1490 1535 1573 1696 1745 1750 1855 1873 1984,91.66666666666666,91.66666666666666,55.5956678700361,55.5956678700361,71.1864406779661,71.1864406779661,73.68421052631578,73.68421052631578,60.28708133971292,60.28708133971292,53.84615384615385,53.84615384615385,53.84615384615385,53.84615384615385,85.71428571428571,85.71428571428571,77.27272727272727,77.27272727272727,65.15151515151516,65.15151515151516,77.27272727272727,77.27272727272727,67.6923076923077,67.6923076923077,77.27272727272727,77.27272727272727,80.76923076923077,80.76923076923077,63.04347826086957,63.04347826086957
27,Cc1cccc(S(=O)(=O)NC(=O)N2C(=O)N(C)C=Cc3ccccc32)c1,55 92 198 218 307 314 319 331 350 362 461 502 547 575 650 807 844 873 875 935 1013 1031 1039 1055 1057 1059 1088 1145 1152 1184 1199 1242 1295 1348 1380 1448 1476 1647 1722 1750 1805 1823 1824 1840 1873 1917 1920,CC1=CC(=CC=C1)S(=O)(=O)NC(=O)N2C3=CC=CC=C3C=CN(C2=O)C,55 92 198 218 307 314 319 331 350 362 461 502 547 575 650 807 844 873 875 935 1013 1031 1039 1055 1057 1059 1088 1145 1152 1184 1199 1242 1295 1348 1380 1448 1476 1647 1722 1750 1805 1823 1824 1840 1873 1917 1920,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
28,COc1ccccc1C(=O)N(C(=O)c1ccc(-c2ccccc2)cc1)C(C)(C)C,114 235 249 389 392 426 587 650 660 695 736 760 807 841 881 896 976 1057 1072 1088 1160 1199 1221 1380 1385 1410 1447 1521 1536 1697 1750 1791 1873 1917 1964 1970 1991,CC(C)(C)N(C(=O)C1=CC=C(C=C1)C2=CC=CC=C2)N(C(=O)C3=CC=CC=C3OC)C(=O)C4=CC=C(C=C4)C5=CC=CC=C5,114 235 249 389 392 426 587 650 695 736 807 841 881 896 927 1057 1088 1114 1160 1199 1221 1308 1380 1385 1410 1447 1491 1505 1521 1536 1545 1697 1750 1820 1872 1873 1917 1964 1970 1991,83.72093023255815,83.72093023255815,61.34453781512605,61.34453781512605,75.64102564102564,75.64102564102564,83.33333333333334,83.33333333333334,52.915766738660906,52.915766738660906,54.166666666666664,54.166666666666664,54.166666666666664,54.166666666666664,65.9090909090909,65.9090909090909,64.04494382022472,64.04494382022472,58.46153846153847,58.46153846153847,65.9090909090909,65.9090909090909,63.49206349206349,63.49206349206349,64.04494382022472,64.04494382022472,86.95652173913044,86.95652173913044,71.11111111111111,71.11111111111111
