id,SMILES_input,fingerprints_input_ECFP4,SMILES_output_ECFP4
11,c1ccc(-c2ccnc(NC3CCC4CCC3C4)n2)cc1,44 122 130 155 199 233 276 300 378 380 389 585 712 736 787 874 926 980 1019 1085 1088 1152 1160 1199 1292 1325 1380 1403 1423 1446 1452 1500 1568 1582 1589 1671 1750 1786 1819 1855 1866 1873 1952 1964 1971 2036 2047,C1CC2CC1CCC2NC3=NC=CC(=N3)C4=CC=C(C=C4)C5=NC(=NC=C5)NC6CC7CCC6C7
12,CN1C(=O)C2=CC=C(Br)CC(CC2)C1=O,5 18 61 118 231 283 296 312 314 358 368 406 425 456 650 674 690 693 728 762 798 879 926 935 936 987 992 1019 1057 1145 1249 1299 1300 1325 1380 1631 1737 1738 1764 1873 1925 1953 1963 2000 2026,CN1C(=O)CC(C1=O)[N+](=C2CCC3CC(=O)N(C3=C2)C)C4CCC(=CC=C4Br)C5CCC(=O)N(C5=O)C
13,CC(=O)Nc1ccc(N(C)C(=O)c2ccccc2)c(Nc2ccccc2O)n1,17 46 54 174 245 378 389 491 558 587 650 708 807 811 843 849 873 881 917 967 1017 1057 1088 1099 1152 1163 1199 1220 1221 1224 1367 1380 1385 1415 1493 1602 1607 1664 1696 1726 1750 1758 1801 1816 1818 1831 1852 1855 1873 1905 1917 1929 1982 1985 2014 2018 2029,CC(=O)NC1=NC(=C(C=C1)N(C)C(=O)C2=CC=CC=C2)NC3=C(C=CC(=N3)NC4=CC=CC=C4O)N(C)C(=O)C5=CC=CC=C5
14,Nc1cccc2c(=O)n(CCCCCCN3CCCCC3)ncc12,2 43 65 80 90 100 138 158 168 221 275 313 314 378 464 494 504 527 543 650 653 682 804 879 893 910 926 935 1012 1028 1039 1088 1109 1111 1143 1145 1171 1192 1235 1357 1367 1380 1422 1457 1480 1482 1492 1516 1535 1573 1750 1791 1806 1873 1891 1911 1927 1952 1998 2016,C1CCN(CC1)CCCCCN2C=C(C=N2)N3C(=O)C4=CC=CC5=C4C=NN(C5=O)CCN6C(=O)C7=C(C6=O)C(=CC=C7)N
15,O=C(NCCc1cc2ccc1cc2)N1CCN(CCN2CCCC2)C1=O,80 92 197 198 203 218 295 302 308 358 371 389 640 650 667 772 807 821 828 875 926 935 961 1028 1078 1089 1112 1145 1152 1226 1243 1328 1349 1380 1387 1422 1441 1480 1482 1538 1548 1635 1750 1762 1772 1791 1845 1855 1873 1917 1952 1987 1998 2008,C1CCN(C1)CCN2CCN(C2=O)C(=O)NCCC3=C(C=C4C=CC(=CC4=C3)CCNC(=O)N5CCCC5)CCNC(=O)O
16,O=C(c1cccc(Cl)c1)N1CCCC(c2cccs2)CC1,14 165 177 216 239 241 259 369 383 446 470 497 561 592 618 649 650 652 660 675 677 709 740 800 802 807 815 837 875 926 935 942 1019 1028 1039 1088 1175 1190 1215 1249 1276 1325 1380 1385 1480 1504 1552 1567 1683 1735 1750 1858 1873 1911 1917 1943 1985 2000 2009,C1CC(CCN(C1)C(=O)C2=CC(=CC=C2)Cl)C3=CC=CS3
17,CC(=CCCn1c(C)nc2ccccc2c1=O)c1ccc(C)cc1,47 57 65 80 107 235 272 278 289 314 378 389 401 479 485 504 568 650 652 694 802 807 935 958 1017 1029 1057 1076 1088 1097 1145 1158 1199 1345 1357 1380 1385 1433 1492 1519 1573 1696 1697 1722 1750 1784 1823 1855 1873 1920 1932 1975,CC1=CC=C(C=C1)/C(=C/CCN2C(=NC3=CC=CC=C3C2=O)[Se]N4C(=NC5=CC=CC=C5C4=O)C)/C
18,CC(=O)OCC(=O)NCCCN(CCN1C(=O)C2=Nc3nc2c(s3)C1=O)c1ccc(C)cc1,41 80 121 147 155 162 197 219 235 314 323 373 378 473 493 579 588 597 602 624 647 650 667 675 688 695 702 724 778 789 807 846 863 879 881 885 927 935 977 1017 1035 1057 1060 1077 1096 1145 1152 1326 1380 1460 1487 1499 1528 1610 1632 1662 1687 1722 1750 1783 1823 1855 1873 1876 1878 1911 1917 1920 1951 1977 2004 2041,CC1=CC=C(C=C1)N(CCCNC(=O)COC(=O)C)CCN2C(=O)C3=C(C2=O)SC(=N3)N(CCNC(=O)COC(=O)C)CCN4C(=O)C(=O)N=C4C
19,Cn1c(=O)[nH]c(=O)c2ccc3c(c2)c2ccc(c1c2)C(O)=C3,45 84 129 197 203 265 305 314 352 496 557 564 650 680 750 758 798 807 836 875 935 992 1057 1114 1145 1196 1259 1298 1357 1358 1362 1380 1448 1469 1527 1602 1639 1668 1715 1745 1750 1785 1848 1855 1873 1914,CN1C2=C(C=C3C=CC4=C(C3=C2)C=C5C(=C4)C=CC6=C5N(C(=C6)O)C)C(=O)NC1=O
20,CC(C)(C)OC1OC2C3CCC(C)(C)C3C3C2OC1C3(C)C,21 31 114 205 214 221 273 392 460 497 536 549 559 564 573 622 656 695 831 844 882 926 946 1009 1019 1035 1044 1057 1060 1158 1162 1184 1232 1240 1274 1323 1325 1373 1391 1406 1423 1435 1474 1545 1713 1779 1859 1871 1896 1921,CC1(CCC2C1C3C4C(O4)C56C37C2C(OC7C8C(C8OC(C)(C)C)CCC(C8C7OC(C)(C)C)(C)C)OC(C)(C)C)C
21,COc1ccccc1-c1cc(NC(=O)N2CCCC2)ccc1C,90 114 184 191 218 249 288 335 352 369 385 635 650 692 695 710 807 841 843 854 875 926 935 953 984 1028 1057 1062 1088 1152 1199 1380 1381 1391 1399 1410 1468 1480 1530 1536 1691 1722 1750 1777 1797 1816 1873 1917 1970 1998 2009,CC1=C(C=C(C=C1)NC(=O)N2CCCC2)C3=C(C=C(C=C3)NC(=O)N4CCCC4)C5=CC=CC=C5OC
22,O=C(c1ccccc1)c1ccc(CCCCCCCC(=O)N2CCCCC2)cc1,2 9 50 80 105 310 328 369 389 447 526 535 542 548 576 621 650 700 760 791 807 926 935 978 996 1009 1028 1045 1088 1143 1167 1184 1199 1205 1243 1267 1298 1332 1380 1385 1431 1480 1564 1697 1750 1754 1775 1815 1825 1838 1873 1911 1917 1948 1985 1998 2009 2035,C1CCN(CC1)C(=O)CCCCCCCCCCCCCCCCCCCCCCCCC2=C=C=C(N2C(=O)CCCCC3=CC=C(C=C3)C(=O)C4=CC=CC=C4)C(=O)O
23,C=CC=C(Br)C(=O)N1C(=O)NC(=O)C(O)C1CC,24 80 153 164 191 199 256 294 300 314 370 379 650 666 694 728 750 784 807 849 935 1019 1022 1034 1057 1060 1077 1110 1114 1126 1190 1254 1257 1319 1366 1380 1397 1454 1535 1624 1642 1645 1834 1847 1917 1929,CCC1C(C(=O)NC(=O)N1C(=O)/C(=C/C=C)/Br)C(=C)C(=O)N2C(C(C(=O)NC2=O)O)CC
24,CN(CCN(c1ccccc1)S(=O)(=O)c1ccccc1)c1nn2c(nc3ccccc32)s1,45 64 66 80 126 162 254 288 289 317 319 350 357 378 389 412 483 531 552 565 575 650 657 675 804 815 881 935 964 1009 1051 1057 1088 1096 1097 1101 1141 1163 1199 1260 1267 1285 1333 1352 1380 1446 1462 1476 1595 1684 1714 1750 1855 1860 1872 1873 1917 1946 1956 2021 2024 2045,CN(CN(C1=CC=CC=C1)S(=O)(=O)C2=CC=CC=C2)C3=NN4C5=CC=CC=C5N=C4S3
25,Cc1ccc(C(=O)Nc2cccc(C#N)c2)cc1,22 102 184 191 235 305 486 650 674 703 790 807 861 875 1032 1039 1057 1088 1136 1152 1255 1272 1347 1380 1384 1385 1484 1557 1665 1680 1697 1722 1734 1750 1795 1816 1823 1873 1882 1917 1920 1975 1978 1989,CC1=CC=C(C=C1)C(=O)NC2=CC=CC(=C2)NC(=O)NNC3=CC=C(C=C3)C(=O)NC4=CC=CC(=C4)C#N
26,CCn1c(=O)nc(C)ncc2ccccc2c(=O)[nH]c1=O,3 34 80 183 294 314 378 384 436 501 571 647 650 726 747 750 758 762 770 771 802 840 850 935 1043 1057 1066 1067 1087 1088 1114 1126 1133 1199 1316 1357 1380 1389 1452 1469 1535 1573 1636 1722 1730 1745 1750 1777 1816 1851 1855 1873 1887 1961 2026,CCN1C(=O)NC(=O)N(C1=O)CC2=C3N=C(N=C4N3C=CC=C4)C5=CC=CC=C5C=N2
27,Cc1cccc(S(=O)(=O)NC(=O)N2C(=O)N(C)C=Cc3ccccc32)c1,49 55 92 94 198 218 307 314 319 331 350 362 461 502 547 575 650 800 807 844 873 875 921 935 968 1013 1031 1039 1055 1057 1059 1088 1145 1150 1152 1184 1199 1242 1295 1348 1380 1448 1476 1519 1582 1647 1722 1750 1758 1805 1823 1824 1840 1873 1917 1920 1987,CC1=CC(=CC=C1)S(=O)(=O)NC(=O)N2C3=CC=CC=C3C=CN(C2=O)C(=O)N4C5=CC=CC=C5C=CN(C4=O)C
28,COc1ccccc1C(=O)N(C(=O)c1ccc(-c2ccccc2)cc1)C(C)(C)C,14 114 191 193 235 249 337 389 392 426 587 650 660 684 695 709 736 760 807 841 881 896 976 1001 1057 1072 1088 1160 1199 1221 1380 1385 1410 1447 1521 1536 1697 1723 1750 1784 1791 1873 1917 1964 1970 1991,CC(C)(C)N(C(=O)C1=CC=CC=C1OC)N(C(=O)N(C(=O)C2=CC=C(C=C2)C3=CC=CC=C3)C(C)(C)C)C(=O)C4=CC=CC=C4
29,O=C(CN1CCCCC1)OCCOC(=O)c1ccccc1,2 13 80 145 147 234 277 345 389 544 606 649 650 695 709 795 807 821 857 926 935 953 1028 1034 1088 1199 1219 1240 1243 1312 1380 1385 1386 1400 1422 1479 1480 1522 1523 1592 1612 1645 1750 1873 1881 1917 1918 1930 1985 1998,C1CCN(CC1)CC(=O)OCCOC(=O)CN2CN(CN2CC(=O)OCCOC(=O)C3=CC=CC=C3)COC(=O)C4=CC=CC=C4
30,CC(=O)Nc1ccc(C=C2c3ccccc3N=CN2C(=O)N2CCCC2)cc1,25 139 191 245 281 352 355 369 378 440 463 529 530 552 650 653 659 694 807 843 849 926 935 944 984 1017 1028 1057 1077 1088 1152 1199 1203 1237 1280 1380 1480 1481 1514 1665 1729 1750 1770 1773 1816 1873 1882 1895 1917 1940 1943 1980 1998 2009 2033 2038 2041,CC(=O)NC1=CC=C(C=C1)/C=C\2/C3=CC=CC=C3N=CN2C(=O)N4CCCC4
31,CN(Cc1ccc(C(=O)c2cccc3ccccc23)c([N+](=O)c2ccccc2)c1)C(=O)c1cccc2ccccc12,9 14 67 80 115 190 310 334 389 409 440 466 480 507 579 650 676 716 753 762 801 807 875 881 930 949 976 999 1023 1039 1057 1087 1088 1091 1104 1160 1163 1199 1210 1274 1337 1357 1380 1447 1541 1573 1610 1727 1750 1754 1796 1855 1873 1917 1963 1991 2014,CN(CC1=CC(=C(C=C1)C(=O)C2=CC=CC3=CC=CC=C32)[Ge](C4=CC=CC=C4)(C5=CC=CC=C5)C6=CC=CC=C6)C(=O)O
32,COc1cc(C=C2C=CC(=O)c3ccc([N+](=O)[O-])cc32)c2ccccc2c1,12 114 188 263 281 314 322 352 494 500 535 547 650 680 694 695 715 747 753 781 786 833 835 836 838 841 859 875 961 963 1057 1087 1088 1154 1169 1195 1199 1218 1223 1224 1230 1240 1257 1274 1327 1357 1380 1530 1531 1536 1555 1573 1617 1631 1709 1750 1797 1809 1814 1817 1855 1857 1871 1873 1940 1963,COC1=CC(=C2C=CC(=CC2=C1)[N+](=O)[O-])/C=C/C3=C(/C(=C/C4=CC(=CC5=CC=CC=C54)OC)/C=CC3=O)OC6=CC(=O)C=CC6=O
33,CC(=O)OC1(C(C)(C)C(=O)OCCOC(=O)c2cc(F)cc(F)c2)CCCCC1,2 13 21 34 51 70 80 82 114 145 147 243 269 293 309 329 345 349 392 414 430 650 660 695 699 762 767 779 807 865 875 926 929 1017 1028 1035 1057 1060 1128 1129 1148 1153 1162 1232 1236 1243 1327 1380 1385 1502 1522 1534 1540 1592 1638 1670 1873 1917 1928 1971 2024 2040,CC(=O)OC1(CCCCC1)C(C)(C)C(=O)OCCOC(=O)C(C)(C(=O)OCCOC(=O)C2=CC(=CC(=C2)F)F)C3(CC3)OO
34,C1=CN2CCN(CCCCCCN3c4cccnc43)CCOC1=CC=C2c1[nH]c2nc1S2,13 38 74 80 130 155 314 320 378 421 426 435 438 441 448 474 498 547 566 588 653 656 661 675 757 796 827 833 843 893 926 935 942 950 1043 1052 1082 1088 1114 1143 1145 1167 1249 1257 1259 1265 1268 1295 1362 1380 1452 1470 1480 1482 1582 1610 1644 1647 1687 1719 1724 1745 1750 1790 1791 1831 1840 1846 1849 1855 1866 1873 1890 1911 1942 1966 2038 2043 2044,C1CN(CCN1CCCCCN2C3=C(N=CC=C3)SC2=O)P45(C=CC(=O)OC4)N6C=CC7=C(N=C8N7C=C[N-]8)N(C9=C(S5)N=CC=C9)CCCCN1CC1
35,O=C(NCCOc1ccccc1C(F)(F)F)Nc1ccc(C(=O)O)cc1,13 33 80 102 106 114 191 197 262 312 389 419 425 456 467 470 473 490 650 667 695 724 800 807 809 843 895 904 915 1077 1088 1138 1152 1171 1199 1380 1385 1406 1410 1452 1453 1503 1518 1612 1637 1697 1750 1790 1816 1873 1881 1917 1928 1970 1987 1990,C1=CC=C(C(=C1)C(F)(F)F)OCCN/C(=C(/C(=O)CC(=O)C(F)(F)F)\NC2=CC=C(C=C2)C(=O)O)/C(F)(F)F
36,O=C(Nc1ccccc1)C1CCCCN1C1CCCN(C(=O)c2ccc(C=Cc3ccccc3)cc2)C1=O,5 25 109 191 231 263 314 354 389 400 446 531 584 650 689 694 703 757 794 807 835 854 878 890 926 935 1018 1019 1028 1071 1077 1088 1092 1096 1111 1126 1152 1169 1199 1215 1245 1312 1322 1325 1353 1380 1385 1387 1451 1480 1504 1511 1515 1539 1676 1692 1697 1750 1792 1816 1855 1873 1917 1998 2033,C1CCN(C(=O)C(C1)N2CCCC2C(=O)NC3=CC=CC=C3)C(=O)C4=CC=C(C=C4)/C=C/C5=CC=C(C=C5)/C=C/C6=CC=CC=C6
37,CC(C)(C)OC1CCCCCCCC(N)C1O,2 30 114 115 230 343 392 427 695 798 807 890 926 1019 1028 1053 1057 1135 1171 1250 1257 1325 1435 1487 1545 1660 1832 1859 1869 1876 1893 1896 1932,CC(C)(C)OC1CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(C(C(C(CCCCCCCCCCCCC1N)N)O)O)N
38,Cc1cc(-c2n[nH]c3c(N=C4C=C(C(F)(F)F)C5=NCCCN5C4=O)ccc(F)c23)ccc1F,18 60 74 84 88 95 114 126 215 216 313 314 319 323 360 378 402 564 650 699 719 725 732 740 747 786 798 809 818 828 830 838 875 879 881 896 926 931 935 951 958 1022 1028 1041 1056 1057 1114 1137 1160 1225 1239 1273 1279 1380 1390 1391 1418 1453 1457 1480 1502 1530 1594 1601 1630 1722 1750 1757 1840 1873 1928 1934 1981 1984 2004,CC1=C(C=CC(=C1)C2=NNC3=C2C(=CC(=C3C4=CC(=C(C=C4)F)C)N=NN5C(=O)C=C6C5=NCCCN6C5=O)C(F)(F)F)N=NC7=CC(=O)C(=CC7=O)F
39,CC(C)(C)N(CCCCN1CCCCC1)Cc1ccc([N+](=O)[O-])nn1,2 75 80 114 136 144 337 362 365 378 392 426 507 509 595 647 653 715 724 753 759 825 838 860 881 893 926 935 961 986 1028 1057 1073 1109 1138 1145 1164 1195 1223 1234 1363 1380 1401 1422 1439 1442 1452 1468 1480 1482 1503 1528 1669 1700 1719 1750 1791 1873 1876 1877 1911 1921 1934 1951 1963 1981 1998,CC(C)(C)N(CCCCN1CCCCC1)CC2=NN=C(C=C2)CN(CC3=NN=C(C=C3)[N+](=O)[O-])C(C)(C)C
40,O=C(CN1C(=O)CCCn2cc1n1c3ccccc3nc21)N1CCCCC1,2 43 45 80 96 105 166 287 289 314 357 369 378 438 464 548 588 640 649 650 748 760 798 807 812 926 935 942 1009 1028 1088 1097 1107 1131 1138 1182 1199 1285 1312 1313 1330 1343 1380 1391 1480 1508 1546 1555 1614 1631 1731 1738 1750 1767 1837 1855 1873 1882 1888 1917 1941 1998 2009,C1CCN(CC1)C(=O)CN2C(=O)CCN3C2=CN4C3=NC5=CC=CC=C5N6C4=NC7=CC=CC=C76
41,COc1ccc(-c2c(C)n(CCCN3CCCCC3)c(=O)n2C)cc1,2 80 211 289 313 314 322 351 409 484 501 564 650 653 695 718 771 781 802 804 831 834 841 896 926 935 948 1014 1028 1057 1145 1160 1188 1214 1364 1380 1422 1480 1482 1536 1546 1608 1619 1620 1722 1750 1766 1791 1808 1873 1911 1998,CC1=C(N(C(=O)N1CCCN2CCCCC2)CCN3C(=O)N(C(=O)N3[Sn](N4C(=C(N(C4=O)C)C5=CC=C(C=C5)OC)C)(OC)OC)C)C6=CC=C(C=C6)OC
42,O=C(c1ccccn1)N1CCN(S(=O)(=O)c2cccc(F)c2)CC1CCN1CCCCC1,2 20 53 80 100 140 230 268 283 319 350 378 448 471 552 572 575 585 589 605 632 650 699 739 757 797 800 807 832 855 875 925 926 935 1019 1028 1039 1088 1145 1155 1199 1279 1380 1422 1452 1476 1480 1482 1487 1504 1521 1552 1670 1724 1729 1749 1750 1791 1792 1866 1873 1917 1928 1998,C1CCN(CC1)CCC2CN(CCN2C(=O)C3=CC=CC=N3)S(=O)(=O)C4=CC=CC(=C4)F
43,O=C(c1c(Br)ccoc1=O)C(c1cc(Cl)cc(Br)c1)S(=O)(=O)c1ccc(Cl)cc1,1 20 69 166 216 222 231 314 319 350 386 560 561 586 587 650 656 715 728 787 807 816 825 833 854 875 888 909 940 977 1018 1052 1070 1147 1155 1225 1233 1255 1360 1365 1380 1399 1468 1476 1526 1552 1566 1631 1683 1702 1730 1738 1739 1747 1750 1790 1863 1873 1884 1917 1932 1942 1962,C1=CC(=CC=C1S(=O)(=O)C(C2=CC(=CC(=C2)Br)C(C(=O)C3=C4C(=C(C=C3Br)Br)C(=O)C5=C(C4=O)C=CO5)S(=O)(=O)C6=CC=C(C=C6)Cl)Br)Cl
44,CN1CCNC1=Nc1cccs1,14 37 120 150 210 241 250 280 305 383 508 599 647 675 694 725 892 900 916 926 935 979 1000 1057 1088 1114 1145 1159 1172 1300 1380 1418 1480 1525 1567 1624 1690 1693 1717 1750 1866 1873 1954 1996,CN\1CCN/C1=N\C2=C3C=CSC3=CN2
45,Cc1nc(NC(N)=O)c2cccnc2n1,140 160 204 344 378 448 465 541 557 584 600 650 675 708 807 941 944 1043 1057 1088 1101 1126 1152 1171 1284 1340 1357 1380 1452 1526 1573 1591 1651 1722 1750 1816 1833 1855 1866 1873 1917 2030,CC1=NC2=C(C=CC=N2)C(=N1)NC(=O)N
46,OC1=Cc2cccn3c(ccc23)C=CSC=C1,45 84 85 95 111 131 238 272 356 547 600 611 626 643 675 677 704 705 758 807 935 956 1088 1101 1241 1253 1380 1435 1448 1602 1653 1660 1750 1826 1873 1912 1920 1957 1969 2021 2036,C1=CN2C(=C1)C=CC3=C4C(=CC=CN4C(=C32)O)C=CSC=C5C=CC(=CC6=CC=CN65)O
47,O=C(c1ccccc1C(F)(F)F)n1c(-c2ccccc2)cn(Cc2cccc(Cl)c2)c1=O,80 88 114 147 165 216 262 295 302 314 364 389 402 419 464 498 561 592 626 630 650 725 736 744 771 807 875 915 935 1009 1039 1066 1069 1088 1160 1199 1282 1330 1380 1446 1447 1453 1455 1479 1503 1504 1640 1683 1692 1750 1754 1765 1818 1873 1917 1928 1991,C1=CC=C(C=C1)C2=CN(C(=O)N2C(=O)C3=CC=CC=C3C(F)(F)F)CC4=CC(=CC=C4)Cl
48,CCCCC(=NC1=Nc2nc1cs2)c1ccc(C)cc1,10 58 80 235 294 314 378 429 443 523 552 591 675 725 752 794 807 835 927 977 980 1045 1057 1125 1262 1264 1380 1385 1391 1436 1454 1486 1564 1567 1592 1605 1613 1619 1632 1689 1697 1698 1722 1735 1750 1763 1823 1855 1873 1911 1920,CCCC/C(=N\C1=NC(=CS1)C2=CSC(=N2)/N=C(\CCCC)/C3=CC=C(C=C3)C)/C4=NC(=O)N=N4
49,O=C1OCCN1C(=O)c1cccc(C2=C3C(=O)N(CCCCCc4ccccc4S2)C(=O)c2cc[nH]c23)c1,2 6 131 155 156 194 215 310 314 352 360 397 441 493 541 556 583 585 608 609 618 650 656 675 711 736 778 806 807 811 838 875 879 926 947 949 950 956 980 1028 1039 1058 1080 1088 1114 1160 1183 1199 1212 1236 1362 1380 1385 1387 1429 1457 1480 1504 1506 1539 1594 1700 1708 1738 1750 1814 1873 1917 1946 1985 1998 2044,C1CCC2=C(/C(=C/3\C4=C(C5=CC=CC=C5S3)NC=C4)/C(=O)N6CCOC7=CC=CC=C7C6)NC=C2CC1
50,C=CSc1cccc(C=Cc2c3cccc2c2cc3c2)c1C(=O)n1nnn(CCCC(=O)N(C)C)c1=O,24 80 116 158 299 314 350 377 378 441 586 619 650 694 712 771 807 829 835 875 881 935 961 973 1025 1030 1039 1044 1057 1088 1145 1163 1186 1238 1265 1268 1318 1344 1357 1359 1366 1380 1415 1471 1473 1482 1504 1564 1573 1579 1615 1645 1653 1676 1691 1750 1783 1784 1816 1826 1855 1873 1911 1917 1936 1951 1957 2016 2023,CN(C)C(=O)CCCN1C(=O)N(N=N1)C(=O)C2=C3C=CC=C(C3=CC4=CC5=C(C=CC=C5SC=C)C(=C42)/C=C/C6=C(C(=CC=C6)SC=C)C=C)SC=C
51,COC(=O)c1ccc(F)cc1S(=O)(=O)c1cccc(N2CCCCC2=O)c1,67 96 121 132 133 145 215 258 292 310 314 315 319 350 368 392 420 449 575 650 695 699 798 807 835 841 867 875 901 902 906 926 935 936 952 974 1028 1039 1049 1057 1075 1088 1115 1152 1182 1290 1327 1380 1402 1410 1457 1475 1476 1480 1487 1571 1610 1670 1692 1738 1750 1825 1830 1873 1895 1917 1928 1991 1998,COC(=O)C1=C(C=C(C=C1)F)S(=O)(=O)C2=CC=CC(=C2)N3CCCCC3=C(OS(=O)(=O)OC)S(=O)(=O)C4=CC=CC(=C4)N5CCCCC5=O
52,CN(CCN1CCN2CCN(CCC(=O)NC3COC4=NC3=N4)CC2C1=O)C(=O)Nc1ccc(C#N)cc1,5 34 41 74 80 102 148 191 193 215 218 295 305 314 334 369 378 385 387 441 640 650 656 674 739 757 783 790 807 843 862 869 873 926 927 935 1000 1019 1057 1077 1085 1089 1136 1143 1145 1152 1163 1263 1268 1285 1312 1314 1380 1384 1399 1416 1427 1436 1455 1480 1484 1518 1526 1564 1578 1675 1692 1736 1750 1791 1816 1854 1856 1873 1917 1923 1928 1951 1954 1978 1985 2000,CN(CCN1CCN(CC1)C2CN(C2=O)CC(=O)NC3COC4=NC5=C(OCC(N53)N4)[Si](C)(C)C)C(=O)NC6=CC=C(C=C6)C#N
