id,SMILES_input,fingerprints_input_ECFP4,SMILES_output_ECFP4
31,CN(Cc1ccc(C(=O)c2cccc3ccccc23)c([N+](=O)c2ccccc2)c1)C(=O)c1cccc2ccccc12,9 14 67 80 115 139 190 192 310 334 389 409 440 466 479 480 507 519 579 650 676 716 753 801 807 875 881 930 937 949 976 999 1023 1039 1057 1087 1088 1091 1100 1104 1145 1160 1163 1199 1210 1274 1301 1337 1357 1380 1447 1477 1541 1546 1573 1610 1727 1750 1754 1759 1796 1855 1873 1917 1963 1991 2014 2019,CN(CC1=CC(=C(C=C1)C(=O)C2=CC=CC3=CC=CC=C32)[Ge](C4=CC=CC=C4)(C5=CC=CC=C5)C6=CC=CC=C6)C(=O)N(C)C[Ge](C)(C)[CH2-]
32,COc1cc(C=C2C=CC(=O)c3ccc([N+](=O)[O-])cc32)c2ccccc2c1,12 53 114 188 263 281 314 322 352 494 500 535 547 615 650 680 694 695 715 747 753 781 786 833 835 836 838 841 859 875 961 963 1003 1057 1069 1076 1087 1088 1154 1169 1195 1199 1218 1223 1224 1230 1240 1257 1274 1327 1357 1380 1530 1531 1536 1555 1560 1573 1617 1624 1631 1693 1709 1750 1797 1809 1814 1817 1855 1857 1871 1873 1890 1940 1963,COC1=CC(=C2C=CC(=CC2=C1)[N+](=O)[O-])/C=C/C(C(/C=C/3\C=CC(=O)C4=C3C=CC(=C4)[N+](=O)[O-])(OC5=C(C(=O)C=C5)OC)OC)(OC)OC
33,CC(=O)OC1(C(C)(C)C(=O)OCCOC(=O)c2cc(F)cc(F)c2)CCCCC1,2 13 21 34 51 70 80 82 114 145 147 243 269 293 309 329 345 349 354 392 414 430 467 545 623 650 660 695 699 750 762 767 779 807 865 875 926 929 1017 1028 1057 1060 1128 1129 1148 1153 1162 1174 1232 1236 1243 1281 1327 1380 1385 1502 1522 1534 1540 1592 1638 1670 1873 1917 1928 1971 2024 2040,CC(=O)[N+](C1(CCCCC1)C(=O)OC2(CCCCC2)C(C)(C)C(=O)OCCOC(=O)C3=CC(=CC(=C3)F)F)(OO)OO
34,C1=CN2CCN(CCCCCCN3c4cccnc43)CCOC1=CC=C2c1[nH]c2nc1S2,13 38 74 77 80 130 155 314 320 337 378 421 426 435 438 441 448 474 498 547 548 566 582 588 611 653 656 661 675 757 796 827 833 843 893 926 935 942 950 1043 1052 1082 1088 1114 1143 1145 1167 1249 1257 1259 1265 1268 1295 1303 1362 1380 1403 1452 1470 1480 1482 1582 1610 1644 1647 1687 1704 1719 1724 1745 1750 1790 1791 1831 1840 1846 1849 1855 1866 1873 1883 1890 1911 1942 1962 1966 2038 2043 2044,C1CN(CCN1CCCCCN2C3=C(N=CC=C3)SC4=C2C=CC=N4)P56(C=CC(=O)N5)N7C=CC8=C(N6)N=C9N8C(=N[N-]9)CO7
35,O=C(NCCOc1ccccc1C(F)(F)F)Nc1ccc(C(=O)O)cc1,13 33 80 102 106 114 191 197 262 312 389 419 425 456 467 470 473 490 650 667 695 724 800 807 809 843 895 904 915 1045 1077 1088 1138 1152 1171 1199 1214 1380 1385 1406 1410 1452 1453 1503 1518 1612 1637 1697 1790 1796 1816 1867 1873 1881 1917 1928 1970 1987 1990 2028,C1=CC=C(C(=C1)C(F)(F)F)OCCN/C(=C/2\C(=C(C(F)(F)F)C(F)(F)F)C(=C(C(F)(F)F)C(F)(F)F)C(=O)O)/NC3=CC=C(C=C3)C(=O)O
36,O=C(Nc1ccccc1)C1CCCCN1C1CCCN(C(=O)c2ccc(C=Cc3ccccc3)cc2)C1=O,5 25 109 191 231 301 314 354 400 444 446 531 584 650 689 694 703 710 757 794 807 829 835 854 878 890 926 935 1018 1019 1028 1071 1077 1088 1092 1096 1111 1126 1152 1169 1199 1215 1245 1312 1322 1325 1353 1380 1385 1387 1451 1480 1504 1511 1515 1517 1539 1676 1692 1697 1750 1792 1806 1816 1855 1873 1917 1998 2033,C1CCN(C(=O)C(C1)N2CCCC2C(=O)NC3=CC=CC=C3)C(=O)C4=CC=C(C=C4)/C=C/C5=C6CC(C(=O)N6CCC5)C(=O)NC7=CC=CC=C7
37,CC(C)(C)OC1CCCCCCCC(N)C1O,2 30 78 114 115 230 343 392 422 427 695 774 798 807 890 926 1019 1028 1053 1057 1135 1171 1238 1250 1257 1325 1346 1402 1435 1487 1517 1545 1660 1832 1859 1869 1876 1893 1896 1932,CC(C)(C)OC1CCCCCCCCCCCCCCCCCCCCCCCCC(C(C(CCCCCC1)N)O)C(C)(C)C(C)(C)C(=S(C)C)OC2CC(CCC2O)N
38,Cc1cc(-c2n[nH]c3c(N=C4C=C(C(F)(F)F)C5=NCCCN5C4=O)ccc(F)c23)ccc1F,18 60 74 84 88 95 114 126 202 215 216 313 314 319 323 360 378 402 564 650 699 719 725 732 740 747 786 798 809 818 828 830 838 875 879 881 896 926 931 935 951 958 980 1010 1022 1028 1037 1039 1041 1056 1057 1114 1137 1160 1225 1239 1273 1279 1380 1390 1391 1418 1453 1457 1480 1502 1530 1587 1594 1601 1611 1630 1722 1750 1757 1824 1840 1873 1928 1934 1981 1984 2004,CC1=CC(=C(C=C1C)N=NC2=CC(=NC3=C(C=CC(=C3)C4=NNC5=C4C(=CC(=C5C6=NCCCN6C2=O)C(F)(F)F)F)F)C)C
39,CC(C)(C)N(CCCCN1CCCCC1)Cc1ccc([N+](=O)[O-])nn1,2 75 80 114 136 144 215 337 362 365 378 392 426 461 483 507 509 595 647 653 715 724 753 759 825 838 860 881 893 926 935 937 961 986 1028 1057 1073 1109 1138 1145 1164 1195 1223 1234 1363 1380 1401 1422 1439 1442 1452 1468 1480 1482 1503 1528 1581 1669 1700 1719 1750 1791 1876 1877 1911 1921 1934 1951 1963 1981 1998 2020,CC(C)(C)N(CCCCN1CCCCC1)CC2=NN=C(C=C2)C[S+](C3=CC=C([Se]3)N(C)C)C4=NN=C(C=C4)[N+](=O)[O-]
40,O=C(CN1C(=O)CCCn2cc1n1c3ccccc3nc21)N1CCCCC1,2 43 45 80 96 105 132 166 225 287 289 314 357 369 378 438 464 548 588 640 649 650 748 760 798 807 812 926 935 942 945 1009 1028 1088 1097 1107 1131 1138 1182 1199 1281 1285 1312 1313 1330 1343 1380 1391 1402 1423 1480 1499 1508 1531 1546 1555 1614 1631 1653 1731 1738 1750 1767 1837 1855 1873 1882 1888 1917 1941 1998 2009,C1CCN(CC1)C(=O)CN2C(=O)CCN3C2=CN4C3=NC(=C4)N5C(=O)N(C6=NC7=CC=CC=C7N65)CC(=O)N8CCCCC8
41,COc1ccc(-c2c(C)n(CCCN3CCCCC3)c(=O)n2C)cc1,2 44 80 211 289 313 314 322 351 409 484 501 564 650 653 695 718 771 781 802 804 831 834 841 896 926 935 948 1014 1028 1057 1145 1160 1188 1214 1364 1380 1422 1480 1482 1536 1546 1608 1619 1620 1722 1750 1766 1791 1808 1854 1873 1911 1988 1998 2043,CC1=C(N(C(=O)N1CCCN2CCCCC2)CCCN3C(=C(N(C3=O)C)C4=CC=C(C=C4)OC)C)[Sn](N5CCCCC5)(OC)OC
42,O=C(c1ccccn1)N1CCN(S(=O)(=O)c2cccc(F)c2)CC1CCN1CCCCC1,2 20 53 76 80 100 140 230 268 283 319 350 378 448 471 552 572 575 585 589 605 632 647 650 686 699 739 740 757 797 800 807 832 855 875 925 926 935 1019 1028 1039 1088 1145 1155 1186 1199 1279 1380 1422 1452 1476 1480 1482 1487 1504 1521 1552 1625 1670 1724 1729 1749 1750 1762 1791 1792 1866 1873 1917 1928 1998,C1CCN(CC1)CCC2CN(CCN2N3CCN(CC3)S(=O)(=O)C4=CC=CC(=C4)F)S(=O)(=O)C5=CC=CC(=C5)F
43,O=C(c1c(Br)ccoc1=O)C(c1cc(Cl)cc(Br)c1)S(=O)(=O)c1ccc(Cl)cc1,1 20 69 83 166 193 216 222 231 307 314 319 350 386 403 560 561 586 587 599 602 650 656 715 728 787 807 816 825 833 854 875 888 909 932 940 959 977 996 1018 1052 1070 1147 1155 1170 1225 1233 1255 1281 1354 1360 1365 1380 1399 1468 1476 1526 1552 1566 1631 1683 1702 1730 1738 1739 1747 1750 1790 1863 1873 1884 1917 1932 1942 1962 2046,C1=CC(=CC=C1S(=O)(=O)C(C2=CC(=CC(=C2)Br)C(C(=O)C3=C4C(=C(C=C3Br)Br)C(=O)C5=C(C4=O)C(=O)OC=C5)S(=O)(=O)C6=CC=C(C=C6)Cl)Br)Cl
44,CN1CCNC1=Nc1cccs1,14 37 120 150 210 241 250 280 305 383 508 599 608 647 675 694 710 725 892 899 900 916 926 935 979 1000 1057 1088 1090 1114 1145 1159 1172 1300 1380 1418 1480 1525 1567 1624 1690 1693 1717 1750 1861 1866 1873 1954 1976 1996,CN\1CCN/C1=N\C2=C3C=CSC3=C[NH+]2[N-]C4=CC=CS4
45,Cc1nc(NC(N)=O)c2cccnc2n1,140 160 204 344 378 448 465 470 541 557 584 596 600 650 675 708 807 941 944 1043 1057 1088 1101 1126 1152 1171 1284 1340 1357 1380 1452 1526 1573 1591 1651 1722 1743 1750 1816 1833 1855 1866 1873 1917 2030,CC1=NC2=C(C=CC=N2)C(=N1)NC(=O)N
46,OC1=Cc2cccn3c(ccc23)C=CSC=C1,45 84 85 93 95 111 128 131 238 272 356 547 567 600 611 626 643 675 677 704 705 758 807 935 956 1088 1101 1241 1252 1253 1380 1435 1448 1575 1602 1653 1660 1710 1750 1826 1873 1912 1920 1957 1969 1976 2021 2036,C1=CN2C(=C1)C=CC3=C2C=CC4=C5C(=CC6=CC=CN64)C=CC(=C3)/C=C\7/C=CC8=CC=CN8C7=C/9\C=CS9
47,O=C(c1ccccc1C(F)(F)F)n1c(-c2ccccc2)cn(Cc2cccc(Cl)c2)c1=O,80 88 114 147 165 216 262 295 302 314 364 389 402 403 419 464 498 561 592 618 626 630 650 725 736 744 771 807 857 875 915 935 957 1009 1039 1066 1069 1088 1105 1160 1199 1282 1330 1371 1380 1445 1446 1447 1453 1455 1479 1503 1504 1640 1683 1692 1750 1754 1765 1818 1873 1917 1928 1991,C1=CC=C(C=C1)C2=CN(C(=O)N2C(=O)C3=C(C(=CC=C3)C(F)(F)F)F)CC(CC(=O)N4C(=CN(C4=O)CC5=CC(=CC=C5)Cl)C6=CC=CC=C6)(F)F
