id,SMILES_input,fingerprints_input_ECFP4,SMILES_output_ECFP4
11,C C C C 1 = C ( C ( = C ( C ( = C 1 C C C ) O ) O ) [N+] ( = O ) [O-] ) C C C,39 44 78 80 81 122 199 202 233 276 294 380 388 599 612 639 650 715 719 753 794 807 838 873 874 1045 1057 1158 1195 1243 1294 1380 1500 1602 1626 1725 1726 1781 1786 1888 1963 2034 2037,CCCC1=C(C(=C(C(=C1CCC)O)[N+](=O)[O-])O)CCC2=C(C(=C(C(=C2[N+](=O)[O-])O)[N+](=O)[O-])CCC)O
12,C C 1 = C C ( = C ( C ( = C 1 ) Cl ) O C C O C 2 = C C = C ( C = C 2 ) C C ( C N ) C ( = O ) N 3 C C C C 4 = C 3 C = C C ( = C 4 ) F ) Cl,1 13 18 34 61 78 79 80 108 258 265 283 310 312 322 333 366 368 377 499 500 537 556 561 626 650 674 676 693 695 699 718 807 857 875 909 926 935 981 992 1023 1028 1034 1036 1057 1138 1148 1171 1213 1215 1236 1295 1299 1300 1352 1380 1384 1387 1410 1438 1452 1480 1487 1528 1535 1670 1683 1722 1738 1750 1754 1764 1823 1873 1877 1888 1909 1915 1917 1925 1928 1953 1995 2014 2026 2045,CC1=CC(=C(C(=C1)Cl)OCCOC2=CC=C(C=C2)CC(CN)C(=O)N3CCCC4=C3C=CC(=C4)F)[N-]C#N
13,C [C@H] ( C ( = O ) N C 1 = C C = C C = C 1 ) O C ( = O ) / C = C / C 2 = C C = C C = C 2 Br,1 6 17 31 37 57 69 174 176 180 191 283 389 441 472 558 573 650 694 703 728 807 811 833 835 873 917 961 1055 1057 1073 1077 1088 1117 1129 1144 1152 1199 1201 1269 1358 1367 1380 1415 1493 1600 1631 1653 1664 1712 1750 1784 1816 1818 1852 1873 1917 1919 1930,CC(C(=O)NC1=CC=CC=C1)OC(=O)/C=C/C2=CC=CC=C2/C=C/C(=C/3\C=CC=C3Br)/C(C)OC(=O)/C=C/C4=CC=CC=C4Br
14,C C 1 ( C N ( C 1 ) N C ( = O ) N S ( = O ) ( = O ) C 2 = C C = C ( C = C 2 ) C C N C ( = O ) C 3 = C ( C = C C ( = C 3 ) Br ) O C ) C,8 15 65 80 94 100 138 166 168 197 221 235 249 261 293 307 310 319 324 331 350 428 464 486 502 527 543 557 602 650 667 682 695 715 728 766 807 813 817 825 828 836 841 875 879 883 909 926 935 994 1012 1045 1057 1060 1111 1152 1157 1192 1217 1235 1243 1274 1317 1380 1476 1487 1492 1507 1516 1536 1606 1631 1646 1739 1750 1754 1762 1764 1796 1806 1808 1873 1891 1917 1922 1952 1970 1989 1991,CC1(CN2C=C(C(=C2C(C1)(C)C)C(=O)NCCC3=CC=C(C=C3)S(=O)(=O)NC(=O)NOC)C(=O)NCCC4=CC=C(C=C4)S(=O)(=O)NOC)C
15,C C 1 = N C = C ( C 2 = C 1 O C ( = O ) C ( = C 2 ) C 3 = N C ( = N O 3 ) C 4 = C C = C ( C = C 4 ) Br ) C O,15 40 80 92 133 156 168 222 248 260 284 308 352 378 384 389 426 482 520 640 650 656 677 728 807 809 821 825 837 875 896 907 909 1002 1028 1047 1057 1078 1157 1159 1160 1226 1289 1328 1345 1349 1357 1380 1385 1452 1468 1516 1535 1542 1604 1631 1649 1700 1722 1744 1750 1793 1855 1873 1886 1910 1952 1987 2013,CC1=NC=C(C2=C1OC(=C2)C3=NC(=NO3)C4=CC=C(C=C4)Br)C5=NC(=CO5)C6=NC(=NO6)C7=CC=C(C=C7)Br
16,C O C 1 = C ( C ( = C ( C = C 1 ) C C N C C C C C C N C C C 2 = C C = C C = C 2 ) C C C 3 = C C ( = C C = C 3 ) O C ) O C,80 94 104 218 239 249 259 322 327 333 418 470 499 516 559 562 592 613 660 667 695 699 709 738 740 771 781 800 815 837 841 875 894 1004 1039 1045 1057 1066 1088 1143 1152 1169 1175 1179 1190 1199 1215 1243 1249 1276 1322 1349 1380 1413 1507 1536 1552 1599 1735 1741 1750 1754 1873 1892 1911 1970 1972 2008 2034,COC1=C(C(=C(C=C1)CCNCCCCCCNOOC2=CC=CC=C2CCC3=CC(=CC=C3)OC)CCNCCC4=CC(=CC=C4)OC)P
17,C C ( C ) ( C ) C C ( C ) ( C C C C ( = O ) N O C ) C 1 = C ( C = C ( C ( = C 1 ) O ) C ( C ) ( C ) C ) O,41 57 80 114 272 278 392 419 568 623 630 650 652 654 697 778 789 807 841 875 957 958 980 997 1032 1057 1076 1124 1152 1171 1308 1339 1345 1380 1415 1429 1433 1459 1492 1561 1564 1602 1607 1655 1691 1706 1718 1873 1897 1911 1917 1929 1950 2011 2014,CC(C)(C)CC(C)(C)C1=CC(=C(C=C1C(C)(C)C)C(C)(C)CCCC(=O)NOC)C(C)(CCCC(=O)NOC)C2=CC(=C(C=C2C(C)(C)C)O)C(C)(C)C
18,C C O C ( = O ) / C = C / [C@@H] ( C C C = C ) O,1 31 45 80 121 147 214 227 294 301 401 403 539 579 650 688 694 695 702 739 778 782 789 807 815 940 1057 1060 1064 1073 1232 1238 1366 1392 1460 1508 1564 1588 1624 1645 1662 1698 1722 1783 1917 1987,CCOC(=O)/C=C/C(CCC=C)O[Si](C(CCC=C)/C=C/C(=O)OCC)OCC
19,C C 1 = C ( S C = C 1 ) C ( C 2 = C ( C = C ( C = C 2 ) O C ) Cl ) N C,1 14 139 173 237 264 305 322 365 366 553 554 557 561 675 695 703 718 781 805 841 875 955 992 1055 1057 1100 1152 1191 1192 1267 1358 1359 1363 1380 1391 1430 1443 1454 1462 1536 1567 1632 1643 1668 1683 1715 1722 1750 1766 1873 1907 1949 1972 1981 2025,CC1=C(SC=C1)C(C2=C(C=C(C=C2)OC)Cl)N[Si]C(C3=C(C=C(C=C3)OC)C)C(C4=C(C=C(C=C4)OC)Cl)NC
20,C C 1 = C C ( = C C = C 1 ) N ( C C 2 = C C = C ( C = C 2 ) C ( = O ) N C [C@H] 3 C C C O 3 ) S ( = O ) ( = O ) C,31 80 121 152 179 197 214 239 248 265 273 288 310 350 361 422 486 507 521 536 573 650 656 692 802 807 821 844 860 875 881 882 926 950 994 1013 1019 1028 1039 1055 1057 1084 1088 1096 1147 1152 1158 1184 1239 1240 1241 1325 1380 1385 1391 1406 1468 1476 1493 1505 1552 1604 1665 1684 1695 1697 1713 1750 1754 1779 1823 1871 1873 1917,CC1=CC(=CC=C1)N(CC2=CC=C(C=C2)C(=O)NCC3CCCO3)S(=O)(=O)/C=C/C(=C/4\C=CC(=C4)C(=O)NCC5CCCO5)/S(=O)(=O)C
21,C C ( C ) C C ( = O ) N C 1 = C C = C ( C = C 1 ) N C ( = O ) C C 2 = C C ( = C ( C ( = C 2 ) O C ) O C ) O C,1 41 80 90 114 115 140 191 203 249 282 283 295 311 325 333 335 336 613 617 635 650 684 692 695 730 792 807 841 843 854 875 901 953 1027 1057 1062 1077 1152 1226 1290 1380 1485 1536 1599 1750 1754 1756 1777 1816 1847 1873 1892 1917 1970,CC(C)CC(=O)NC1=CC=C(C=C1)NC(=O)CC(CC2=CC(=C(C(=C2)OC)OC)OC)(C3=C(C=C(C=C3OC)CC(=O)NC4=CC(=C(C(=C4)OC)OC)OC)OC)C(C)C
22,C N 1 C 2 = C ( C ( = O ) N ( C 1 = O ) C ) [C@@] ( C ( = O ) N 2 ) ( C ( F ) ( F ) F ) N S ( = O ) ( = O ) C 3 = C C = C ( C = C 3 ) Cl,50 70 113 114 121 216 314 319 328 350 400 404 429 447 502 504 535 540 542 548 561 564 566 576 617 621 650 700 713 715 771 791 816 883 935 943 982 1039 1045 1057 1060 1070 1114 1116 1145 1152 1163 1167 1205 1257 1258 1298 1332 1380 1405 1426 1431 1449 1453 1476 1532 1633 1683 1688 1750 1815 1825 1838 1873 1874 1912 1928 1948 1999 2028 2035,CN1C2=C(C(=O)N(C1=O)C)C(C(=O)N2)(C(C3(C4=C(NC3=O)N(C(=O)N(C4=O)C)C)C(F)(F)F)(F)F)NS(=O)(=O)C5=CC=C(C=C5)Cl
23,C 1 C 2 C C 3 C C 1 C C ( C 2 ) ( O 3 ) C ( = O ) N,127 140 190 191 199 261 308 379 504 543 634 650 656 679 807 849 926 1019 1057 1060 1070 1095 1171 1190 1292 1355 1435 1446 1491 1524 1536 1544 1602 1642 1679 1697 1699 1834 1917 1976,[B](C12CC3CC(C1)CC(C3)O2)C4(C(O4)(C(=O)N)C(=O)N)NC56CC7CC(C5)CC(C7)(O6)C(=O)N
24,C C 1 = C C ( = C ( C 2 = C 1 C ( = O ) / C ( = C / C 3 = C C ( = C ( C = C 3 ) O C ) O C ) / O 2 ) C [NH+] 4 C C [NH+] ( C C 4 ) C ) O,25 48 80 94 104 118 126 140 221 249 281 314 317 460 547 552 615 635 650 656 694 695 804 807 820 841 875 881 924 926 958 969 1009 1026 1051 1057 1141 1183 1205 1245 1252 1267 1294 1352 1380 1382 1391 1438 1446 1452 1476 1536 1595 1602 1607 1608 1667 1690 1714 1722 1729 1738 1747 1750 1810 1819 1828 1860 1872 1873 1886 1904 1926 1949 1970 2003 2021 2033 2034,CC1=CC(=C(C2=C1C(=O)/C(=C/C3=CC(=C(C=C3)OC)OC)/O2)C[NH+]4CC[NH+](CC4)C)O
25,C C ( = O ) C 1 = C C = C C = C 1 O C C S C 2 = N N C ( = N 2 ) C 3 C C C C 3,12 13 22 74 80 100 116 154 286 339 341 378 385 405 427 500 650 660 695 807 861 890 926 1017 1019 1028 1032 1057 1086 1088 1114 1182 1199 1217 1272 1325 1347 1380 1410 1447 1452 1484 1515 1518 1557 1561 1614 1680 1721 1749 1750 1820 1855 1873 1882 1902 1917 1943 1970 1978 1989 1991 2000 2004,CC(=O)C1=CC=CC=C1OCCSC2=NNC(=N2)C3CCCCC3OOCC(=C4CCCC4)C5=CC=CC=C5C(=O)C
26,C O C 1 = N C = C ( C = C 1 ) S ( = O ) ( = O ) C,3 45 103 150 183 311 319 350 378 413 436 456 501 650 692 695 726 747 771 841 890 997 1043 1057 1067 1133 1276 1282 1316 1380 1389 1452 1476 1518 1535 1536 1599 1667 1677 1730 1750 1777 1816 1851 1873 1961 2007,COC1=NC=C(C=C1)S(=O)(=O)[Si]O[Si]2(N=CC(=N2)S(=O)(=O)C)OS(=O)(=O)C3=CN=C(C=C3)S(=O)(=O)C
27,O 1 [C@@] 2 3 [C@] ( C ( O C ( = O ) C 3 ) c 3 c o c c 3 ) ( C C C ( [C@@] 3 ( C 1 C C ( O ) C ( C 3 C C ( = O ) O C ) ( C ) C ) C ) C 2 = C ) C,35 49 80 94 126 141 145 188 195 226 227 284 297 314 384 396 477 549 555 650 656 687 695 699 706 750 760 779 783 787 797 800 807 841 844 921 926 940 958 967 968 970 1003 1004 1006 1019 1057 1060 1070 1150 1152 1162 1249 1256 1257 1274 1279 1288 1292 1325 1327 1366 1380 1386 1436 1519 1582 1630 1656 1750 1758 1823 1840 1843 1866 1873 1902 1917 1950 1952 1959 1987 2034,C[C@@]12CCC3C(=C)[C@]14[C@H](O4)C[C@H]5[C@]3(CC(=O)O[C@H]2C6=COC=C6)C(=C)[C@@H](C5(C)C)CC(=O)OC
28,C C 1 C C C 2 = C ( C 1 ) S C 3 = C 2 C ( = O ) N C ( = N 3 ) C O C ( = O ) C 4 = C ( C = C C = C 4 O C ) O C,14 42 54 80 83 145 146 147 162 191 193 231 249 314 337 356 361 373 378 404 427 444 485 511 532 586 617 639 650 675 684 695 703 709 745 750 807 841 891 926 953 997 1001 1006 1019 1039 1057 1088 1114 1148 1239 1309 1325 1380 1410 1430 1482 1536 1682 1687 1723 1738 1745 1750 1784 1825 1855 1873 1876 1917 1970 1984,C[C@H]1CCC2=C(C1)SC3=C2C(=O)NC(=N3)COC(=O)C4=C(C=CC=C4OC)OC
29,C c 1 c c ( C N C ( = O ) N C ( C ) ( C O ) C 2 C C 2 ) c ( C ) s 1,80 103 114 115 160 162 197 222 234 255 274 286 313 345 354 392 450 457 500 544 545 642 649 650 675 709 721 761 795 807 820 821 875 926 928 953 989 1019 1048 1057 1060 1096 1152 1154 1219 1240 1325 1349 1380 1393 1400 1419 1508 1523 1612 1625 1645 1669 1702 1722 1789 1801 1873 1881 1889 1917 1918 1923 1930 1989 2008,CC1=CC(=C(S1)C)CNC(=O)NC(C)(C2CC2)C3(C(C3(CCC4(C(C4)C(C)(C5CC5)C6=CC(=C(S6)C)C)CO)O)(CO)CO)O
30,C 1 [C@@H] 2 C C ( C [C@H] 1 C C ( C 2 ) O C ( = O ) C 3 = C C = C C 4 = C C = C C = C 4 3 ) C O C ( = O ) C 5 = C C = C C 6 = C C = C C = C 6 5,12 29 80 119 139 145 147 177 272 428 500 650 653 695 729 801 807 926 1005 1019 1039 1071 1087 1088 1104 1126 1136 1199 1203 1258 1280 1292 1301 1302 1310 1357 1380 1446 1447 1469 1555 1573 1673 1683 1750 1764 1770 1855 1873 1895 1900 1917 1932 1943 1976 1991 2041,C1C2CC(CC1CC(C2)OC(=O)C3=CC=CC4=CC=CC=C43)COC(=O)C5=CC=CC=C5C(=O)OOC(=C(Cl)Cl)Cl
31,C C ( C ) C ( C ( = O ) O ) S C 1 = N C = C S 1,1 9 14 115 116 139 190 192 281 283 328 378 389 409 466 479 480 519 531 554 579 650 675 732 807 875 937 999 1057 1091 1100 1145 1193 1218 1232 1301 1380 1452 1477 1507 1546 1567 1727 1759 1773 1844 1866 1873 1917 1929 1951 2014 2019,CC(C)C(C1=NC=CS1)SC2=CC(=C(S2)SC(C(C)C)C(=O)O)C(=O)C3=NC=CS3
32,C C ( C ) ( C ) O C ( = O ) N [C@@H] ( C C 1 = C C = C ( C = C 1 ) O C C 2 = C C = C C = C 2 ) C ( = O ) N 3 C C C [C@H] 3 C # C,1 12 53 79 80 102 107 108 114 117 188 193 231 242 263 310 322 383 389 446 454 494 615 650 654 674 695 718 736 745 752 786 915 926 935 974 1003 1019 1028 1040 1057 1066 1069 1076 1088 1152 1169 1199 1224 1240 1325 1327 1380 1433 1435 1452 1480 1524 1530 1539 1555 1560 1574 1617 1624 1631 1693 1709 1750 1754 1758 1790 1857 1859 1871 1873 1888 1890 1917 1977 2006 2042,COC#COC(OC1=CC=C(C=C1)OCC2=CC=CC=C2)(OC3=CC=CC=C3)O[C@@H](CC4=CC=C(C=C4)OCC5=CC=CC=C5)C(=O)N6CCC[C@@H]6[C@@H]7CC7
33,C C C 1 = C ( C ( = O ) C = C ( N 1 C C 2 = C C = C ( C = C 2 ) O C ) C ) C ( = O ) N 3 C C N ( C C 3 ) C 4 = C C ( = C C = C 4 ) O C,2 21 34 49 51 80 82 85 204 243 294 310 314 322 335 345 349 354 407 414 467 496 545 562 586 610 623 650 687 695 718 750 779 781 802 807 831 833 841 865 875 883 926 929 935 942 1039 1049 1057 1088 1096 1128 1129 1132 1148 1174 1232 1236 1281 1380 1494 1504 1508 1534 1536 1589 1683 1722 1750 1754 1765 1799 1825 1873 1917 1944 1972 2003 2009 2024 2040,CCC1=C(C(=O)C=C(N1CC2=CC=C(C=C2)OC)C)C(=O)N3CCN(N4C3=CC(=O)C(=C4CC)C(=O)N5CCN(CC5)C6=CC(=CC=C6)OC)CC
34,C C ( C ) C O C ( = O ) N ( C C O ) C 1 C C 1,1 13 28 40 77 80 118 147 222 254 283 308 314 337 401 404 435 473 548 582 611 650 695 750 796 807 809 827 833 881 926 942 1019 1082 1104 1154 1263 1265 1268 1303 1325 1403 1448 1704 1790 1831 1846 1847 1883 1890 1917 1951 1962 1966 2043,C1CC1N(CCO)C(=O)N(C2CCC(CC2)N(CCOC(=O)N(C(C)C)C(C)C)C(=O)OCC(C)C)C(C)C(=O)C(=O)C3C(=O)C(C(=O)O3)C(C)(CO)O
35,C O C C C N C ( = O ) C 1 = C N = C ( C = C 1 ) C ( F ) ( F ) F,8 13 33 80 102 114 197 214 265 319 378 404 426 467 470 473 486 490 650 667 695 715 724 800 807 809 841 895 1005 1045 1057 1125 1152 1171 1214 1380 1385 1406 1434 1452 1453 1535 1612 1637 1697 1768 1796 1867 1873 1876 1881 1911 1917 1928 1987 2028,COCCCNC(=O)C1=CN=C(C=C1)C(=C2C(=NC=C(C=N2)C(=O)NCCCOC)C(=O)NOC)C(F)(F)F
36,C [C@@] 1 2 C S C C N 1 C ( = O ) [C@@H] ( [C@H] ( [C@@H] 2 O C ( = O ) C ( C ) ( C ) C ) O C ( = O ) C ( C ) ( C ) C ) O C ( = O ) C ( C ) ( C ) C,5 7 68 70 101 114 181 232 270 301 314 392 400 436 444 604 617 650 675 695 710 715 719 737 746 789 794 807 829 854 926 935 1018 1019 1057 1060 1063 1071 1096 1126 1169 1197 1245 1274 1380 1441 1451 1480 1515 1517 1637 1676 1708 1806 1835 1855 1869 1899 1917 1950 1991,C[C@@]12CSCCN1C(=O)[C@@H]([C@H]3[C@@H]2N4C(=O)[C@@H]([C@H]([C@@H]3OC(=O)C(C)(C)C)OC(=O)C(C)(C)C)OC(=O)C(C)(C)C)[NH2+][O-]
37,C C O [C@@H] ( C ) [C@@H] ( C ( = O ) O ) N,1 30 57 78 80 115 210 230 283 294 316 389 422 650 695 727 739 774 786 807 1057 1135 1139 1171 1238 1241 1346 1402 1517 1545 1595 1660 1844 1869 1876 1917,CCOC(C)C(CCC(C(=O)O)[Se]C(=O)C(C(C)OCC)N)[Se]C(C(C)OCC)C(=O)O
38,C C C 1 = C ( [C@H] ( N C ( = S ) N 1 C 2 = C C 3 = C ( C = C 2 ) O C C O 3 ) C 4 = C C = C C = C 4 F ) C ( = O ) O C,19 80 97 145 202 233 265 294 301 364 371 398 441 650 656 695 699 738 740 786 807 812 818 830 838 841 875 906 926 935 950 951 980 1000 1010 1019 1027 1032 1035 1037 1039 1057 1088 1114 1137 1152 1167 1199 1279 1380 1427 1430 1479 1497 1529 1587 1611 1630 1633 1647 1686 1717 1750 1757 1799 1824 1825 1840 1860 1873 1874 1898 1905 1917 1928 1934,CCC1=C(C(N2C(=S)NC(N2C1)C3=CC=CC=C3F)C4=C(N(C(=S)N4)C5=CC6=C(C=C5)OCCO6)C(=O)OC)C(=O)OC
39,C C 1 = C C 2 = C ( C = C 1 C ) O C 3 = C ( C 2 = O ) C ( N ( C 3 = O ) C 4 = N N = C ( S 4 ) C ) C 5 = C C = C ( C = C 5 ) O C,75 136 144 162 171 215 305 314 322 343 351 362 365 378 406 417 461 483 509 525 647 656 665 675 695 718 759 781 819 831 838 841 860 875 879 897 935 937 986 989 1019 1057 1109 1164 1218 1223 1273 1279 1357 1363 1380 1391 1401 1427 1438 1442 1452 1503 1510 1536 1549 1581 1601 1604 1634 1648 1719 1722 1750 1766 1803 1808 1865 1876 1877 1922 1981 2020 2028,CC1=CC2=C(C=C1C)OC3=C(C2=O)C(N(C3=O)C4=NN=C(S4)C)C5=CC=C(C=C5)OC6C7=C(C(=O)N6C8=NN=C(S8)C)OC9=C(C7=O)C=C(C=C9C)OC
40,C C 1 = C 2 C ( = C C = C 1 ) S C ( = N 2 ) N,96 132 162 166 225 378 438 461 488 640 649 675 812 885 945 1039 1057 1088 1107 1123 1131 1166 1171 1264 1281 1285 1301 1343 1380 1391 1402 1423 1457 1484 1499 1531 1555 1605 1653 1722 1724 1731 1750 1837 1855 1873 1941 1999,CC1=C2C(=CC=C1)SC(=N2)[N-]C3=CC=C(S3)[N-]C4=CC=C(S4)N
41,O = c 1 n ( c 2 c c 3 c ( c c 2 ) c c c c 3 ) c ( n c 2 c 1 c c c c 2 ) C C,44 80 107 203 211 233 243 289 294 314 318 322 378 389 484 501 504 515 598 650 834 875 935 948 1014 1057 1087 1088 1097 1199 1357 1364 1380 1445 1446 1546 1573 1602 1619 1722 1750 1781 1799 1808 1825 1854 1855 1873 1988 1993 2043,CCC1=NC2=CC=CC=C2C(=O)N1N3C(=NC4=CC=CC=C4C3=O)C5=CC=CC=C5
42,C [Si] ( C ) ( C ) C 1 = C O C = C 1 C 2 = C C = C C = C 2,76 100 140 222 261 334 347 352 378 384 389 530 572 585 589 647 650 656 686 736 740 797 1057 1088 1160 1186 1199 1380 1562 1625 1724 1750 1762 1800 1873 1887 1976,C[Si](C)(C)C1=COC=C1[Si](C)(C)[C]2[CH][CH][C]3[C]2[CH][CH][C]3C4=CC=CC=C4
43,C 1 = C C = C 2 C ( = C 1 ) N = C ( C ( = N 2 ) N S ( = O ) ( = O ) C 3 = C C = C ( C = C 3 ) Cl ) N C 4 = C C = C ( C = C 4 ) C 5 = C C = C ( C = C 5 ) [N+] ( = O ) [O-],4 20 69 83 191 193 216 271 289 307 319 350 378 403 491 502 560 561 587 599 602 641 650 708 715 753 769 816 825 838 843 854 883 888 896 932 959 996 1018 1052 1070 1088 1097 1152 1160 1170 1195 1199 1255 1266 1270 1274 1281 1354 1360 1380 1476 1524 1526 1683 1730 1742 1750 1809 1814 1855 1863 1873 1884 1921 1942 1962 1963 1964 2046,C1=CC=C2C(=C1)N=C(C(=N2)NS(=O)(=O)C3=CC=C(C=C3)C4=CC=C(C=C4)[N+](=O)[O-])NS(=O)(=O)C5=CC=C(C=C5)NC6=NC(=NN=N6)[O-]
