id,SMILES_input,fingerprints_input_ECFP4,SMILES_output_ECFP4
14,C C 1 ( C N ( C 1 ) N C ( = O ) N S ( = O ) ( = O ) C 2 = C C = C ( C = C 2 ) C C N C ( = O ) C 3 = C ( C = C C ( = C 3 ) Br ) O C ) C,15 80 94 166 197 235 307 310 319 324 331 486 602 650 667 715 728 807 828 836 841 883 926 935 1045 1060 1152 1157 1217 1274 1317 1476 1487 1507 1536 1606 1631 1754 1762 1796 1808 1873 1917 1970 1989 1991,C1C(CN(C1(C)C)NC(=O)NS(=O)(=O)C2=CC=C(C=C2)CCNC(=O)C3=C(C=CC(=C3)Br)OC)(C)C
15,C C 1 = N C = C ( C 2 = C 1 O C ( = O ) C ( = C 2 ) C 3 = N C ( = N O 3 ) C 4 = C C = C ( C = C 4 ) Br ) C O,40 80 92 156 168 222 248 352 378 426 520 650 656 677 728 807 837 875 896 1002 1047 1057 1157 1289 1345 1349 1357 1380 1385 1452 1468 1542 1631 1700 1722 1750 1855 1873 1910 2013,CC1=C(C=C2C(=NOC2=N1)C)C3=NC(=NO3)C4=CC=C(C=C4)C5=NOC(=N5)C6=C(N=C(C(=C6)CO)C)Br
16,C O C 1 = C ( C ( = C ( C = C 1 ) C C N C C C C C C N C C C 2 = C C = C C = C 2 ) C C C 3 = C C ( = C C = C 3 ) O C ) O C,80 104 218 249 322 327 333 499 516 559 562 592 613 667 695 771 781 841 1039 1045 1057 1066 1088 1152 1179 1199 1243 1322 1349 1380 1536 1599 1741 1750 1754 1873 1970 2008 2034,COC1=CC=CC(=C1)CCC2=C(C=CC(=C2OC)OC)CCNCCC3=CC=CC=C3P
17,C C ( C ) ( C ) C C ( C ) ( C C C C ( = O ) N O C ) C 1 = C ( C = C ( C ( = C 1 ) O ) C ( C ) ( C ) C ) O,80 114 419 630 650 697 778 789 841 875 1152 1308 1339 1380 1415 1561 1564 1602 1607 1655 1706 1718 1911 1917 1929 1950 2014,C1=C(C(=CC(=C1O)C(CCCC(=O)C(=O)OC)(CC(CC(CCCC(=O)O)(C2=CC(=C(C=C2O)O)C(C)(C)C)C(C)(C)C)(C(C)(C)C)C(=O)OC)C(C)(C)C)O)O
18,C C O C ( = O ) / C = C / [C@@H] ( C C C = C ) O,1 31 80 227 294 301 401 403 650 694 739 782 807 815 1057 1064 1073 1238 1366 1564 1588 1624 1645 1722 1917,CCOC(=O)/C=C/C(CCC=C)O
19,C C 1 = C ( S C = C 1 ) C ( C 2 = C ( C = C ( C = C 2 ) O C ) Cl ) N C,14 173 322 554 675 695 703 718 781 841 875 1055 1191 1192 1363 1380 1391 1430 1454 1462 1536 1567 1643 1683 1722 1873 1907 1949 1972,C1=CSC(=C1C)C(C2=C(C=C(C=C2)OC)C)C3=C(C=CS3)C
20,C C 1 = C C ( = C C = C 1 ) N ( C C 2 = C C = C ( C = C 2 ) C ( = O ) N C [C@H] 3 C C C O 3 ) S ( = O ) ( = O ) C,121 197 214 239 248 265 288 310 350 361 486 507 521 650 692 802 821 875 881 950 994 1013 1019 1028 1039 1055 1057 1088 1147 1152 1241 1325 1380 1391 1468 1476 1604 1665 1684 1695 1697 1750 1823 1917,CC1=CC(=CC=C1)N(CC2=CC=C(C=C2)C(=O)NCC3CCCO3)S(=O)(=O)C
21,C C ( C ) C C ( = O ) N C 1 = C C = C ( C = C 1 ) N C ( = O ) C C 2 = C C ( = C ( C ( = C 2 ) O C ) O C ) O C,1 41 80 115 249 311 333 684 695 730 807 841 875 901 1057 1077 1152 1380 1536 1599 1750 1754 1756 1816 1847 1873 1917 1970,COC1=CC(=CC(=C1OC)OC)CC(=O)NC2=CC=C(C=C2)NC(=O)CC(=O)NC3=CC(=C(C(=C3)OC)OC)OC
22,C N 1 C 2 = C ( C ( = O ) N ( C 1 = O ) C ) [C@@] ( C ( = O ) N 2 ) ( C ( F ) ( F ) F ) N S ( = O ) ( = O ) C 3 = C C = C ( C = C 3 ) Cl,113 114 216 314 328 404 502 561 564 566 617 650 713 715 771 816 883 982 1039 1057 1060 1070 1114 1163 1257 1258 1380 1405 1453 1476 1633 1683 1688 1750 1873 1874 1912 1928,C1=CC(=CC=C1S(=O)(=O)C2(C3=C(NC2=O)NC(=O)C3(C(F)(F)F)Cl)C(F)(F)F)Cl
23,C 1 C 2 C C 3 C C 1 C C ( C 2 ) ( O 3 ) C ( = O ) N,261 504 543 650 656 807 926 1057 1060 1070 1171 1292 1536 1544 1602 1697 1917,C[Si]C(=O)C12C(O1)(O2)C(=O)C34C(O3)(O4)C(=O)[Si]C
24,C C 1 = C C ( = C ( C 2 = C 1 C ( = O ) / C ( = C / C 3 = C C ( = C ( C = C 3 ) O C ) O C ) / O 2 ) C [NH+] 4 C C [NH+] ( C C 4 ) C ) O,25 48 94 104 118 140 221 249 281 314 547 650 656 694 695 807 820 875 881 926 969 1183 1205 1245 1294 1380 1382 1391 1476 1536 1602 1607 1667 1690 1722 1729 1750 1828 1949 1970 2003 2033 2034,C1C[NH+](CC[NH+]1CC2=C(C=C(C=C2C)/C=C\3/C(=O)/C(=C/C4=CC(=C(C=C4)OC)OC)/OO3)O)CC5=C(C=C(C=C5C)/C=C/6\C(=C/C7=CC(=C(C=C7)OC)OC)O)C
25,C C ( = O ) C 1 = C C = C C = C 1 O C C S C 2 = N N C ( = N 2 ) C 3 C C C C 3,12 13 74 80 116 339 341 378 385 405 427 660 890 926 1019 1028 1057 1086 1088 1114 1182 1199 1217 1325 1380 1447 1515 1518 1561 1614 1749 1750 1820 1855 1873 1917 1943 1970 1978 1991 2000 2004,C[Si](C)(C)C1=CC=CC=C1OCCSC2=NNC(=N2)C3CCCC3
26,C O C 1 = N C = C ( C = C 1 ) S ( = O ) ( = O ) C,311 319 350 378 413 650 692 695 1057 1276 1380 1452 1518 1535 1536 1667 2007,CS(=O)(=O)C1=CN=C(N=C1)O[Si]OC2=NC=C(C=N2)S(=O)(=O)C
27,O 1 [C@@] 2 3 [C@] ( C ( O C ( = O ) C 3 ) c 3 c o c c 3 ) ( C C C ( [C@@] 3 ( C 1 C C ( O ) C ( C 3 C C ( = O ) O C ) ( C ) C ) C ) C 2 = C ) C,35 80 141 145 188 195 226 227 297 314 384 396 477 549 555 650 695 699 706 783 787 797 807 841 940 958 967 970 1003 1004 1006 1019 1057 1060 1070 1162 1249 1257 1279 1288 1327 1366 1380 1386 1436 1656 1750 1840 1843 1866 1873 1902 1917 1950 1959 2034,C[C@]12CC[C@H]3C(=C)[C@@]14CC(=O)[C@@]2([C@@H](C([C@@H]4CC(=O)OC)(C)C)O)[C@@H](O3)C5=COC=C5
28,C C 1 C C C 2 = C ( C 1 ) S C 3 = C 2 C ( = O ) N C ( = N 3 ) C O C ( = O ) C 4 = C ( C = C C = C 4 O C ) O C,42 54 80 83 145 146 147 162 231 249 314 361 373 378 427 444 586 617 639 675 695 703 745 750 891 926 997 1019 1039 1057 1088 1114 1309 1325 1380 1410 1430 1482 1536 1687 1738 1750 1825 1855 1873 1876 1917 1970,CC1CCC2=C(C1)SC(=C2C(=O)OCC3=NC(=C(C(=O)N3)C(=O)OCC4=NC(=CC=C4)OC)C)COC(=O)C5=C(C=CC=C5OC)OC
29,C c 1 c c ( C N C ( = O ) N C ( C ) ( C O ) C 2 C C 2 ) c ( C ) s 1,80 103 115 162 197 222 255 286 313 392 650 675 721 807 875 926 989 1019 1057 1096 1152 1349 1380 1393 1419 1508 1669 1722 1789 1873 1917 1923 1989 2008,CC1=CC(=C(S1)C)CNC(=O)NCO
30,C 1 [C@@H] 2 C C ( C [C@H] 1 C C ( C 2 ) O C ( = O ) C 3 = C C = C C 4 = C C = C C = C 4 3 ) C O C ( = O ) C 5 = C C = C C 6 = C C = C C = C 6 5,12 80 119 145 147 177 272 428 650 695 729 801 807 1005 1019 1039 1071 1087 1104 1126 1136 1302 1310 1357 1446 1447 1573 1673 1683 1750 1855 1873 1917 1976,C1C2CC3CC1CC(C2)OC(=O)C(=C(Cl)Cl)OOC(=O)C4=CC=CC5=CC=CC=C54
31,C C ( C ) C ( C ( = O ) O ) S C 1 = N C = C S 1,1 14 281 283 378 389 531 554 650 675 732 807 999 1057 1193 1218 1232 1380 1507 1567 1844 1866 1873 1917 1929 1951,CC(C1=NC=CS1)C(C(=O)O)C(=O)O
32,C C ( C ) ( C ) O C ( = O ) N [C@@H] ( C C 1 = C C = C ( C = C 1 ) O C C 2 = C C = C C = C 2 ) C ( = O ) N 3 C C C [C@H] 3 C # C,1 79 80 102 107 108 114 117 193 231 242 310 322 383 650 654 695 718 736 745 752 926 974 1019 1028 1040 1057 1066 1152 1199 1325 1380 1433 1435 1452 1480 1524 1539 1574 1750 1754 1758 1859 1888 1917 1977 2006 2042,COC(=O)N[C@@H](CC1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)N3CCCC3OC4(CCC4)C5CCC5
33,C C C 1 = C ( C ( = O ) C = C ( N 1 C C 2 = C C = C ( C = C 2 ) O C ) C ) C ( = O ) N 3 C C N ( C C 3 ) C 4 = C C ( = C C = C 4 ) O C,49 80 85 204 294 310 314 322 335 407 496 562 586 610 650 687 718 781 802 807 831 833 875 883 1039 1049 1057 1088 1096 1132 1504 1536 1683 1722 1750 1754 1799 1825 1873 1917 1944 1972 2003,CCC1=C(C(=O)C=C(N1CC2=CC=C(C=C2)OC)C)C(=O)N3C(=CC(=O)C(=C3CC)C(=O)N4C(=CC(=O)C(=C4CC)C(=O)N5C(=CC(=O)C(=C5)C)C)C)C
34,C C ( C ) C O C ( = O ) N ( C C O ) C 1 C C 1,1 40 80 118 147 222 254 308 401 404 473 650 807 881 926 1019 1104 1263 1325 1448 1847 1917 1951,C1CC1N(CCO)C(=O)OCC(C)C
35,C O C C C N C ( = O ) C 1 = C N = C ( C = C 1 ) C ( F ) ( F ) F,8 114 197 265 319 378 404 426 486 490 650 667 715 807 841 1005 1057 1125 1152 1385 1434 1452 1453 1535 1697 1768 1876 1911 1928,COCCCNC(=O)C1=CN=C(C=C1)C(F)(F)F
36,C [C@@] 1 2 C S C C N 1 C ( = O ) [C@@H] ( [C@H] ( [C@@H] 2 O C ( = O ) C ( C ) ( C ) C ) O C ( = O ) C ( C ) ( C ) C ) O C ( = O ) C ( C ) ( C ) C,5 7 68 70 101 114 181 232 270 314 392 436 604 617 675 695 715 737 789 807 926 935 1019 1060 1063 1126 1274 1380 1441 1480 1835 1869 1899 1917 1950,C1CSC23N1C(=O)C(C(C2OC(=O)C(C)(C)C)OC(=O)C(C)(C)C)OC(=O)C(C)(C)C
37,C C O [C@@H] ( C ) [C@@H] ( C ( = O ) O ) N,57 80 210 316 695 727 739 786 807 1057 1139 1171 1238 1241 1595 1844,COC[Se]CCC(N)[Se]CCC(N)[Se]CC
38,C C C 1 = C ( [C@H] ( N C ( = S ) N 1 C 2 = C C 3 = C ( C = C 2 ) O C C O 3 ) C 4 = C C = C C = C 4 F ) C ( = O ) O C,19 97 145 233 265 301 364 371 398 441 650 656 699 738 807 812 841 875 926 950 1000 1019 1032 1035 1057 1152 1167 1199 1427 1430 1479 1497 1529 1633 1686 1717 1750 1799 1825 1840 1873 1874 1905 1917 1928,CN[Si](C1=CC=CC=C1F)C(=O)N2C(=S)C(C(=S)N(C2=S)C3=CC4=C(C=C3)OCCO4)C5=CC=CC=C5F
39,C C 1 = C C 2 = C ( C = C 1 C ) O C 3 = C ( C 2 = O ) C ( N ( C 3 = O ) C 4 = N N = C ( S 4 ) C ) C 5 = C C = C ( C = C 5 ) O C,162 305 314 322 343 351 378 406 417 525 656 665 675 695 718 781 819 831 838 841 875 879 897 935 989 1019 1057 1218 1273 1279 1357 1380 1391 1427 1438 1510 1536 1601 1604 1634 1648 1722 1750 1808 1865 1922 2028,CC1=CC2=C(C=C1C)OC3=C(C2=O)C(N(C3=O)C4=NN=C(S4)C)C5=CC=C(C=C5)OC
40,C C 1 = C 2 C ( = C C = C 1 ) S C ( = N 2 ) N,162 378 461 675 885 1057 1123 1166 1171 1264 1301 1391 1457 1605 1722 1724 1750 1855 1873 1999,CC1=C2C(=CC=C1)SC(=N2)N
41,O = c 1 n ( c 2 c c 3 c ( c c 2 ) c c c c 3 ) c ( n c 2 c 1 c c c c 2 ) C C,80 107 233 243 289 294 314 318 322 389 515 598 650 875 935 1087 1097 1380 1445 1446 1573 1602 1750 1781 1799 1825 1855 1873 1993,CCC1=NC2=CC3=C(C=C2N1C4=CC5=CC=CC=C5C=C4)C=CC(=C3)N6C(=NC7=CC8=CC=CC=C8C=C7C6=O)CC
42,C [Si] ( C ) ( C ) C 1 = C O C = C 1 C 2 = C C = C C = C 2,222 261 347 389 656 736 1057 1088 1160 1199 1380 1562 1750 1800 1873 1976,C[Si](C)(C)[C]1[C]([C]([C]([C]1C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4)C5=CC=CC=C5
43,C 1 = C C = C 2 C ( = C 1 ) N = C ( C ( = N 2 ) N S ( = O ) ( = O ) C 3 = C C = C ( C = C 3 ) Cl ) N C 4 = C C = C ( C = C 4 ) C 5 = C C = C ( C = C 5 ) [N+] ( = O ) [O-],4 191 216 289 350 378 491 502 561 641 650 708 715 753 769 816 838 843 883 888 1070 1088 1097 1195 1199 1270 1274 1380 1476 1524 1683 1742 1750 1921 1963 1964,C1=CC=C2C(=C1)N=C(C(=N2)NS(=O)(=O)C3=CC=C(C=C3)Cl)NC4=CC=C(C=C4)[N+](=O)[O-]
44,C C C 1 = C C = C ( C = C 1 ) N C ( = O ) C O C ( = O ) [C@@H] ( C ) N 2 C ( = O ) [C@@H] 3 [C@H] 4 C C [C@@H] ( C 4 ) [C@@H] 3 C 2 = O,1 5 125 145 147 167 191 214 283 294 310 314 463 585 650 695 708 755 761 807 901 926 929 935 1057 1077 1152 1155 1292 1380 1457 1499 1750 1754 1816 1873 1917 1965 2007 2047,C[C@@H](C(=O)OC(=O)[C@H](C)N1C(=O)[C@@H]2[C@@H]3C[C@H](C3)[C@@H]2C1=O)N4C(=O)[C@@H]5[C@@H]6C[C@H](C6)[C@@H]5C4=O
45,C 1 = C C = C ( C ( = C 1 ) C S C 2 = N N = C ( S 2 ) N 3 C ( C ( = C ( C 3 = O ) O ) C ( = O ) C 4 = C C = C S 4 ) C 5 = C C = C ( C = C 5 ) Cl ) F,9 14 19 79 80 116 162 171 216 314 341 378 383 419 444 613 650 675 699 762 797 816 819 879 915 935 999 1019 1032 1068 1070 1164 1199 1380 1389 1414 1427 1493 1521 1549 1567 1601 1683 1750 1803 1840 1873 1917 1922,C1=CC=C(C(=C1)CSC2=NN=C(S2)N3C(C(=C(C3=O)O)C(=O)C4=CC=CS4)C5=CC=C(C=C5)Cl)F
46,C C 1 = C ( C ( = O ) N ( N 1 C ) C 2 = C C = C C = C 2 ) N C ( = O ) C ( C ) O C ( = O ) C C 3 = C ( C = C C = C 3 Cl ) F,69 75 80 314 325 327 366 381 389 430 504 561 573 650 695 699 807 813 861 974 1032 1039 1049 1057 1088 1117 1144 1145 1152 1199 1235 1269 1380 1766 1816 1825 1840 1873 1917 1928 1977 2003 2034,CN1C(=C(C(=O)N1C2=CC=CC=C2)NC(=O)C(C)OC(=O)CC3=C(C=CC=C3Cl)F)C(=O)NC4=C(C=CC=C4Cl)F
47,C C 1 = C C ( = C ( C = C 1 ) N C 2 = C ( C ( = N C = N 2 ) N C 3 = C ( C = C C ( = C 3 ) C ) O C ) N ) C,94 204 235 249 378 433 489 491 695 708 725 841 875 1013 1057 1152 1171 1224 1367 1442 1452 1457 1542 1722 1750 1823,CC1=CC(=C(C=C1)OC)NC2=NC=NC(=C2NC3=C(C=CC(=C3)C)OC)N
48,C / C = C / [C@@H] ( C ) [C@H] 1 [C@@H] ( [C@@H] ( O C 1 = O ) [C@H] ( C ) I ) C,1 26 208 283 314 501 656 661 694 750 823 844 1057 1141 1296 1309 1312 1380 1403 1624 1713 1885 2044,C/C=C/[C@H](C)[C@@H]1[C@@H]([C@@H](OC(=O)O1)[C@H](C)I)C
49,C C ( C C ( = O ) N C 1 = C C = C ( C = C 1 ) C 2 = C S C ( = N 2 ) N C 3 = C C = C C = C 3 Cl ) C C ( C ) ( C ) C,0 1 80 114 191 283 311 366 378 385 392 491 517 552 561 650 675 702 807 825 843 901 974 980 997 1055 1077 1152 1160 1264 1266 1290 1380 1485 1575 1683 1696 1787 1816 1855 1873 1917 1971,CC(CC(C)(C)C)C(=O)NC1=CC=C(C=C1)C2=CSC(=N2)NC3=CC=C(S3)Cl
50,C 1 C N ( C C C 1 C ( = O ) N C 2 = C C ( = C C = C 2 ) F ) C ( = O ) C 3 = C C = C C = C 3 Cl,184 263 366 561 650 652 699 703 785 807 849 875 942 974 1019 1039 1151 1152 1199 1218 1275 1325 1447 1487 1750 1837 1873 1917 1928 1991 2009,C1CC1C(=O)N2CCC(CC2)C(=O)NNC3=CC(=CC=C3)F
51,C 1 C [C@H] ( C ( = O ) C 1 ) O C ( = O ) C 2 = C C = C C = C 2 O C C ( = O ) N C 3 = C C = C C ( = C 3 ) C ( F ) ( F ) F,12 41 80 114 145 167 184 191 192 314 370 473 650 695 809 825 875 901 926 972 990 1019 1028 1039 1075 1088 1126 1152 1187 1199 1260 1325 1380 1410 1417 1447 1452 1453 1522 1635 1738 1750 1816 1917 1928 1991 2004 2017,C1CC(C(=O)C1)OC(=O)C2=CC=CC=C2OCC(=O)NC3=CC=CC(=C3)C(F)(F)F
52,C O C 1 = C C ( = C C ( = C 1 O C ) O C ) C ( = O ) N C C ( = O ) O C C ( = O ) C 2 = C C = C ( C = C 2 ) C 3 C C C C C 3,2 80 93 114 147 249 264 265 282 650 695 797 807 841 875 890 926 1019 1028 1038 1057 1152 1158 1279 1325 1364 1380 1385 1386 1536 1548 1563 1599 1618 1693 1697 1750 1803 1873 1892 1917 1943 1970 2000 2004,COC1=CC(=CC(=C1OC)OC)C(=O)COC(=O)CC(=O)C2=CC=C(C=C2)C3CCCCC3
53,C S ( = O ) ( = O ) N ( C C 1 = C C = C ( C = C 1 ) F ) C 2 = C C = C ( C = C 2 ) C ( = O ) N C 3 = C C = C C = C 3 C ( = O ) N 4 C C C C C C 4,2 66 81 90 214 310 350 362 369 486 507 521 650 692 745 881 926 942 947 960 1028 1057 1088 1096 1147 1152 1199 1224 1380 1385 1410 1476 1480 1504 1665 1670 1684 1696 1697 1750 1795 1816 1873 1917 1928 1991 1998 2009,CS(=O)(=O)N(CC1=CC=C(C=C1)F)C2=CC=C(C=C2)C(=O)NC3=CC=CC=C3C(=O)N4CCCCC4
54,C 1 C ( C C ( C C 1 F ) Cl ) O,32 590 775 807 926 955 1019 1203 1292 1917 1928 1960,C1C(CC(CC1F)Cl)C(=O)F
55,C C C C N 1 C ( = O ) C 2 = C C = C C = C 2 N C 1 = S,80 97 119 294 504 557 650 759 794 935 1033 1057 1088 1114 1145 1157 1199 1380 1717 1745 1750 1783 1801 1882 1911,CCCCN1C(=S)NC2=CC=CC=C2NC1=S
56,C [C@@H] 1 [C@@H] ( O [C@@H] ( O [C@@H] 1 C 2 = C C = C ( C = C 2 ) C O ) C 3 = C C = C ( C = C 3 ) C 4 = C C = C C ( = C 4 ) C N C ( = O ) O C C = C ) C N 5 C = N C ( = C 5 Cl ) Cl,58 97 147 197 254 255 339 378 485 557 561 610 619 656 694 695 732 746 785 837 875 896 908 931 932 935 940 1019 1039 1048 1057 1064 1073 1088 1152 1160 1279 1309 1338 1366 1375 1380 1452 1455 1573 1640 1645 1683 1758 1779 1803 1825 1873 1885 1921 1955 1964 1978 1983 2007 2020,C[C@H]1[C@H](O[C@H](O[C@H]1C2=CC=C(C=C2)C3=CC=CC(=C3)CNC(=O)OCC=C)C4=CC=C(C=C4)C5=CC(=CC=C5)CNC(=O)OCC=C)CN6C=NC(=C6Cl)Cl
57,C C 1 C C N ( C C 1 ) C 2 = C ( C ( = O ) N 3 C = C C = C C 3 = N 2 ) C = N N C 4 = C C = C C = C 4,3 40 130 191 314 335 350 378 384 389 407 433 504 513 600 650 694 703 725 819 926 935 945 973 1019 1057 1088 1101 1148 1152 1199 1221 1325 1380 1472 1480 1581 1688 1750 1779 1795 1855 1873,C1CN(CCC1NC2=CC=CC=C2)C3=C(C(=O)N4C=CC=CC4=N3)/C=N/NC5=CC=CC=C5
58,[N+] 1 ( = [N+] ( c 2 c ( c c ( c c 2 ) O C ) C C c 2 c 1 c c c ( c 2 ) O C ) [O-] ) [O-],262 322 463 665 695 715 718 781 841 875 926 1057 1314 1380 1476 1665 1738 1750 1873 1972 2038,COC1=CC2=[N+](CCC2=[N+](C=C1)[O-])[O-]
59,C S C 1 = C ( C = C 2 C ( = C 1 ) C C N 2 C ( = O ) N C 3 = C N = C C = C 3 ) I,116 191 218 229 378 394 437 582 650 661 682 703 793 807 875 926 935 947 981 1023 1025 1043 1057 1064 1088 1152 1236 1295 1380 1384 1387 1399 1401 1535 1586 1603 1683 1738 1750 1816 1866 1873 1884 1888 1917,CSC1=C(C=C2C(=C1)CCN2C(=O)NC3=CN=CC=C3)I
60,C O C 1 = C C = C C = C 1 N 2 C C N ( C C 2 ) C ( = O ) C [C@H] 3 C [C@H] 4 C C [C@@H] 3 C 4,5 80 115 130 226 231 249 280 373 407 585 650 695 760 807 926 935 1004 1009 1019 1057 1199 1295 1325 1330 1380 1410 1446 1480 1536 1568 1589 1750 1804 1939 1970 2009 2047,COC1=CC=CC=C1N2CCN(CC2)C(=O)CC3CC4CCC3C4
61,C C 1 = C C ( = C C ( = C 1 ) [Se] ) C,236 519 875 888 1014 1057 1380 1722 1823 1873,CC1=CC(=CC(=C1)[Se])C
62,C O C 1 = C C = C ( C = C 1 ) O C C C N C C C O C 2 = C C = C ( C = C 2 ) O C,13 80 322 667 695 718 771 781 831 841 1004 1034 1152 1322 1380 1452 1536 1750 1873,C1=CC(=CC=C1OC)OCCNCCOC2=CC=C(C=C2)OC
